Time,Usage for R03_n1
2021-04-13T00:00:00.000Z,2405
2021-04-14T00:00:00.000Z,1878
2021-04-15T00:00:00.000Z,2135
2021-04-16T00:00:00.000Z,1881
2021-04-17T00:00:00.000Z,1722
2021-04-18T00:00:00.000Z,1753
2021-04-19T00:00:00.000Z,3085
2021-04-20T00:00:00.000Z,3105
2021-04-21T00:00:00.000Z,2271
2021-04-22T00:00:00.000Z,2053
2021-04-23T00:00:00.000Z,1855
2021-04-24T00:00:00.000Z,2177
2021-04-25T00:00:00.000Z,1909
2021-04-26T00:00:00.000Z,1925
2021-04-27T00:00:00.000Z,1964
2021-04-28T00:00:00.000Z,2582
2021-04-29T00:00:00.000Z,2801
2021-04-30T00:00:00.000Z,1959
2021-05-01T00:00:00.000Z,1843
2021-05-02T00:00:00.000Z,2184
2021-05-03T00:00:00.000Z,1976
2021-05-04T00:00:00.000Z,2032
2021-05-05T00:00:00.000Z,2013
2021-05-06T00:00:00.000Z,2321
2021-05-07T00:00:00.000Z,2049
2021-05-08T00:00:00.000Z,1900
2021-05-09T00:00:00.000Z,1841
2021-05-10T00:00:00.000Z,2042
2021-05-11T00:00:00.000Z,2319
2021-05-12T00:00:00.000Z,1967
2021-05-13T00:00:00.000Z,2307
2021-05-14T00:00:00.000Z,1947
2021-05-15T00:00:00.000Z,1888
2021-05-16T00:00:00.000Z,3408
2021-05-17T00:00:00.000Z,2100
2021-05-18T00:00:00.000Z,2004
2021-05-19T00:00:00.000Z,1969
2021-05-20T00:00:00.000Z,2230
2021-05-21T00:00:00.000Z,2132
2021-05-22T00:00:00.000Z,1915
2021-05-23T00:00:00.000Z,4391
2021-05-24T00:00:00.000Z,2249
2021-05-25T00:00:00.000Z,2969
2021-05-26T00:00:00.000Z,3445
2021-05-27T00:00:00.000Z,1896
2021-05-28T00:00:00.000Z,1989
2021-05-29T00:00:00.000Z,3710
2021-05-30T00:00:00.000Z,1925
2021-05-31T00:00:00.000Z,2063
2021-06-01T00:00:00.000Z,2079
2021-06-02T00:00:00.000Z,2478
2021-06-03T00:00:00.000Z,2197
2021-06-04T00:00:00.000Z,2033
2021-06-05T00:00:00.000Z,1817
2021-06-06T00:00:00.000Z,1845
2021-06-07T00:00:00.000Z,2032
2021-06-08T00:00:00.000Z,1968
2021-06-09T00:00:00.000Z,2365
2021-06-10T00:00:00.000Z,1975
2021-06-11T00:00:00.000Z,1981
2021-06-12T00:00:00.000Z,1897
2021-06-13T00:00:00.000Z,1898
2021-06-14T00:00:00.000Z,12363
2021-06-15T00:00:00.000Z,12591
2021-06-16T00:00:00.000Z,13375
2021-06-17T00:00:00.000Z,12848
2021-06-18T00:00:00.000Z,14457
2021-06-19T00:00:00.000Z,15611
