Time,Usage for R02_n3
2021-04-13T00:00:00.000Z,46174
2021-04-14T00:00:00.000Z,20973
2021-04-15T00:00:00.000Z,22145
2021-04-16T00:00:00.000Z,27740
2021-04-17T00:00:00.000Z,33744
2021-04-18T00:00:00.000Z,31061
2021-04-19T00:00:00.000Z,16569
2021-04-20T00:00:00.000Z,20347
2021-04-21T00:00:00.000Z,21649
2021-04-22T00:00:00.000Z,26325
2021-04-23T00:00:00.000Z,35795
2021-04-24T00:00:00.000Z,4072
2021-04-25T00:00:00.000Z,4526
2021-04-26T00:00:00.000Z,8546
2021-04-27T00:00:00.000Z,9915
2021-04-28T00:00:00.000Z,8335
2021-04-29T00:00:00.000Z,9236
2021-04-30T00:00:00.000Z,8258
2021-05-01T00:00:00.000Z,12846
2021-05-02T00:00:00.000Z,4212
2021-05-03T00:00:00.000Z,9018
2021-05-04T00:00:00.000Z,9869
2021-05-05T00:00:00.000Z,8826
2021-05-06T00:00:00.000Z,36053
2021-05-07T00:00:00.000Z,4427
2021-05-08T00:00:00.000Z,3464
2021-05-09T00:00:00.000Z,3390
2021-05-10T00:00:00.000Z,3647
2021-05-11T00:00:00.000Z,4851
2021-05-12T00:00:00.000Z,3527
2021-05-13T00:00:00.000Z,3485
2021-05-14T00:00:00.000Z,3753
2021-05-15T00:00:00.000Z,3912
2021-05-16T00:00:00.000Z,3986
2021-05-17T00:00:00.000Z,3682
2021-05-18T00:00:00.000Z,4839
2021-05-19T00:00:00.000Z,8801
2021-05-20T00:00:00.000Z,8935
2021-05-21T00:00:00.000Z,8470
2021-05-22T00:00:00.000Z,5230
2021-05-23T00:00:00.000Z,8930
2021-05-24T00:00:00.000Z,6395
2021-05-25T00:00:00.000Z,7883
2021-05-26T00:00:00.000Z,40422
2021-05-27T00:00:00.000Z,13088
2021-05-28T00:00:00.000Z,12634
2021-05-29T00:00:00.000Z,8692
2021-05-30T00:00:00.000Z,8387
2021-05-31T00:00:00.000Z,8766
2021-06-01T00:00:00.000Z,10028
2021-06-02T00:00:00.000Z,11100
2021-06-03T00:00:00.000Z,4172
2021-06-04T00:00:00.000Z,4492
2021-06-05T00:00:00.000Z,3671
2021-06-06T00:00:00.000Z,5365
2021-06-07T00:00:00.000Z,5041
2021-06-08T00:00:00.000Z,3936
2021-06-09T00:00:00.000Z,3903
2021-06-10T00:00:00.000Z,2788
2021-06-11T00:00:00.000Z,4051
2021-06-12T00:00:00.000Z,4532
2021-06-13T00:00:00.000Z,3010
2021-06-14T00:00:00.000Z,4195
2021-06-15T00:00:00.000Z,4016
