Time,Usage for R02_n1
2022-03-13T12:00:00.000Z,48270
2022-03-13T14:00:00.000Z,31660
2022-03-13T16:00:00.000Z,24207
2022-03-13T18:00:00.000Z,45169
2022-03-13T20:00:00.000Z,31046
2022-03-13T22:00:00.000Z,203816
2022-03-14T00:00:00.000Z,49088
2022-03-14T02:00:00.000Z,50707
2022-03-14T04:00:00.000Z,44622
2022-03-14T06:00:00.000Z,38160
2022-03-14T08:00:00.000Z,55600
2022-03-14T10:00:00.000Z,35707
2022-03-14T12:00:00.000Z,40744
2022-03-14T14:00:00.000Z,54837
2022-03-14T16:00:00.000Z,33903
2022-03-14T18:00:00.000Z,44783
2022-03-14T20:00:00.000Z,45923
2022-03-14T22:00:00.000Z,245882
2022-03-15T00:00:00.000Z,52336
2022-03-15T02:00:00.000Z,58610
2022-03-15T04:00:00.000Z,47981
2022-03-15T06:00:00.000Z,34123
2022-03-15T08:00:00.000Z,49444
2022-03-15T10:00:00.000Z,29362
2022-03-15T12:00:00.000Z,33280
2022-03-15T14:00:00.000Z,45014
2022-03-15T16:00:00.000Z,27859
2022-03-15T18:00:00.000Z,44712
2022-03-15T20:00:00.000Z,39270
2022-03-15T22:00:00.000Z,206533
2022-03-16T00:00:00.000Z,58901
2022-03-16T02:00:00.000Z,54261
2022-03-16T04:00:00.000Z,49226
2022-03-16T06:00:00.000Z,31942
2022-03-16T08:00:00.000Z,57149
2022-03-16T10:00:00.000Z,36183
2022-03-16T12:00:00.000Z,36442
2022-03-16T14:00:00.000Z,46966
2022-03-16T16:00:00.000Z,33396
2022-03-16T18:00:00.000Z,44644
2022-03-16T20:00:00.000Z,33791
2022-03-16T22:00:00.000Z,206267
2022-03-17T00:00:00.000Z,52778
2022-03-17T02:00:00.000Z,55264
2022-03-17T04:00:00.000Z,53491
2022-03-17T06:00:00.000Z,33060
2022-03-17T08:00:00.000Z,56777
2022-03-17T10:00:00.000Z,31200
2022-03-17T12:00:00.000Z,46956
2022-03-17T14:00:00.000Z,39724
2022-03-17T16:00:00.000Z,1279
2022-03-17T18:00:00.000Z,1560
2022-03-17T20:00:00.000Z,1112
2022-03-17T22:00:00.000Z,1149
2022-03-18T00:00:00.000Z,1337
