Time,Usage for R02_n2
2022-03-13T14:00:00.000Z,643
2022-03-13T16:00:00.000Z,911
2022-03-13T18:00:00.000Z,601
2022-03-13T20:00:00.000Z,872
2022-03-13T22:00:00.000Z,1320
2022-03-14T00:00:00.000Z,42458
2022-03-14T02:00:00.000Z,7130
2022-03-14T04:00:00.000Z,5573
2022-03-14T06:00:00.000Z,7268
2022-03-14T08:00:00.000Z,10692
2022-03-14T10:00:00.000Z,7916
2022-03-14T12:00:00.000Z,4427
2022-03-14T14:00:00.000Z,4084
2022-03-14T16:00:00.000Z,7853
2022-03-14T18:00:00.000Z,4565
2022-03-14T20:00:00.000Z,2222
2022-03-14T22:00:00.000Z,1528
2022-03-15T00:00:00.000Z,31318
2022-03-15T02:00:00.000Z,14535
2022-03-15T04:00:00.000Z,2657
2022-03-15T06:00:00.000Z,7493
2022-03-15T08:00:00.000Z,7929
2022-03-15T10:00:00.000Z,5459
2022-03-15T12:00:00.000Z,4597
2022-03-15T14:00:00.000Z,3373
2022-03-15T16:00:00.000Z,4715
2022-03-15T18:00:00.000Z,4939
2022-03-15T20:00:00.000Z,2345
2022-03-15T22:00:00.000Z,1560
2022-03-16T00:00:00.000Z,40171
2022-03-16T02:00:00.000Z,6914
2022-03-16T04:00:00.000Z,9570
2022-03-16T06:00:00.000Z,9394
2022-03-16T08:00:00.000Z,7999
2022-03-16T10:00:00.000Z,5295
2022-03-16T12:00:00.000Z,4725
2022-03-16T14:00:00.000Z,3451
2022-03-16T16:00:00.000Z,6130
2022-03-16T18:00:00.000Z,2941
2022-03-16T20:00:00.000Z,1943
2022-03-16T22:00:00.000Z,1559
2022-03-17T00:00:00.000Z,45070
2022-03-17T02:00:00.000Z,15675
2022-03-17T04:00:00.000Z,2665
2022-03-17T06:00:00.000Z,7636
2022-03-17T08:00:00.000Z,8241
2022-03-17T10:00:00.000Z,6729
2022-03-17T12:00:00.000Z,8388
2022-03-17T14:00:00.000Z,102872
2022-03-17T16:00:00.000Z,15379
2022-03-17T18:00:00.000Z,5521
2022-03-17T20:00:00.000Z,95804
2022-03-17T22:00:00.000Z,225136
2022-03-18T00:00:00.000Z,85716
2022-03-18T02:00:00.000Z,44616
2022-03-18T04:00:00.000Z,26142
2022-03-18T06:00:00.000Z,20325
2022-03-18T08:00:00.000Z,7962
2022-03-18T10:00:00.000Z,6272
2022-03-18T12:00:00.000Z,4382
2022-03-18T14:00:00.000Z,15441
2022-03-18T16:00:00.000Z,12118
2022-03-18T18:00:00.000Z,3324
2022-03-18T20:00:00.000Z,105271
2022-03-18T22:00:00.000Z,136651
2022-03-19T00:00:00.000Z,61653
2022-03-19T02:00:00.000Z,53790
2022-03-19T04:00:00.000Z,52903
2022-03-19T06:00:00.000Z,17839
2022-03-19T08:00:00.000Z,25385
2022-03-19T10:00:00.000Z,111242
2022-03-19T12:00:00.000Z,52332
2022-03-19T14:00:00.000Z,14415
2022-03-19T16:00:00.000Z,3737
2022-03-19T18:00:00.000Z,71898
2022-03-19T20:00:00.000Z,164891
2022-03-19T22:00:00.000Z,219724
2022-03-20T00:00:00.000Z,145448
2022-03-20T02:00:00.000Z,85365
2022-03-20T04:00:00.000Z,25254
2022-03-20T06:00:00.000Z,39462
2022-03-20T08:00:00.000Z,2708
2022-03-20T10:00:00.000Z,3393
2022-03-20T12:00:00.000Z,3108
2022-03-20T14:00:00.000Z,13742
