Time,Usage for R02_n2
2022-03-13T14:00:00.000Z,4263
2022-03-13T16:00:00.000Z,3675
2022-03-13T18:00:00.000Z,2964
2022-03-13T20:00:00.000Z,2938
2022-03-13T22:00:00.000Z,11969
2022-03-14T00:00:00.000Z,3347
2022-03-14T02:00:00.000Z,19081
2022-03-14T04:00:00.000Z,7816
2022-03-14T06:00:00.000Z,8947
2022-03-14T08:00:00.000Z,10061
2022-03-14T10:00:00.000Z,6048
2022-03-14T12:00:00.000Z,4223
2022-03-14T14:00:00.000Z,4754
2022-03-14T16:00:00.000Z,9739
2022-03-14T18:00:00.000Z,5274
2022-03-14T20:00:00.000Z,3126
2022-03-14T22:00:00.000Z,13576
2022-03-15T00:00:00.000Z,3998
2022-03-15T02:00:00.000Z,26016
2022-03-15T04:00:00.000Z,3798
2022-03-15T06:00:00.000Z,9491
2022-03-15T08:00:00.000Z,10122
2022-03-15T10:00:00.000Z,5214
2022-03-15T12:00:00.000Z,4624
2022-03-15T14:00:00.000Z,4667
2022-03-15T16:00:00.000Z,7619
2022-03-15T18:00:00.000Z,6164
2022-03-15T20:00:00.000Z,4414
2022-03-15T22:00:00.000Z,12261
2022-03-16T00:00:00.000Z,4662
2022-03-16T02:00:00.000Z,17203
2022-03-16T04:00:00.000Z,10961
2022-03-16T06:00:00.000Z,11279
2022-03-16T08:00:00.000Z,45202
2022-03-16T10:00:00.000Z,7968
2022-03-16T12:00:00.000Z,5150
2022-03-16T14:00:00.000Z,4216
2022-03-16T16:00:00.000Z,9706
2022-03-16T18:00:00.000Z,4673
2022-03-16T20:00:00.000Z,4092
2022-03-16T22:00:00.000Z,13960
2022-03-17T00:00:00.000Z,3961
2022-03-17T02:00:00.000Z,26972
2022-03-17T04:00:00.000Z,5065
2022-03-17T06:00:00.000Z,10097
2022-03-17T08:00:00.000Z,10177
2022-03-17T10:00:00.000Z,6255
2022-03-17T12:00:00.000Z,10422
2022-03-17T14:00:00.000Z,34031
2022-03-17T16:00:00.000Z,29386
2022-03-17T18:00:00.000Z,15744
2022-03-17T20:00:00.000Z,18732
2022-03-17T22:00:00.000Z,181631
2022-03-18T00:00:00.000Z,31602
2022-03-18T02:00:00.000Z,61237
2022-03-18T04:00:00.000Z,43295
2022-03-18T06:00:00.000Z,21674
2022-03-18T08:00:00.000Z,40285
2022-03-18T10:00:00.000Z,24279
2022-03-18T12:00:00.000Z,25982
2022-03-18T14:00:00.000Z,34209
2022-03-18T16:00:00.000Z,26209
2022-03-18T18:00:00.000Z,12476
2022-03-18T20:00:00.000Z,22657
2022-03-18T22:00:00.000Z,179421
2022-03-19T00:00:00.000Z,33152
2022-03-19T02:00:00.000Z,47366
2022-03-19T04:00:00.000Z,45206
2022-03-19T06:00:00.000Z,19326
2022-03-19T08:00:00.000Z,53511
2022-03-19T10:00:00.000Z,111858
2022-03-19T12:00:00.000Z,56074
2022-03-19T14:00:00.000Z,10031
2022-03-19T16:00:00.000Z,10282
2022-03-19T18:00:00.000Z,15266
2022-03-19T20:00:00.000Z,20039
2022-03-19T22:00:00.000Z,36844
2022-03-20T00:00:00.000Z,15470
2022-03-20T02:00:00.000Z,27583
2022-03-20T04:00:00.000Z,9574
2022-03-20T06:00:00.000Z,9456
2022-03-20T08:00:00.000Z,10514
2022-03-20T10:00:00.000Z,9361
2022-03-20T12:00:00.000Z,11296
2022-03-20T14:00:00.000Z,9858
2022-03-20T16:00:00.000Z,11027
2022-03-20T18:00:00.000Z,9123
2022-03-20T20:00:00.000Z,12117
2022-03-20T22:00:00.000Z,10827
2022-03-21T00:00:00.000Z,11343
2022-03-21T02:00:00.000Z,26132
2022-03-21T04:00:00.000Z,11949
2022-03-21T06:00:00.000Z,16418
