Time,Usage for R02_n3
2021-04-13T00:00:00.000Z,11146
2021-04-14T00:00:00.000Z,11692
2021-04-15T00:00:00.000Z,10794
2021-04-16T00:00:00.000Z,7981
2021-04-17T00:00:00.000Z,7305
2021-04-18T00:00:00.000Z,8107
2021-04-19T00:00:00.000Z,12666
2021-04-20T00:00:00.000Z,10725
2021-04-21T00:00:00.000Z,11282
2021-04-22T00:00:00.000Z,16100
2021-04-23T00:00:00.000Z,11163
2021-04-24T00:00:00.000Z,7210
2021-04-25T00:00:00.000Z,7525
2021-04-26T00:00:00.000Z,11480
2021-04-27T00:00:00.000Z,11485
2021-04-28T00:00:00.000Z,10517
2021-04-29T00:00:00.000Z,10691
2021-04-30T00:00:00.000Z,11191
2021-05-01T00:00:00.000Z,8393
2021-05-02T00:00:00.000Z,9369
2021-05-03T00:00:00.000Z,13654
2021-05-04T00:00:00.000Z,13806
2021-05-05T00:00:00.000Z,11309
2021-05-06T00:00:00.000Z,11994
2021-05-07T00:00:00.000Z,7670
2021-05-08T00:00:00.000Z,6906
2021-05-09T00:00:00.000Z,8949
2021-05-10T00:00:00.000Z,8622
2021-05-11T00:00:00.000Z,6433
2021-05-12T00:00:00.000Z,4555
2021-05-13T00:00:00.000Z,5939
2021-05-14T00:00:00.000Z,7072
2021-05-15T00:00:00.000Z,7027
2021-05-16T00:00:00.000Z,7933
2021-05-17T00:00:00.000Z,9699
2021-05-18T00:00:00.000Z,9559
2021-05-19T00:00:00.000Z,7458
2021-05-20T00:00:00.000Z,10906
2021-05-21T00:00:00.000Z,12636
2021-05-22T00:00:00.000Z,6311
2021-05-23T00:00:00.000Z,7081
2021-05-24T00:00:00.000Z,8837
2021-05-25T00:00:00.000Z,6752
2021-05-26T00:00:00.000Z,6854
2021-05-27T00:00:00.000Z,11366
2021-05-28T00:00:00.000Z,10670
2021-05-29T00:00:00.000Z,8222
2021-05-30T00:00:00.000Z,7969
2021-05-31T00:00:00.000Z,11954
2021-06-01T00:00:00.000Z,10850
2021-06-02T00:00:00.000Z,10854
2021-06-03T00:00:00.000Z,6264
2021-06-04T00:00:00.000Z,6398
2021-06-05T00:00:00.000Z,6963
2021-06-06T00:00:00.000Z,7335
2021-06-07T00:00:00.000Z,7589
2021-06-08T00:00:00.000Z,8881
2021-06-09T00:00:00.000Z,6408
2021-06-10T00:00:00.000Z,7114
2021-06-11T00:00:00.000Z,9330
2021-06-12T00:00:00.000Z,8601
2021-06-13T00:00:00.000Z,6809
2021-06-14T00:00:00.000Z,7830
2021-06-15T00:00:00.000Z,8051
2021-06-16T00:00:00.000Z,9413
2021-06-17T00:00:00.000Z,10267
2021-06-18T00:00:00.000Z,10022
2021-06-19T00:00:00.000Z,8763
2021-06-20T00:00:00.000Z,8104
2021-06-21T00:00:00.000Z,8829
2021-06-22T00:00:00.000Z,7715
2021-06-23T00:00:00.000Z,7902
2021-06-24T00:00:00.000Z,9309
2021-06-25T00:00:00.000Z,7286
2021-06-26T00:00:00.000Z,6855
2021-06-27T00:00:00.000Z,9127
2021-06-28T00:00:00.000Z,8316
2021-06-29T00:00:00.000Z,6704
2021-06-30T00:00:00.000Z,6583
2021-07-01T00:00:00.000Z,11311
2021-07-02T00:00:00.000Z,6223
2021-07-03T00:00:00.000Z,8866
2021-07-04T00:00:00.000Z,8993
2021-07-05T00:00:00.000Z,8076
2021-07-06T00:00:00.000Z,7524
2021-07-07T00:00:00.000Z,8581
2021-07-08T00:00:00.000Z,8679
2021-07-09T00:00:00.000Z,8292
2021-07-10T00:00:00.000Z,8854
2021-07-11T00:00:00.000Z,7486
2021-07-12T00:00:00.000Z,8144
