Time,Usage for R02_n2
2021-04-13T00:00:00.000Z,224316
2021-04-14T00:00:00.000Z,204885
2021-04-15T00:00:00.000Z,205161
2021-04-16T00:00:00.000Z,225953
2021-04-17T00:00:00.000Z,208835
2021-04-18T00:00:00.000Z,213904
2021-04-19T00:00:00.000Z,153982
2021-04-20T00:00:00.000Z,194255
2021-04-21T00:00:00.000Z,219773
2021-04-22T00:00:00.000Z,224068
2021-04-23T00:00:00.000Z,210054
2021-04-24T00:00:00.000Z,245856
2021-04-25T00:00:00.000Z,216782
2021-04-26T00:00:00.000Z,211571
2021-04-27T00:00:00.000Z,233055
2021-04-28T00:00:00.000Z,211726
2021-04-29T00:00:00.000Z,210163
2021-04-30T00:00:00.000Z,215855
2021-05-01T00:00:00.000Z,216105
2021-05-02T00:00:00.000Z,228874
2021-05-03T00:00:00.000Z,129936
2021-05-04T00:00:00.000Z,157331
2021-05-05T00:00:00.000Z,226984
2021-05-06T00:00:00.000Z,215806
2021-05-07T00:00:00.000Z,218121
2021-05-08T00:00:00.000Z,229149
2021-05-09T00:00:00.000Z,218276
2021-05-10T00:00:00.000Z,219948
2021-05-11T00:00:00.000Z,201042
2021-05-12T00:00:00.000Z,214243
2021-05-13T00:00:00.000Z,243089
2021-05-14T00:00:00.000Z,254940
2021-05-15T00:00:00.000Z,235106
2021-05-16T00:00:00.000Z,252123
2021-05-17T00:00:00.000Z,251955
2021-05-18T00:00:00.000Z,217172
2021-05-19T00:00:00.000Z,244684
2021-05-20T00:00:00.000Z,252171
2021-05-21T00:00:00.000Z,252116
2021-05-22T00:00:00.000Z,245123
2021-05-23T00:00:00.000Z,225125
2021-05-24T00:00:00.000Z,238722
2021-05-25T00:00:00.000Z,265364
2021-05-26T00:00:00.000Z,263466
2021-05-27T00:00:00.000Z,228711
2021-05-28T00:00:00.000Z,255416
2021-05-29T00:00:00.000Z,276400
2021-05-30T00:00:00.000Z,233422
2021-05-31T00:00:00.000Z,253526
2021-06-01T00:00:00.000Z,232775
2021-06-02T00:00:00.000Z,266890
2021-06-03T00:00:00.000Z,233573
2021-06-04T00:00:00.000Z,224192
2021-06-05T00:00:00.000Z,255518
2021-06-06T00:00:00.000Z,262323
2021-06-07T00:00:00.000Z,236627
2021-06-08T00:00:00.000Z,235536
2021-06-09T00:00:00.000Z,254044
2021-06-10T00:00:00.000Z,279258
2021-06-11T00:00:00.000Z,253395
2021-06-12T00:00:00.000Z,267516
2021-06-13T00:00:00.000Z,260563
2021-06-14T00:00:00.000Z,247462
2021-06-15T00:00:00.000Z,230768
2021-06-16T00:00:00.000Z,243547
2021-06-17T00:00:00.000Z,233162
2021-06-18T00:00:00.000Z,246521
2021-06-19T00:00:00.000Z,241963
2021-06-20T00:00:00.000Z,249608
2021-06-21T00:00:00.000Z,259944
2021-06-22T00:00:00.000Z,257596
2021-06-23T00:00:00.000Z,247880
2021-06-24T00:00:00.000Z,249460
2021-06-25T00:00:00.000Z,261107
2021-06-26T00:00:00.000Z,255468
2021-06-27T00:00:00.000Z,265135
2021-06-28T00:00:00.000Z,254719
2021-06-29T00:00:00.000Z,283380
2021-06-30T00:00:00.000Z,272962
2021-07-01T00:00:00.000Z,270061
2021-07-02T00:00:00.000Z,278427
2021-07-03T00:00:00.000Z,275028
2021-07-04T00:00:00.000Z,251113
2021-07-05T00:00:00.000Z,388359
2021-07-06T00:00:00.000Z,1491885
2021-07-07T00:00:00.000Z,1582469
2021-07-08T00:00:00.000Z,1328568
2021-07-09T00:00:00.000Z,196007
2021-07-10T00:00:00.000Z,252460
2021-07-11T00:00:00.000Z,253489
2021-07-12T00:00:00.000Z,267191
2021-07-13T00:00:00.000Z,277233
2021-07-14T00:00:00.000Z,312448
2021-07-15T00:00:00.000Z,288930
2021-07-16T00:00:00.000Z,186005
2021-07-17T00:00:00.000Z,240776
2021-07-18T00:00:00.000Z,216202
2021-07-19T00:00:00.000Z,233729
2021-07-20T00:00:00.000Z,205039
2021-07-21T00:00:00.000Z,261381
2021-07-22T00:00:00.000Z,315588
2021-07-23T00:00:00.000Z,249000
2021-07-24T00:00:00.000Z,269323
2021-07-25T00:00:00.000Z,282671
2021-07-26T00:00:00.000Z,254774
2021-07-27T00:00:00.000Z,263994
2021-07-28T00:00:00.000Z,305095
2021-07-29T00:00:00.000Z,270562
2021-07-30T00:00:00.000Z,287820
2021-07-31T00:00:00.000Z,225972
2021-08-01T00:00:00.000Z,222812
2021-08-02T00:00:00.000Z,233043
2021-08-03T00:00:00.000Z,295914
2021-08-04T00:00:00.000Z,303395
2021-08-05T00:00:00.000Z,286101
2021-08-06T00:00:00.000Z,299327
2021-08-07T00:00:00.000Z,272203
2021-08-08T00:00:00.000Z,289578
2021-08-09T00:00:00.000Z,267165
2021-08-10T00:00:00.000Z,265578
2021-08-11T00:00:00.000Z,299356
2021-08-12T00:00:00.000Z,319397
2021-08-13T00:00:00.000Z,285918
2021-08-14T00:00:00.000Z,33639
2021-08-15T00:00:00.000Z,38499
2021-08-16T00:00:00.000Z,21726
2021-08-17T00:00:00.000Z,33894
2021-08-18T00:00:00.000Z,57018
2021-08-19T00:00:00.000Z,45671
2021-08-20T00:00:00.000Z,85700
2021-08-21T00:00:00.000Z,37739
2021-08-22T00:00:00.000Z,57460
2021-08-23T00:00:00.000Z,33090
2021-08-24T00:00:00.000Z,47679
2021-08-25T00:00:00.000Z,26598
2021-08-26T00:00:00.000Z,24784
2021-08-27T00:00:00.000Z,30981
2021-08-28T00:00:00.000Z,30758
2021-08-29T00:00:00.000Z,55916
2021-08-30T00:00:00.000Z,58046
2021-08-31T00:00:00.000Z,33138
2021-09-01T00:00:00.000Z,37023
2021-09-02T00:00:00.000Z,51004
2021-09-03T00:00:00.000Z,42251
2021-09-04T00:00:00.000Z,43626
2021-09-05T00:00:00.000Z,50165
2021-09-06T00:00:00.000Z,74521
2021-09-07T00:00:00.000Z,74015
2021-09-08T00:00:00.000Z,34234
2021-09-09T00:00:00.000Z,33717
2021-09-10T00:00:00.000Z,24296
2021-09-11T00:00:00.000Z,65735
2021-09-12T00:00:00.000Z,65250
2021-09-13T00:00:00.000Z,23005
2021-09-14T00:00:00.000Z,34636
2021-09-15T00:00:00.000Z,39295
2021-09-16T00:00:00.000Z,22186
2021-09-17T00:00:00.000Z,72142
2021-09-18T00:00:00.000Z,60702
2021-09-19T00:00:00.000Z,37129
2021-09-20T00:00:00.000Z,38823
2021-09-21T00:00:00.000Z,46259
2021-09-22T00:00:00.000Z,68405
2021-09-23T00:00:00.000Z,21760
2021-09-24T00:00:00.000Z,44983
2021-09-25T00:00:00.000Z,83494
2021-09-26T00:00:00.000Z,27235
2021-09-27T00:00:00.000Z,72048
2021-09-28T00:00:00.000Z,23494
2021-09-29T00:00:00.000Z,34917
2021-09-30T00:00:00.000Z,38068
2021-10-01T00:00:00.000Z,21673
2021-10-02T00:00:00.000Z,90526
2021-10-03T00:00:00.000Z,63198
2021-10-04T00:00:00.000Z,22500
2021-10-05T00:00:00.000Z,25737
2021-10-06T00:00:00.000Z,24549
2021-10-07T00:00:00.000Z,23647
2021-10-08T00:00:00.000Z,23266
2021-10-09T00:00:00.000Z,29376
2021-10-10T00:00:00.000Z,25241
2021-10-11T00:00:00.000Z,26320
2021-10-12T00:00:00.000Z,25640
2021-10-13T00:00:00.000Z,26441
2021-10-14T00:00:00.000Z,26507
2021-10-15T00:00:00.000Z,29541
2021-10-16T00:00:00.000Z,34290
2021-10-17T00:00:00.000Z,30725
2021-10-18T00:00:00.000Z,31166
2021-10-19T00:00:00.000Z,32722
2021-10-20T00:00:00.000Z,34859
2021-10-21T00:00:00.000Z,32224
2021-10-22T00:00:00.000Z,32764
2021-10-23T00:00:00.000Z,35215
2021-10-24T00:00:00.000Z,33216
2021-10-25T00:00:00.000Z,33100
2021-10-26T00:00:00.000Z,33236
2021-10-27T00:00:00.000Z,33211
2021-10-28T00:00:00.000Z,32490
2021-10-29T00:00:00.000Z,31947
2021-10-30T00:00:00.000Z,35013
2021-10-31T00:00:00.000Z,33938
2021-11-01T00:00:00.000Z,35614
2021-11-02T00:00:00.000Z,35425
2021-11-03T00:00:00.000Z,35311
2021-11-04T00:00:00.000Z,35299
2021-11-05T00:00:00.000Z,34707
2021-11-06T00:00:00.000Z,37820
2021-11-07T00:00:00.000Z,40657
2021-11-08T00:00:00.000Z,34525
2021-11-09T00:00:00.000Z,35122
2021-11-10T00:00:00.000Z,34712
2021-11-11T00:00:00.000Z,35055
2021-11-12T00:00:00.000Z,34778
2021-11-13T00:00:00.000Z,41144
2021-11-14T00:00:00.000Z,35482
2021-11-15T00:00:00.000Z,35581
2021-11-16T00:00:00.000Z,36156
2021-11-17T00:00:00.000Z,35235
2021-11-18T00:00:00.000Z,37562
2021-11-19T00:00:00.000Z,37510
2021-11-20T00:00:00.000Z,39096
2021-11-21T00:00:00.000Z,39106
2021-11-22T00:00:00.000Z,39103
2021-11-23T00:00:00.000Z,38538
2021-11-24T00:00:00.000Z,39323
2021-11-25T00:00:00.000Z,43657
2021-11-26T00:00:00.000Z,44078
2021-11-27T00:00:00.000Z,47653
2021-11-28T00:00:00.000Z,48703
2021-11-29T00:00:00.000Z,44814
2021-11-30T00:00:00.000Z,52328
2021-12-01T00:00:00.000Z,53188
2021-12-02T00:00:00.000Z,54187
2021-12-03T00:00:00.000Z,59385
2021-12-04T00:00:00.000Z,63152
