Time,Usage for V02_n2
2022-03-14T12:00:00.000Z,38984
2022-03-14T14:00:00.000Z,31288
2022-03-14T16:00:00.000Z,28225
2022-03-14T18:00:00.000Z,61666
2022-03-14T20:00:00.000Z,77928
2022-03-14T22:00:00.000Z,60038
2022-03-15T00:00:00.000Z,23799
2022-03-15T02:00:00.000Z,2096
2022-03-15T04:00:00.000Z,4556
2022-03-15T06:00:00.000Z,8397
2022-03-15T08:00:00.000Z,11235
2022-03-15T10:00:00.000Z,17113
2022-03-15T12:00:00.000Z,5748
2022-03-15T14:00:00.000Z,5206
2022-03-15T16:00:00.000Z,11213
2022-03-15T18:00:00.000Z,19313
2022-03-15T20:00:00.000Z,32546
2022-03-15T22:00:00.000Z,56887
2022-03-16T00:00:00.000Z,7951
2022-03-16T02:00:00.000Z,57334
2022-03-16T04:00:00.000Z,68892
2022-03-16T06:00:00.000Z,69286
2022-03-16T08:00:00.000Z,64504
2022-03-16T10:00:00.000Z,64227
2022-03-16T12:00:00.000Z,60387
2022-03-16T14:00:00.000Z,46952
2022-03-16T16:00:00.000Z,11645
2022-03-16T18:00:00.000Z,19925
2022-03-16T20:00:00.000Z,30809
2022-03-16T22:00:00.000Z,51648
2022-03-17T00:00:00.000Z,21934
2022-03-17T02:00:00.000Z,5234
2022-03-17T04:00:00.000Z,5921
2022-03-17T06:00:00.000Z,11821
2022-03-17T08:00:00.000Z,11379
2022-03-17T10:00:00.000Z,10723
2022-03-17T12:00:00.000Z,8873
2022-03-17T14:00:00.000Z,41620
2022-03-17T16:00:00.000Z,11710
2022-03-17T18:00:00.000Z,21134
2022-03-17T20:00:00.000Z,32300
2022-03-17T22:00:00.000Z,62821
2022-03-18T00:00:00.000Z,9521
2022-03-18T02:00:00.000Z,5930
2022-03-18T04:00:00.000Z,6907
2022-03-18T06:00:00.000Z,57004
2022-03-18T08:00:00.000Z,7555
2022-03-18T10:00:00.000Z,118032
2022-03-18T12:00:00.000Z,72088
2022-03-18T14:00:00.000Z,55724
2022-03-18T16:00:00.000Z,89142
2022-03-18T18:00:00.000Z,107393
2022-03-18T20:00:00.000Z,121939
2022-03-18T22:00:00.000Z,141846
2022-03-19T00:00:00.000Z,103357
2022-03-19T02:00:00.000Z,99520
2022-03-19T04:00:00.000Z,101712
2022-03-19T06:00:00.000Z,103450
2022-03-19T08:00:00.000Z,107309
2022-03-19T10:00:00.000Z,98037
2022-03-19T12:00:00.000Z,93928
2022-03-19T14:00:00.000Z,92643
2022-03-19T16:00:00.000Z,92838
2022-03-19T18:00:00.000Z,66253
2022-03-19T20:00:00.000Z,78137
2022-03-19T22:00:00.000Z,64340
2022-03-20T00:00:00.000Z,13334
2022-03-20T02:00:00.000Z,4349
2022-03-20T04:00:00.000Z,4984
2022-03-20T06:00:00.000Z,2775
2022-03-20T08:00:00.000Z,2263
2022-03-20T10:00:00.000Z,2426
2022-03-20T12:00:00.000Z,2256
2022-03-20T14:00:00.000Z,2747
2022-03-20T16:00:00.000Z,10482
2022-03-20T18:00:00.000Z,20031
2022-03-20T20:00:00.000Z,27615
2022-03-20T22:00:00.000Z,62139
2022-03-21T00:00:00.000Z,11313
2022-03-21T02:00:00.000Z,7249
2022-03-21T04:00:00.000Z,8396
2022-03-21T06:00:00.000Z,14557
2022-03-21T08:00:00.000Z,11424
2022-03-21T10:00:00.000Z,17283
2022-03-21T12:00:00.000Z,10883
2022-03-21T14:00:00.000Z,6189
2022-03-21T16:00:00.000Z,14659
2022-03-21T18:00:00.000Z,50454
2022-03-21T20:00:00.000Z,29876
2022-03-21T22:00:00.000Z,70086
2022-03-22T00:00:00.000Z,14780
2022-03-22T02:00:00.000Z,10809
2022-03-22T04:00:00.000Z,9820
2022-03-22T06:00:00.000Z,8040
2022-03-22T08:00:00.000Z,9933
2022-03-22T10:00:00.000Z,11132
2022-03-22T12:00:00.000Z,6584
2022-03-22T14:00:00.000Z,11825
2022-03-22T16:00:00.000Z,17786
2022-03-22T18:00:00.000Z,20748
2022-03-22T20:00:00.000Z,30651
2022-03-22T22:00:00.000Z,44582
2022-03-23T00:00:00.000Z,13293
2022-03-23T02:00:00.000Z,9184
2022-03-23T04:00:00.000Z,11163
2022-03-23T06:00:00.000Z,12999
2022-03-23T08:00:00.000Z,10486
2022-03-23T10:00:00.000Z,9364
2022-03-23T12:00:00.000Z,11471
2022-03-23T14:00:00.000Z,10209
2022-03-23T16:00:00.000Z,14902
2022-03-23T18:00:00.000Z,23482
2022-03-23T20:00:00.000Z,35379
2022-03-23T22:00:00.000Z,67963
2022-03-24T00:00:00.000Z,11682
2022-03-24T02:00:00.000Z,8698
