Time,Usage for V02_n2
2021-06-22T00:00:00.000Z,17766
2021-06-23T00:00:00.000Z,17516
2021-06-24T00:00:00.000Z,18981
2021-06-25T00:00:00.000Z,17283
2021-06-26T00:00:00.000Z,16269
2021-06-27T00:00:00.000Z,17457
2021-06-28T00:00:00.000Z,18244
2021-06-29T00:00:00.000Z,17074
2021-06-30T00:00:00.000Z,19458
2021-07-01T00:00:00.000Z,16141
2021-07-02T00:00:00.000Z,20157
2021-07-03T00:00:00.000Z,14995
2021-07-04T00:00:00.000Z,15691
2021-07-05T00:00:00.000Z,15587
2021-07-06T00:00:00.000Z,16480
2021-07-07T00:00:00.000Z,13625
2021-07-08T00:00:00.000Z,10165
2021-07-09T00:00:00.000Z,9931
2021-07-10T00:00:00.000Z,6320
2021-07-11T00:00:00.000Z,11697
2021-07-12T00:00:00.000Z,11321
2021-07-13T00:00:00.000Z,11170
2021-07-14T00:00:00.000Z,11240
2021-07-15T00:00:00.000Z,11945
2021-07-16T00:00:00.000Z,13188
2021-07-17T00:00:00.000Z,11931
2021-07-18T00:00:00.000Z,16878
2021-07-19T00:00:00.000Z,13386
2021-07-20T00:00:00.000Z,9783
2021-07-21T00:00:00.000Z,9622
2021-07-22T00:00:00.000Z,15686
2021-07-23T00:00:00.000Z,9764
2021-07-24T00:00:00.000Z,14480
2021-07-25T00:00:00.000Z,17325
2021-07-26T00:00:00.000Z,16386
2021-07-27T00:00:00.000Z,16029
2021-07-28T00:00:00.000Z,13900
2021-07-29T00:00:00.000Z,13506
2021-07-30T00:00:00.000Z,13506
2021-07-31T00:00:00.000Z,18491
2021-08-01T00:00:00.000Z,11022
2021-08-02T00:00:00.000Z,12031
2021-08-03T00:00:00.000Z,12191
2021-08-04T00:00:00.000Z,11985
2021-08-05T00:00:00.000Z,12333
2021-08-06T00:00:00.000Z,12245
2021-08-07T00:00:00.000Z,13101
2021-08-08T00:00:00.000Z,12245
2021-08-09T00:00:00.000Z,13866
2021-08-10T00:00:00.000Z,16942
2021-08-11T00:00:00.000Z,16143
2021-08-12T00:00:00.000Z,13350
2021-08-13T00:00:00.000Z,12599
2021-08-14T00:00:00.000Z,15565
2021-08-15T00:00:00.000Z,9378
2021-08-16T00:00:00.000Z,7339
2021-08-17T00:00:00.000Z,13373
2021-08-18T00:00:00.000Z,11791
2021-08-19T00:00:00.000Z,11181
2021-08-20T00:00:00.000Z,12887
2021-08-21T00:00:00.000Z,22969
2021-08-22T00:00:00.000Z,15325
2021-08-23T00:00:00.000Z,16939
2021-08-24T00:00:00.000Z,13723
2021-08-25T00:00:00.000Z,14252
2021-08-26T00:00:00.000Z,14475
2021-08-27T00:00:00.000Z,14072
2021-08-28T00:00:00.000Z,15324
2021-08-29T00:00:00.000Z,10418
2021-08-30T00:00:00.000Z,13171
2021-08-31T00:00:00.000Z,11201
2021-09-01T00:00:00.000Z,7722
2021-09-02T00:00:00.000Z,14936
2021-09-03T00:00:00.000Z,12629
2021-09-04T00:00:00.000Z,18327
2021-09-05T00:00:00.000Z,8645
2021-09-06T00:00:00.000Z,9911
2021-09-07T00:00:00.000Z,11850
2021-09-08T00:00:00.000Z,10023
2021-09-09T00:00:00.000Z,10738
2021-09-10T00:00:00.000Z,11052
2021-09-11T00:00:00.000Z,19852
2021-09-12T00:00:00.000Z,8497
2021-09-13T00:00:00.000Z,9433
2021-09-14T00:00:00.000Z,11212
2021-09-15T00:00:00.000Z,11012
2021-09-16T00:00:00.000Z,10410
2021-09-17T00:00:00.000Z,15101
2021-09-18T00:00:00.000Z,18890
2021-09-19T00:00:00.000Z,8038
2021-09-20T00:00:00.000Z,10892
2021-09-21T00:00:00.000Z,17834
2021-09-22T00:00:00.000Z,17439
2021-09-23T00:00:00.000Z,11685
2021-09-24T00:00:00.000Z,11020
2021-09-25T00:00:00.000Z,17507
2021-09-26T00:00:00.000Z,7238
2021-09-27T00:00:00.000Z,10915
2021-09-28T00:00:00.000Z,10343
2021-09-29T00:00:00.000Z,27597
2021-09-30T00:00:00.000Z,10542
2021-10-01T00:00:00.000Z,10566
2021-10-02T00:00:00.000Z,17772
2021-10-03T00:00:00.000Z,7488
2021-10-04T00:00:00.000Z,9322
2021-10-05T00:00:00.000Z,10887
2021-10-06T00:00:00.000Z,11385
2021-10-07T00:00:00.000Z,12721
2021-10-08T00:00:00.000Z,10756
2021-10-09T00:00:00.000Z,17322
2021-10-10T00:00:00.000Z,7735
2021-10-11T00:00:00.000Z,9602
2021-10-12T00:00:00.000Z,10519
2021-10-13T00:00:00.000Z,11354
2021-10-14T00:00:00.000Z,9986
2021-10-15T00:00:00.000Z,11065
2021-10-16T00:00:00.000Z,18811
2021-10-17T00:00:00.000Z,7711
2021-10-18T00:00:00.000Z,10567
2021-10-19T00:00:00.000Z,12038
2021-10-20T00:00:00.000Z,10278
2021-10-21T00:00:00.000Z,10980
2021-10-22T00:00:00.000Z,11761
2021-10-23T00:00:00.000Z,19115
2021-10-24T00:00:00.000Z,19944
2021-10-25T00:00:00.000Z,9678
2021-10-26T00:00:00.000Z,11496
2021-10-27T00:00:00.000Z,11205
2021-10-28T00:00:00.000Z,10220
2021-10-29T00:00:00.000Z,11819
2021-10-30T00:00:00.000Z,20659
2021-10-31T00:00:00.000Z,7697
2021-11-01T00:00:00.000Z,6768
2021-11-02T00:00:00.000Z,11196
2021-11-03T00:00:00.000Z,15250
2021-11-04T00:00:00.000Z,10529
2021-11-05T00:00:00.000Z,11562
2021-11-06T00:00:00.000Z,20157
2021-11-07T00:00:00.000Z,8358
2021-11-08T00:00:00.000Z,11855
2021-11-09T00:00:00.000Z,10928
2021-11-10T00:00:00.000Z,9907
2021-11-11T00:00:00.000Z,10324
2021-11-12T00:00:00.000Z,8999
2021-11-13T00:00:00.000Z,9220
2021-11-14T00:00:00.000Z,7820
2021-11-15T00:00:00.000Z,10816
2021-11-16T00:00:00.000Z,12165
2021-11-17T00:00:00.000Z,18071
2021-11-18T00:00:00.000Z,19407
2021-11-19T00:00:00.000Z,11763
2021-11-20T00:00:00.000Z,19233
2021-11-21T00:00:00.000Z,7861
2021-11-22T00:00:00.000Z,11298
2021-11-23T00:00:00.000Z,10092
2021-11-24T00:00:00.000Z,10022
2021-11-25T00:00:00.000Z,10348
2021-11-26T00:00:00.000Z,12190
2021-11-27T00:00:00.000Z,19869
2021-11-28T00:00:00.000Z,9331
2021-11-29T00:00:00.000Z,10309
2021-11-30T00:00:00.000Z,13573
2021-12-01T00:00:00.000Z,12331
2021-12-02T00:00:00.000Z,13205
2021-12-03T00:00:00.000Z,11789
2021-12-04T00:00:00.000Z,22870
2021-12-05T00:00:00.000Z,9524
2021-12-06T00:00:00.000Z,12559
2021-12-07T00:00:00.000Z,11233
2021-12-08T00:00:00.000Z,11957
2021-12-09T00:00:00.000Z,10205
2021-12-10T00:00:00.000Z,12287
2021-12-11T00:00:00.000Z,31435
2021-12-12T00:00:00.000Z,10804
2021-12-13T00:00:00.000Z,11007
2021-12-14T00:00:00.000Z,11884
2021-12-15T00:00:00.000Z,19020
2021-12-16T00:00:00.000Z,12890
2021-12-17T00:00:00.000Z,13390
2021-12-18T00:00:00.000Z,30996
2021-12-19T00:00:00.000Z,67147
2021-12-20T00:00:00.000Z,34882
2021-12-21T00:00:00.000Z,13685
2021-12-22T00:00:00.000Z,15352
2021-12-23T00:00:00.000Z,15594
2021-12-24T00:00:00.000Z,14041
2021-12-25T00:00:00.000Z,70417
2021-12-26T00:00:00.000Z,40462
2021-12-27T00:00:00.000Z,67009
2021-12-28T00:00:00.000Z,13149
2021-12-29T00:00:00.000Z,27302
2021-12-30T00:00:00.000Z,23688
2021-12-31T00:00:00.000Z,13222
2022-01-01T00:00:00.000Z,27457
2022-01-02T00:00:00.000Z,73067
2022-01-03T00:00:00.000Z,22868
2022-01-04T00:00:00.000Z,18191
2022-01-05T00:00:00.000Z,30055
2022-01-06T00:00:00.000Z,33409
2022-01-07T00:00:00.000Z,78044
2022-01-08T00:00:00.000Z,24456
2022-01-09T00:00:00.000Z,74495
2022-01-10T00:00:00.000Z,47205
2022-01-11T00:00:00.000Z,26970
2022-01-12T00:00:00.000Z,17638
2022-01-13T00:00:00.000Z,81070
2022-01-14T00:00:00.000Z,15468
2022-01-15T00:00:00.000Z,90487
2022-01-16T00:00:00.000Z,14481
2022-01-17T00:00:00.000Z,78921
2022-01-18T00:00:00.000Z,76151
2022-01-19T00:00:00.000Z,18355
2022-01-20T00:00:00.000Z,47789
2022-01-21T00:00:00.000Z,23460
2022-01-22T00:00:00.000Z,68166
2022-01-23T00:00:00.000Z,42795
2022-01-24T00:00:00.000Z,72694
2022-01-25T00:00:00.000Z,14942
2022-01-26T00:00:00.000Z,16410
2022-01-27T00:00:00.000Z,17746
2022-01-28T00:00:00.000Z,31663
2022-01-29T00:00:00.000Z,35418
2022-01-30T00:00:00.000Z,48776
2022-01-31T00:00:00.000Z,40399
2022-02-01T00:00:00.000Z,17806
2022-02-02T00:00:00.000Z,20141
2022-02-03T00:00:00.000Z,22202
2022-02-04T00:00:00.000Z,24317
2022-02-05T00:00:00.000Z,28213
2022-02-06T00:00:00.000Z,21690
2022-02-07T00:00:00.000Z,36713
2022-02-08T00:00:00.000Z,72611
2022-02-09T00:00:00.000Z,21263
2022-02-10T00:00:00.000Z,23133
2022-02-11T00:00:00.000Z,34700
2022-02-12T00:00:00.000Z,25977
2022-02-13T00:00:00.000Z,69174
2022-02-14T00:00:00.000Z,33336
2022-02-15T00:00:00.000Z,23179
2022-02-16T00:00:00.000Z,52907
2022-02-17T00:00:00.000Z,62773
2022-02-18T00:00:00.000Z,36081
2022-02-19T00:00:00.000Z,39016
2022-02-20T00:00:00.000Z,37785
2022-02-21T00:00:00.000Z,38070
2022-02-22T00:00:00.000Z,26823
2022-02-23T00:00:00.000Z,58114
2022-02-24T00:00:00.000Z,75629
2022-02-25T00:00:00.000Z,39892
2022-02-26T00:00:00.000Z,34345
2022-02-27T00:00:00.000Z,29807
2022-02-28T00:00:00.000Z,29865
2022-03-01T00:00:00.000Z,13550
2022-03-02T00:00:00.000Z,24930
2022-03-03T00:00:00.000Z,22606
2022-03-04T00:00:00.000Z,17462
2022-03-05T00:00:00.000Z,67043
2022-03-06T00:00:00.000Z,30314
2022-03-07T00:00:00.000Z,12263
2022-03-08T00:00:00.000Z,18967
2022-03-09T00:00:00.000Z,14460
2022-03-10T00:00:00.000Z,19114
2022-03-11T00:00:00.000Z,18436
2022-03-12T00:00:00.000Z,24331
2022-03-13T00:00:00.000Z,15701
2022-03-14T00:00:00.000Z,37371
2022-03-15T00:00:00.000Z,16509
2022-03-16T00:00:00.000Z,46130
2022-03-17T00:00:00.000Z,20456
2022-03-18T00:00:00.000Z,66090
2022-03-19T00:00:00.000Z,91794
2022-03-20T00:00:00.000Z,12950
2022-03-21T00:00:00.000Z,21031
2022-03-22T00:00:00.000Z,16391
2022-03-23T00:00:00.000Z,19158
2022-03-24T00:00:00.000Z,16638
2022-03-25T00:00:00.000Z,17073
2022-03-26T00:00:00.000Z,53176
2022-03-27T00:00:00.000Z,13953
2022-03-28T00:00:00.000Z,75000
2022-03-29T00:00:00.000Z,24808
2022-03-30T00:00:00.000Z,37707
2022-03-31T00:00:00.000Z,78298
2022-04-01T00:00:00.000Z,16825
2022-04-02T00:00:00.000Z,23105
2022-04-03T00:00:00.000Z,24951
2022-04-04T00:00:00.000Z,30740
2022-04-05T00:00:00.000Z,79262
2022-04-06T00:00:00.000Z,20383
2022-04-07T00:00:00.000Z,21421
2022-04-08T00:00:00.000Z,34928
2022-04-09T00:00:00.000Z,44652
2022-04-10T00:00:00.000Z,25657
2022-04-11T00:00:00.000Z,43780
2022-04-12T00:00:00.000Z,31351
2022-04-13T00:00:00.000Z,
