Time,Data receive rate for R04_n3,Data receive rate for R04_n3 v0,Data receive rate for R04_n3 v1,Data receive rate for R04_n3 v2,Data receive rate for R04_n3 v3,Data receive rate for R04_n3 v4,Data receive rate for R04_n3 v5,Data transmit rate for R04_n3,Data transmit rate for R04_n3 v0,Data transmit rate for R04_n3 v1,Data transmit rate for R04_n3 v2,Data transmit rate for R04_n3 v3,Data transmit rate for R04_n3 v4,Data transmit rate for R04_n3 v5,Usage for R04_n3,Usage for R04_n3 v0,Usage for R04_n3 v1,Usage for R04_n3 v2,Usage for R04_n3 v3,Usage for R04_n3 v4,Usage for R04_n3 v5
2021-04-14T00:00:00.000Z,1884,443,1414,0,0,0,25,1154,484,647,0,0,1,21,3039,928,2062,0,0,1,46
2021-04-15T00:00:00.000Z,2153,607,1518,0,0,0,26,1380,693,663,0,0,1,22,3534,1301,2182,0,0,1,48
2021-04-16T00:00:00.000Z,1248,472,748,0,0,0,26,25565,489,25054,0,0,1,21,26814,961,25802,0,0,1,47
2021-04-17T00:00:00.000Z,531,124,380,0,0,0,25,693,87,582,0,0,1,21,1225,212,963,0,0,1,47
2021-04-18T00:00:00.000Z,5069,98,4945,0,0,0,25,381,87,271,0,0,1,21,5451,185,5216,0,0,1,46
2021-04-19T00:00:00.000Z,1327,431,869,0,0,0,25,862,543,296,0,0,1,21,2190,975,1166,0,0,1,47
2021-04-20T00:00:00.000Z,1074,442,605,0,0,0,25,1314,525,766,0,0,1,21,2388,967,1371,0,0,1,46
2021-04-21T00:00:00.000Z,1582,435,1079,0,0,0,66,1311,529,759,0,0,1,21,2894,964,1839,0,0,1,87
2021-04-22T00:00:00.000Z,1193,551,616,0,0,0,25,1419,687,708,0,0,1,22,2613,1238,1325,0,0,1,47
2021-04-23T00:00:00.000Z,1541,448,1044,0,0,0,47,1282,549,710,0,0,1,21,2824,997,1755,0,0,1,69
2021-04-24T00:00:00.000Z,805,143,634,0,0,0,25,733,153,558,0,0,1,21,1538,297,1192,0,0,1,47
2021-04-25T00:00:00.000Z,3899,111,3760,0,0,0,25,464,137,304,0,0,1,21,4363,249,4065,0,0,1,46
2021-04-26T00:00:00.000Z,2133,465,1624,0,0,0,42,1102,602,476,0,0,1,21,3235,1068,2100,0,0,1,63
2021-04-27T00:00:00.000Z,2213,707,1477,0,0,0,26,1535,762,749,0,0,1,22,3749,1470,2227,0,0,1,49
2021-04-28T00:00:00.000Z,2047,620,1399,0,0,0,25,1418,684,710,0,0,1,21,3465,1305,2110,0,0,1,47
2021-04-29T00:00:00.000Z,3730,1483,821,1415,0,2,7,722,17,693,0,0,7,5,4454,1500,1514,1415,0,10,12
2021-04-30T00:00:00.000Z,4001,1290,1416,1290,0,1,0,19,0,11,0,0,8,0,4021,1290,1427,1290,0,11,0
2021-05-01T00:00:00.000Z,1895,250,1391,250,0,1,0,19,0,10,0,0,8,0,1914,250,1401,250,0,11,0
2021-05-02T00:00:00.000Z,3183,137,3008,35,0,2,0,144,100,34,0,0,8,0,3327,238,3042,35,0,11,0
2021-05-03T00:00:00.000Z,912,187,721,0,0,2,0,420,200,210,0,0,9,0,1333,388,931,0,0,11,0
2021-05-04T00:00:00.000Z,1700,198,1497,0,0,2,0,415,218,187,0,0,9,0,2116,417,1684,0,0,12,0
2021-05-05T00:00:00.000Z,2222,250,1968,0,0,2,0,997,230,757,0,0,9,0,3220,482,2725,0,0,11,0
2021-05-06T00:00:00.000Z,942,251,688,0,0,2,0,946,216,721,0,0,9,0,1889,467,1409,0,0,12,0
2021-05-07T00:00:00.000Z,1341,267,1061,0,0,2,9,899,233,655,0,0,9,0,2241,502,1716,0,0,12,9
2021-05-08T00:00:00.000Z,1202,233,937,0,0,2,28,852,215,627,0,0,9,0,2055,449,1564,0,0,12,28
2021-05-09T00:00:00.000Z,8225,187,8034,0,0,2,0,391,211,171,0,0,9,0,8617,399,8205,0,0,12,0
2021-05-10T00:00:00.000Z,2332,206,2123,0,0,2,0,512,220,282,0,0,9,0,2845,426,2405,0,0,12,0
2021-05-11T00:00:00.000Z,1317,235,1079,0,0,2,0,828,210,608,0,0,9,0,2146,446,1687,0,0,11,0
2021-05-12T00:00:00.000Z,991,229,739,0,0,2,18,884,260,615,0,0,8,0,1876,490,1354,0,0,11,18
2021-05-13T00:00:00.000Z,1512,231,1277,0,0,2,0,838,218,611,0,0,8,0,2351,450,1888,0,0,11,0
2021-05-14T00:00:00.000Z,834,217,613,0,0,2,0,733,209,515,0,0,8,0,1568,427,1128,0,0,11,0
2021-05-15T00:00:00.000Z,1329,217,1109,0,0,2,0,684,211,464,0,0,8,0,2014,428,1573,0,0,11,0
2021-05-16T00:00:00.000Z,2259,169,2087,0,0,2,0,345,187,149,0,0,8,0,2605,357,2236,0,0,10,0
2021-05-17T00:00:00.000Z,1368,194,1170,0,0,2,0,577,216,352,0,0,8,0,1946,411,1522,0,0,11,0
2021-05-18T00:00:00.000Z,1561,239,1305,0,0,2,13,800,215,575,0,0,8,0,2361,455,1881,0,0,11,13
2021-05-19T00:00:00.000Z,831,259,568,0,0,2,0,904,256,638,0,0,8,0,1736,516,1207,0,0,11,0
2021-05-20T00:00:00.000Z,1376,272,1100,0,0,2,0,808,246,552,0,0,8,0,2184,519,1652,0,0,11,0
2021-05-21T00:00:00.000Z,911,234,673,0,0,2,0,791,230,552,0,0,8,0,1703,465,1226,0,0,11,0
2021-05-22T00:00:00.000Z,1031,215,814,0,0,2,0,687,210,468,0,0,8,0,1719,425,1281,0,0,11,0
2021-05-23T00:00:00.000Z,2988,185,2779,0,0,2,19,360,210,141,0,0,8,0,3348,396,2921,0,0,11,19
2021-05-24T00:00:00.000Z,865,209,653,0,0,2,0,477,231,236,0,0,8,0,1343,440,889,0,0,11,0
2021-05-25T00:00:00.000Z,4485,244,4205,0,0,2,33,837,245,583,0,0,8,0,5323,490,4788,0,0,11,33
2021-05-26T00:00:00.000Z,1362,239,1120,0,0,2,0,802,234,559,0,0,8,0,2164,473,1679,0,0,11,0
2021-05-27T00:00:00.000Z,1009,242,764,0,0,2,0,790,227,554,0,0,8,0,1800,469,1318,0,0,11,0
2021-05-28T00:00:00.000Z,1150,266,880,0,0,2,0,839,236,593,0,0,8,0,1989,503,1474,0,0,11,0
2021-05-29T00:00:00.000Z,933,232,697,0,0,2,0,807,212,586,0,0,8,0,1741,445,1283,0,0,11,0
2021-05-30T00:00:00.000Z,1566,191,1326,0,0,2,46,363,217,137,0,0,8,0,1930,409,1463,0,0,10,46
2021-05-31T00:00:00.000Z,9226,195,9000,0,0,2,28,733,237,486,0,0,8,0,9960,433,9487,0,0,11,28
2021-06-01T00:00:00.000Z,1895,276,1587,0,0,2,29,1325,228,1089,0,0,8,0,3221,504,2676,0,0,11,29
2021-06-02T00:00:00.000Z,1076,262,805,0,0,2,4,1531,208,1313,0,0,8,0,2607,471,2119,0,0,11,4
2021-06-03T00:00:00.000Z,782,242,536,0,0,2,0,980,211,760,0,0,8,0,1763,453,1296,0,0,11,0
2021-06-04T00:00:00.000Z,1126,228,894,0,0,2,0,492,231,252,0,0,8,0,1618,460,1146,0,0,11,0
2021-06-05T00:00:00.000Z,712,229,480,0,0,2,0,664,201,454,0,0,8,0,1377,430,935,0,0,11,0
2021-06-06T00:00:00.000Z,10906,192,10661,0,0,2,50,436,200,227,0,0,8,0,11343,392,10887,0,0,11,50
2021-06-07T00:00:00.000Z,31104,532,30562,0,0,2,7,18830,581,18240,0,0,8,0,49935,1113,48802,0,0,11,7
2021-06-08T00:00:00.000Z,4040,846,3149,0,0,2,41,4021,961,3049,0,0,8,0,8061,1808,6199,0,0,11,41
2021-06-09T00:00:00.000Z,3998,878,3117,0,0,2,0,3629,859,2761,0,0,8,0,7628,1737,5878,0,0,11,0
2021-06-10T00:00:00.000Z,3773,673,3057,0,0,2,39,3468,718,2740,0,0,8,0,7242,1392,5797,0,0,11,39
2021-06-11T00:00:00.000Z,3251,648,2598,0,0,2,0,3160,669,2482,0,0,8,0,6412,1317,5081,0,0,11,0
2021-06-12T00:00:00.000Z,2482,332,2109,0,0,2,36,2437,306,2121,0,0,8,0,4919,638,4232,0,0,11,36
2021-06-13T00:00:00.000Z,2855,274,2517,0,0,2,60,2542,273,2260,0,0,8,0,5398,547,4777,0,0,11,60
2021-06-14T00:00:00.000Z,3443,602,2803,0,0,2,34,2812,718,2085,0,0,8,0,6256,1321,4888,0,0,11,34
2021-06-15T00:00:00.000Z,3011,661,2302,0,0,2,44,3052,748,2294,0,0,8,0,6064,1410,4597,0,0,11,44
2021-06-16T00:00:00.000Z,3772,718,3041,0,0,2,10,3875,824,3042,0,0,8,0,7648,1542,6083,0,0,11,10
2021-06-17T00:00:00.000Z,3329,583,2697,0,0,2,45,2960,669,2282,0,0,8,0,6290,1252,4980,0,0,10,45
2021-06-18T00:00:00.000Z,2812,531,2268,0,0,2,9,2674,579,2085,0,0,8,0,5487,1110,4354,0,0,11,9
2021-06-19T00:00:00.000Z,1316,317,962,0,0,2,34,1315,299,1006,0,0,8,0,2632,617,1968,0,0,11,34
2021-06-20T00:00:00.000Z,1599,620,975,0,0,2,0,1341,524,808,0,0,8,0,2941,1145,1783,0,0,11,0
2021-06-21T00:00:00.000Z,3502,575,2892,0,0,2,31,3516,696,2810,0,0,8,0,7018,1272,5702,0,0,11,31
2021-06-22T00:00:00.000Z,2149,539,1606,0,0,2,0,1978,630,1339,0,0,8,0,4127,1170,2945,0,0,11,0
2021-06-23T00:00:00.000Z,1683,563,1075,0,0,2,42,1947,661,1276,0,0,8,0,3631,1225,2351,0,0,11,42
2021-06-24T00:00:00.000Z,1154,578,571,0,0,2,0,1466,675,781,0,0,8,0,2620,1254,1353,0,0,11,0
2021-06-25T00:00:00.000Z,3803,726,3073,0,0,2,0,2669,683,1976,0,0,8,0,6473,1410,5050,0,0,11,0
2021-06-26T00:00:00.000Z,2073,366,1697,0,0,2,5,2217,298,1909,0,0,8,0,4290,665,3607,0,0,11,5
2021-06-27T00:00:00.000Z,22695,340,22350,0,0,2,0,12187,329,11848,0,0,8,0,34883,671,34200,0,0,11,0
2021-06-28T00:00:00.000Z,4452,787,3660,0,0,2,0,3804,854,2940,0,0,8,0,8256,1642,6601,0,0,11,0
2021-06-29T00:00:00.000Z,4468,873,3591,0,0,2,0,3719,866,2843,0,0,8,0,8188,1740,6435,0,0,11,0
2021-06-30T00:00:00.000Z,5055,987,4063,0,0,2,0,5133,1140,3984,0,0,8,0,10188,2128,8048,0,0,11,0
2021-07-01T00:00:00.000Z,4846,940,3902,0,0,2,0,4532,1003,3519,0,0,8,0,9379,1944,7422,0,0,11,0
