Time,Read rate for R04_n2,Usage for R04_n2,Write rate for R04_n2
2022-03-19T12:00:00.000Z,3771,4988,1216
2022-03-19T14:00:00.000Z,3915,6036,2121
2022-03-19T16:00:00.000Z,3605,4989,1383
2022-03-19T18:00:00.000Z,4247,5392,1145
2022-03-19T20:00:00.000Z,3853,5290,1437
2022-03-19T22:00:00.000Z,45170,49930,4759
2022-03-20T00:00:00.000Z,45777,58280,12501
2022-03-20T02:00:00.000Z,40313,112497,72184
2022-03-20T04:00:00.000Z,134747,146427,11679
2022-03-20T06:00:00.000Z,33035,35784,2749
2022-03-20T08:00:00.000Z,5808,8971,3162
2022-03-20T10:00:00.000Z,5922,8998,3075
2022-03-20T12:00:00.000Z,5818,8910,3092
2022-03-20T14:00:00.000Z,4897,7801,2902
2022-03-20T16:00:00.000Z,4694,7153,2459
2022-03-20T18:00:00.000Z,8465,10595,2130
2022-03-20T20:00:00.000Z,4390,6422,2031
2022-03-20T22:00:00.000Z,35202,40866,5663
2022-03-21T00:00:00.000Z,33565,38874,5309
2022-03-21T02:00:00.000Z,6944,9430,2485
2022-03-21T04:00:00.000Z,118916,130823,11906
2022-03-21T06:00:00.000Z,72798,80023,7224
2022-03-21T08:00:00.000Z,10722,17811,7088
2022-03-21T10:00:00.000Z,13185,19636,6451
2022-03-21T12:00:00.000Z,8138,10619,2481
2022-03-21T14:00:00.000Z,5533,7825,2291
2022-03-21T16:00:00.000Z,4806,7233,2425
2022-03-21T18:00:00.000Z,5062,7456,2394
2022-03-21T20:00:00.000Z,4600,5878,1277
2022-03-21T22:00:00.000Z,38401,42676,4274
2022-03-22T00:00:00.000Z,68363,85826,17463
2022-03-22T02:00:00.000Z,51455,54909,3453
2022-03-22T04:00:00.000Z,140586,153945,13358
2022-03-22T06:00:00.000Z,78617,87078,8460
2022-03-22T08:00:00.000Z,20336,23643,3306
2022-03-22T10:00:00.000Z,19896,23844,3948
2022-03-22T12:00:00.000Z,14617,18213,3595
2022-03-22T14:00:00.000Z,34843,38252,3409
2022-03-22T16:00:00.000Z,5010,6911,1901
2022-03-22T18:00:00.000Z,4515,6219,1703
2022-03-22T20:00:00.000Z,6614,8424,1809
2022-03-22T22:00:00.000Z,33107,37632,4524
2022-03-23T00:00:00.000Z,73221,80417,7196
2022-03-23T02:00:00.000Z,41851,45873,4021
2022-03-23T04:00:00.000Z,62647,64730,2082
2022-03-23T06:00:00.000Z,89679,117735,28055
2022-03-23T08:00:00.000Z,10341,15676,5334
2022-03-23T10:00:00.000Z,9376,12236,2859
2022-03-23T12:00:00.000Z,11320,14238,2917
2022-03-23T14:00:00.000Z,11589,15013,3422
2022-03-23T16:00:00.000Z,4340,5754,1413
2022-03-23T18:00:00.000Z,4824,7284,2460
2022-03-23T20:00:00.000Z,4152,6293,2140
2022-03-23T22:00:00.000Z,6503,9975,3472
2022-03-24T00:00:00.000Z,86626,93090,6463
2022-03-24T02:00:00.000Z,84756,91863,7106
2022-03-24T04:00:00.000Z,28435,38154,9718
2022-03-24T06:00:00.000Z,8969,13340,4370
2022-03-24T08:00:00.000Z,21703,33788,12084
2022-03-24T10:00:00.000Z,25166,41650,16483
2022-03-24T12:00:00.000Z,13823,26527,12703
2022-03-24T14:00:00.000Z,21885,37343,15457
2022-03-24T16:00:00.000Z,32517,42095,9577
2022-03-24T18:00:00.000Z,40170,61216,21045
2022-03-24T20:00:00.000Z,12515,21503,8987
2022-03-24T22:00:00.000Z,33710,38562,4851
2022-03-25T00:00:00.000Z,73993,79068,5074
2022-03-25T02:00:00.000Z,61426,69945,8518
2022-03-25T04:00:00.000Z,50355,61188,10831
2022-03-25T06:00:00.000Z,12972,19028,6056
2022-03-25T08:00:00.000Z,70912,111450,40537
2022-03-25T10:00:00.000Z,75229,121017,45786
2022-03-25T12:00:00.000Z,186636,332733,146097
2022-03-25T14:00:00.000Z,125011,249112,124100
2022-03-25T16:00:00.000Z,57448,115505,58056
2022-03-25T18:00:00.000Z,23740,47496,23755
2022-03-25T20:00:00.000Z,120493,243162,122668
2022-03-25T22:00:00.000Z,127667,256860,129193
2022-03-26T00:00:00.000Z,121781,172999,51216
2022-03-26T02:00:00.000Z,134012,194869,60856
2022-03-26T04:00:00.000Z,41142,99373,58231
2022-03-26T06:00:00.000Z,17586,53333,35746
2022-03-26T08:00:00.000Z,28586,67791,39205
2022-03-26T10:00:00.000Z,4861,9346,4484
2022-03-26T12:00:00.000Z,83233,168266,85033
2022-03-26T14:00:00.000Z,139489,280742,141252
2022-03-26T16:00:00.000Z,66960,134100,67139
2022-03-26T18:00:00.000Z,57975,115146,57170
2022-03-26T20:00:00.000Z,5459,10977,5518
2022-03-26T22:00:00.000Z,2954,4194,1239
2022-03-27T00:00:00.000Z,94615,102318,7703
2022-03-27T02:00:00.000Z,44813,48332,3518
2022-03-27T04:00:00.000Z,30941,45127,14185
2022-03-27T06:00:00.000Z,6059,14593,8533
2022-03-27T08:00:00.000Z,3011,3960,949
2022-03-27T10:00:00.000Z,16224,30866,14641
2022-03-27T12:00:00.000Z,132158,264466,132307
2022-03-27T14:00:00.000Z,119474,237919,118444
2022-03-27T16:00:00.000Z,52250,101394,49143
2022-03-27T18:00:00.000Z,49350,97840,48489
2022-03-27T20:00:00.000Z,16688,25679,8990
2022-03-27T22:00:00.000Z,48625,72253,23628
2022-03-28T00:00:00.000Z,155054,169127,14072
2022-03-28T02:00:00.000Z,20686,27535,6848
2022-03-28T04:00:00.000Z,35526,50828,15301
2022-03-28T06:00:00.000Z,19819,31026,11207
2022-03-28T08:00:00.000Z,13286,20116,6830
2022-03-28T10:00:00.000Z,17981,36896,18914
2022-03-28T12:00:00.000Z,14665,22150,7485
2022-03-28T14:00:00.000Z,15175,32644,17468
2022-03-28T16:00:00.000Z,16198,28475,12276
2022-03-28T18:00:00.000Z,13028,32818,19788
2022-03-28T20:00:00.000Z,9606,15635,6029
2022-03-28T22:00:00.000Z,14456,28181,13724
2022-03-29T00:00:00.000Z,148152,169437,21284
2022-03-29T02:00:00.000Z,58734,67748,9013
2022-03-29T04:00:00.000Z,56928,77211,20283
2022-03-29T06:00:00.000Z,20414,35849,15434
2022-03-29T08:00:00.000Z,18187,31344,13156
2022-03-29T10:00:00.000Z,16143,36253,20109
2022-03-29T12:00:00.000Z,11482,24973,13491
2022-03-29T14:00:00.000Z,11370,28185,16814
2022-03-29T16:00:00.000Z,9275,16995,7719
2022-03-29T18:00:00.000Z,15367,29058,13690
2022-03-29T20:00:00.000Z,28754,45258,16503
2022-03-29T22:00:00.000Z,24996,35622,10624
2022-03-30T00:00:00.000Z,128345,147886,19541
2022-03-30T02:00:00.000Z,51284,57233,5948
2022-03-30T04:00:00.000Z,33738,47910,14171
2022-03-30T06:00:00.000Z,11908,22731,10823
2022-03-30T08:00:00.000Z,9657,15744,6086
2022-03-30T10:00:00.000Z,9358,12838,3478
2022-03-30T12:00:00.000Z,9394,14995,5600
2022-03-30T14:00:00.000Z,8825,13563,4737
2022-03-30T16:00:00.000Z,8513,16670,8156
2022-03-30T18:00:00.000Z,5769,11091,5322
2022-03-30T20:00:00.000Z,2941,4905,1964
2022-03-30T22:00:00.000Z,7172,12784,5611
2022-03-31T00:00:00.000Z,119892,133630,13737
2022-03-31T02:00:00.000Z,52930,59729,6799
2022-03-31T04:00:00.000Z,31552,41520,9968
2022-03-31T06:00:00.000Z,11358,18410,7051
2022-03-31T08:00:00.000Z,11295,18485,7188
2022-03-31T10:00:00.000Z,9158,13085,3927
2022-03-31T12:00:00.000Z,8901,15390,6489
2022-03-31T14:00:00.000Z,17457,31081,13624
2022-03-31T16:00:00.000Z,88402,96096,7694
2022-03-31T18:00:00.000Z,107099,114716,7616
2022-03-31T20:00:00.000Z,95897,101399,5501
2022-03-31T22:00:00.000Z,69330,70909,1579
2022-04-01T00:00:00.000Z,146762,155887,9123
2022-04-01T02:00:00.000Z,137173,142347,5173
2022-04-01T04:00:00.000Z,88671,100360,11688
2022-04-01T06:00:00.000Z,62323,73255,10931
2022-04-01T08:00:00.000Z,53026,57597,4570
2022-04-01T10:00:00.000Z,36121,40079,3957
2022-04-01T12:00:00.000Z,37728,41095,3366
2022-04-01T14:00:00.000Z,33652,38307,4654
2022-04-01T16:00:00.000Z,31646,34356,2708
2022-04-01T18:00:00.000Z,49228,50934,1704
2022-04-01T20:00:00.000Z,16298,24524,8225
2022-04-01T22:00:00.000Z,18074,27861,9786
2022-04-02T00:00:00.000Z,104078,118905,14826
2022-04-02T02:00:00.000Z,94835,181288,86452
2022-04-02T04:00:00.000Z,81901,193181,111279
2022-04-02T06:00:00.000Z,31810,73667,41857
2022-04-02T08:00:00.000Z,25455,82366,56910
2022-04-02T10:00:00.000Z,34706,64333,29626
2022-04-02T12:00:00.000Z,7144,10316,3171
2022-04-02T14:00:00.000Z,7681,10915,3233
2022-04-02T16:00:00.000Z,5493,8123,2629
2022-04-02T18:00:00.000Z,2543,3384,840
2022-04-02T20:00:00.000Z,3147,4360,1212
2022-04-02T22:00:00.000Z,4622,6944,2321
2022-04-03T00:00:00.000Z,134362,144265,9902
2022-04-03T02:00:00.000Z,6971,8867,1895
2022-04-03T04:00:00.000Z,22327,31612,9285
2022-04-03T06:00:00.000Z,3945,5848,1902
2022-04-03T08:00:00.000Z,3832,5797,1965
2022-04-03T10:00:00.000Z,3943,6857,2913
2022-04-03T12:00:00.000Z,4558,9224,4665
2022-04-03T14:00:00.000Z,4198,7812,3613
2022-04-03T16:00:00.000Z,2958,5152,2193
2022-04-03T18:00:00.000Z,2210,3237,1027
2022-04-03T20:00:00.000Z,3372,5152,1779
2022-04-03T22:00:00.000Z,4339,6467,2128
2022-04-04T00:00:00.000Z,122774,126517,3742
2022-04-04T02:00:00.000Z,8310,10921,2610
2022-04-04T04:00:00.000Z,24445,35551,11106
2022-04-04T06:00:00.000Z,12902,24480,11577
2022-04-04T08:00:00.000Z,9533,17870,8336
2022-04-04T10:00:00.000Z,11534,20829,9294
2022-04-04T12:00:00.000Z,7400,24745,17344
2022-04-04T14:00:00.000Z,5389,11592,6202
2022-04-04T16:00:00.000Z,4459,6923,2463
2022-04-04T18:00:00.000Z,3139,5135,1995
2022-04-04T20:00:00.000Z,2912,4357,1444
2022-04-04T22:00:00.000Z,4405,7700,3295
2022-04-05T00:00:00.000Z,95333,108272,12937
2022-04-05T02:00:00.000Z,61328,64733,3405
2022-04-05T04:00:00.000Z,33408,44134,10726
2022-04-05T06:00:00.000Z,9266,25074,15808
2022-04-05T08:00:00.000Z,10707,20344,9636
2022-04-05T10:00:00.000Z,11261,26368,15106
2022-04-05T12:00:00.000Z,9031,26845,17814
2022-04-05T14:00:00.000Z,5844,12499,6654
2022-04-05T16:00:00.000Z,5007,9497,4489
2022-04-05T18:00:00.000Z,3878,7050,3172
2022-04-05T20:00:00.000Z,4411,7449,3037
2022-04-05T22:00:00.000Z,3244,5191,1947
2022-04-06T00:00:00.000Z,65923,77172,11248
2022-04-06T02:00:00.000Z,79346,84435,5088
2022-04-06T04:00:00.000Z,33011,45307,12295
2022-04-06T06:00:00.000Z,21353,32566,11212
2022-04-06T08:00:00.000Z,12803,31292,18488
2022-04-06T10:00:00.000Z,8114,21771,13657
2022-04-06T12:00:00.000Z,10737,16089,5351
2022-04-06T14:00:00.000Z,4155,7052,2897
2022-04-06T16:00:00.000Z,3330,4294,963
2022-04-06T18:00:00.000Z,4043,6306,2262
2022-04-06T20:00:00.000Z,4253,6243,1989
2022-04-06T22:00:00.000Z,3329,4295,966
2022-04-07T00:00:00.000Z,69956,78120,8163
2022-04-07T02:00:00.000Z,64256,72011,7754
2022-04-07T04:00:00.000Z,56256,67931,11675
2022-04-07T06:00:00.000Z,26474,37546,11071
2022-04-07T08:00:00.000Z,7718,13953,6234
2022-04-07T10:00:00.000Z,14221,18152,3931
2022-04-07T12:00:00.000Z,6269,9944,3675
2022-04-07T14:00:00.000Z,5195,8638,3441
2022-04-07T16:00:00.000Z,3609,5373,1763
2022-04-07T18:00:00.000Z,4045,6153,2107
2022-04-07T20:00:00.000Z,6647,9316,2669
2022-04-07T22:00:00.000Z,30927,34431,3504
2022-04-08T00:00:00.000Z,129123,140739,11615
2022-04-08T02:00:00.000Z,114148,117019,2870
2022-04-08T04:00:00.000Z,80400,92940,12539
2022-04-08T06:00:00.000Z,59209,64405,5196
2022-04-08T08:00:00.000Z,52286,64068,11781
2022-04-08T10:00:00.000Z,12182,21919,9737
2022-04-08T12:00:00.000Z,3741,6437,2696
2022-04-08T14:00:00.000Z,4416,7802,3385
2022-04-08T16:00:00.000Z,2826,4193,1366
2022-04-08T18:00:00.000Z,2232,3261,1029
2022-04-08T20:00:00.000Z,7157,9318,2160
2022-04-08T22:00:00.000Z,49804,52548,2744
2022-04-09T00:00:00.000Z,140557,152527,11969
2022-04-09T02:00:00.000Z,89600,126654,37053
2022-04-09T04:00:00.000Z,55422,68273,12851
2022-04-09T06:00:00.000Z,26733,27667,934
2022-04-09T08:00:00.000Z,27146,28430,1283
2022-04-09T10:00:00.000Z,28494,29189,694
2022-04-09T12:00:00.000Z,28506,29432,925
2022-04-09T14:00:00.000Z,30382,32502,2120
2022-04-09T16:00:00.000Z,29601,31481,1879
2022-04-09T18:00:00.000Z,27370,29386,2015
2022-04-09T20:00:00.000Z,23268,25447,2178
2022-04-09T22:00:00.000Z,5020,7398,2376
2022-04-10T00:00:00.000Z,126708,134730,8020
2022-04-10T02:00:00.000Z,11101,13785,2684
2022-04-10T04:00:00.000Z,27383,37565,10181
2022-04-10T06:00:00.000Z,3856,5419,1562
2022-04-10T08:00:00.000Z,2893,4489,1596
2022-04-10T10:00:00.000Z,1955,2616,660
2022-04-10T12:00:00.000Z,2824,3855,1030
2022-04-10T14:00:00.000Z,3238,5331,2092
2022-04-10T16:00:00.000Z,3416,5207,1789
2022-04-10T18:00:00.000Z,3183,5169,1986
2022-04-10T20:00:00.000Z,8788,11580,2791
2022-04-10T22:00:00.000Z,46595,49838,3242
2022-04-11T00:00:00.000Z,154868,160548,5679
2022-04-11T02:00:00.000Z,41972,43144,1171
2022-04-11T04:00:00.000Z,58727,70692,11963
2022-04-11T06:00:00.000Z,38017,44342,6324
2022-04-11T08:00:00.000Z,39138,50954,11815
2022-04-11T10:00:00.000Z,37233,48698,11465
2022-04-11T12:00:00.000Z,34639,52452,17811
2022-04-11T14:00:00.000Z,32407,40973,8565
2022-04-11T16:00:00.000Z,29642,31196,1553
2022-04-11T18:00:00.000Z,23279,25396,2116
2022-04-11T20:00:00.000Z,10794,20302,9508
2022-04-11T22:00:00.000Z,3670,4830,1159
2022-04-12T00:00:00.000Z,117743,127044,9300
2022-04-12T02:00:00.000Z,36801,39465,2663
2022-04-12T04:00:00.000Z,26916,37201,10285
2022-04-12T06:00:00.000Z,6560,10383,3822
2022-04-12T08:00:00.000Z,7785,21770,13984
2022-04-12T10:00:00.000Z,8670,22780,14109
2022-04-12T12:00:00.000Z,6573,10822,4249
2022-04-12T14:00:00.000Z,3170,5032,1861
2022-04-12T16:00:00.000Z,2670,3815,1143
2022-04-12T18:00:00.000Z,2245,3304,1058
2022-04-12T20:00:00.000Z,6456,8312,1855
2022-04-12T22:00:00.000Z,47253,50746,3494
2022-04-13T00:00:00.000Z,148681,158778,10097
2022-04-13T02:00:00.000Z,74805,81256,6450
2022-04-13T04:00:00.000Z,50360,60828,10467
2022-04-13T06:00:00.000Z,,,
2022-04-13T08:00:00.000Z,,,
