Time,Read rate for R04_n3,Usage for R04_n3,Write rate for R04_n3
2022-03-19T18:00:00.000Z,2510,5398,2887
2022-03-19T20:00:00.000Z,1835,3748,1913
2022-03-19T22:00:00.000Z,3050,5811,2760
2022-03-20T00:00:00.000Z,5645,11372,5726
2022-03-20T02:00:00.000Z,1698,4522,2823
2022-03-20T04:00:00.000Z,1407,2602,1194
2022-03-20T06:00:00.000Z,1736,3681,1944
2022-03-20T08:00:00.000Z,1473,2801,1327
2022-03-20T10:00:00.000Z,1331,2501,1169
2022-03-20T12:00:00.000Z,1101,1842,740
2022-03-20T14:00:00.000Z,1302,2156,854
2022-03-20T16:00:00.000Z,1371,2459,1087
2022-03-20T18:00:00.000Z,1834,3581,1746
2022-03-20T20:00:00.000Z,1576,3102,1525
2022-03-20T22:00:00.000Z,2170,4255,2084
2022-03-21T00:00:00.000Z,1206,2129,923
2022-03-21T02:00:00.000Z,1049,1976,926
2022-03-21T04:00:00.000Z,1452,2648,1195
2022-03-21T06:00:00.000Z,1926,4147,2219
2022-03-21T08:00:00.000Z,3048,6922,3874
2022-03-21T10:00:00.000Z,2391,10941,8549
2022-03-21T12:00:00.000Z,3614,9183,5568
2022-03-21T14:00:00.000Z,2561,6072,3510
2022-03-21T16:00:00.000Z,1047,1923,875
2022-03-21T18:00:00.000Z,2560,5040,2479
2022-03-21T20:00:00.000Z,2864,5746,2881
2022-03-21T22:00:00.000Z,2151,5082,2930
2022-03-22T00:00:00.000Z,1462,2766,1303
2022-03-22T02:00:00.000Z,2377,4867,2489
2022-03-22T04:00:00.000Z,1976,3754,1777
2022-03-22T06:00:00.000Z,1806,3602,1796
2022-03-22T08:00:00.000Z,2272,4183,1910
2022-03-22T10:00:00.000Z,4850,10991,6141
2022-03-22T12:00:00.000Z,3333,7593,4259
2022-03-22T14:00:00.000Z,1848,3842,1993
2022-03-22T16:00:00.000Z,1355,2596,1241
2022-03-22T18:00:00.000Z,1110,2286,1175
2022-03-22T20:00:00.000Z,1846,3922,2075
2022-03-22T22:00:00.000Z,2243,4383,2139
2022-03-23T00:00:00.000Z,1655,3175,1519
2022-03-23T02:00:00.000Z,2017,4271,2253
2022-03-23T04:00:00.000Z,1758,3650,1892
2022-03-23T06:00:00.000Z,2742,5802,3059
2022-03-23T08:00:00.000Z,5066,11440,6373
2022-03-23T10:00:00.000Z,5183,11820,6637
2022-03-23T12:00:00.000Z,4483,9973,5490
2022-03-23T14:00:00.000Z,1780,3260,1480
2022-03-23T16:00:00.000Z,1412,2702,1288
2022-03-23T18:00:00.000Z,1188,2295,1106
2022-03-23T20:00:00.000Z,1112,1752,638
2022-03-23T22:00:00.000Z,1514,2920,1405
2022-03-24T00:00:00.000Z,1716,3199,1482
2022-03-24T02:00:00.000Z,2264,4392,2127
2022-03-24T04:00:00.000Z,1942,3819,1876
2022-03-24T06:00:00.000Z,1113,2236,1123
2022-03-24T08:00:00.000Z,1744,3893,2148
2022-03-24T10:00:00.000Z,1803,3288,1484
2022-03-24T12:00:00.000Z,2573,5320,2747
2022-03-24T14:00:00.000Z,2129,4158,2028
2022-03-24T16:00:00.000Z,1886,3819,1932
2022-03-24T18:00:00.000Z,1273,2148,874
2022-03-24T20:00:00.000Z,1685,2972,1287
2022-03-24T22:00:00.000Z,3312,6925,3612
2022-03-25T00:00:00.000Z,2290,5219,2928
2022-03-25T02:00:00.000Z,2976,6289,3313
2022-03-25T04:00:00.000Z,2124,4162,2037
2022-03-25T06:00:00.000Z,1517,2816,1298
2022-03-25T08:00:00.000Z,1933,3622,1688
2022-03-25T10:00:00.000Z,1952,4083,2130
2022-03-25T12:00:00.000Z,2960,6465,3505
2022-03-25T14:00:00.000Z,1789,3737,1948
2022-03-25T16:00:00.000Z,1203,2020,817
2022-03-25T18:00:00.000Z,1307,2324,1017
2022-03-25T20:00:00.000Z,1788,3389,1600
2022-03-25T22:00:00.000Z,2262,4480,2218
2022-03-26T00:00:00.000Z,3033,12506,9473
2022-03-26T02:00:00.000Z,35001,103286,68285
2022-03-26T04:00:00.000Z,19771,73946,54174
2022-03-26T06:00:00.000Z,23144,67071,43926
2022-03-26T08:00:00.000Z,33698,79459,45761
2022-03-26T10:00:00.000Z,1347,2482,1135
2022-03-26T12:00:00.000Z,1186,1974,788
2022-03-26T14:00:00.000Z,2229,4682,2452
2022-03-26T16:00:00.000Z,1414,2689,1274
2022-03-26T18:00:00.000Z,1954,3564,1609
2022-03-26T20:00:00.000Z,4088,10355,6267
2022-03-26T22:00:00.000Z,6960,19318,12358
2022-03-27T00:00:00.000Z,14726,40489,25762
2022-03-27T02:00:00.000Z,5020,13832,8812
2022-03-27T04:00:00.000Z,3564,8988,5423
2022-03-27T06:00:00.000Z,2941,7770,4828
2022-03-27T08:00:00.000Z,5822,14211,8388
2022-03-27T10:00:00.000Z,6599,17814,11214
2022-03-27T12:00:00.000Z,4234,10344,6109
2022-03-27T14:00:00.000Z,5339,12699,7359
2022-03-27T16:00:00.000Z,2869,6172,3302
2022-03-27T18:00:00.000Z,1756,3791,2034
2022-03-27T20:00:00.000Z,4097,10431,6333
2022-03-27T22:00:00.000Z,6009,16484,10475
2022-03-28T00:00:00.000Z,4821,12680,7859
2022-03-28T02:00:00.000Z,4047,10468,6421
2022-03-28T04:00:00.000Z,3999,8708,4708
2022-03-28T06:00:00.000Z,8325,21378,13052
2022-03-28T08:00:00.000Z,5761,14234,8471
2022-03-28T10:00:00.000Z,4588,9381,4792
2022-03-28T12:00:00.000Z,5268,13585,8317
2022-03-28T14:00:00.000Z,2828,6559,3730
2022-03-28T16:00:00.000Z,1208,2899,1691
2022-03-28T18:00:00.000Z,2737,5685,2948
2022-03-28T20:00:00.000Z,3625,8385,4759
2022-03-28T22:00:00.000Z,4486,10618,6131
2022-03-29T00:00:00.000Z,4439,11082,6643
2022-03-29T02:00:00.000Z,6990,19956,12965
2022-03-29T04:00:00.000Z,1914,4033,2119
2022-03-29T06:00:00.000Z,3814,9875,6060
2022-03-29T08:00:00.000Z,9290,16453,7162
2022-03-29T10:00:00.000Z,6018,14980,8961
2022-03-29T12:00:00.000Z,7529,14519,6989
2022-03-29T14:00:00.000Z,8150,19462,11312
2022-03-29T16:00:00.000Z,3557,9008,5450
2022-03-29T18:00:00.000Z,1050,2473,1422
2022-03-29T20:00:00.000Z,2009,3648,1638
2022-03-29T22:00:00.000Z,2190,4505,2314
2022-03-30T00:00:00.000Z,4224,11436,7211
2022-03-30T02:00:00.000Z,1710,3731,2021
2022-03-30T04:00:00.000Z,1275,2115,840
2022-03-30T06:00:00.000Z,2054,3999,1945
2022-03-30T08:00:00.000Z,2141,4135,1993
2022-03-30T10:00:00.000Z,4570,10613,6043
2022-03-30T12:00:00.000Z,4600,9558,4958
2022-03-30T14:00:00.000Z,3989,8378,4388
2022-03-30T16:00:00.000Z,3285,7199,3913
2022-03-30T18:00:00.000Z,2715,5897,3181
2022-03-30T20:00:00.000Z,2716,5715,2997
2022-03-30T22:00:00.000Z,1874,4055,2180
2022-03-31T00:00:00.000Z,2700,6281,3581
2022-03-31T02:00:00.000Z,2547,5264,2716
2022-03-31T04:00:00.000Z,4639,12264,7625
2022-03-31T06:00:00.000Z,4382,12099,7716
2022-03-31T08:00:00.000Z,7224,17488,10264
2022-03-31T10:00:00.000Z,7982,20613,12630
2022-03-31T12:00:00.000Z,6327,12980,6653
2022-03-31T14:00:00.000Z,1123,1845,721
2022-03-31T16:00:00.000Z,1396,2025,629
2022-03-31T18:00:00.000Z,987,1467,479
2022-03-31T20:00:00.000Z,1225,1875,649
2022-03-31T22:00:00.000Z,1665,3344,1678
2022-04-01T00:00:00.000Z,1332,2163,830
2022-04-01T02:00:00.000Z,928,1356,428
2022-04-01T04:00:00.000Z,1157,1762,604
2022-04-01T06:00:00.000Z,1665,3121,1456
2022-04-01T08:00:00.000Z,2714,5753,3038
2022-04-01T10:00:00.000Z,1402,2534,1131
2022-04-01T12:00:00.000Z,3203,4611,1408
2022-04-01T14:00:00.000Z,1013,1538,525
2022-04-01T16:00:00.000Z,940,1416,476
2022-04-01T18:00:00.000Z,1042,1619,576
2022-04-01T20:00:00.000Z,1361,2097,735
2022-04-01T22:00:00.000Z,1469,2904,1434
2022-04-02T00:00:00.000Z,1278,2196,918
2022-04-02T02:00:00.000Z,1673,3285,1612
2022-04-02T04:00:00.000Z,1336,2387,1051
2022-04-02T06:00:00.000Z,2523,21826,19303
2022-04-02T08:00:00.000Z,23534,73488,49953
2022-04-02T10:00:00.000Z,22689,45364,22674
2022-04-02T12:00:00.000Z,1414,2869,1454
2022-04-02T14:00:00.000Z,1395,2674,1278
2022-04-02T16:00:00.000Z,1729,3200,1470
2022-04-02T18:00:00.000Z,1111,2041,930
2022-04-02T20:00:00.000Z,2053,3850,1797
2022-04-02T22:00:00.000Z,3277,7516,4239
2022-04-03T00:00:00.000Z,6397,17415,11018
2022-04-03T02:00:00.000Z,1763,3363,1599
2022-04-03T04:00:00.000Z,1158,2266,1107
2022-04-03T06:00:00.000Z,1030,1751,721
2022-04-03T08:00:00.000Z,2252,4889,2636
2022-04-03T10:00:00.000Z,1667,3247,1579
2022-04-03T12:00:00.000Z,1435,2721,1284
2022-04-03T14:00:00.000Z,1826,3696,1870
2022-04-03T16:00:00.000Z,1548,2944,1395
2022-04-03T18:00:00.000Z,1976,4324,2348
2022-04-03T20:00:00.000Z,1702,3222,1520
2022-04-03T22:00:00.000Z,1644,3536,1892
2022-04-04T00:00:00.000Z,5679,15148,9468
2022-04-04T02:00:00.000Z,1762,3998,2236
2022-04-04T04:00:00.000Z,1507,2776,1269
2022-04-04T06:00:00.000Z,1952,3863,1910
2022-04-04T08:00:00.000Z,2698,5384,2685
2022-04-04T10:00:00.000Z,4359,7786,3426
2022-04-04T12:00:00.000Z,6193,14621,8427
2022-04-04T14:00:00.000Z,4527,10052,5524
2022-04-04T16:00:00.000Z,3104,6613,3509
2022-04-04T18:00:00.000Z,2386,4919,2533
2022-04-04T20:00:00.000Z,2611,5183,2572
2022-04-04T22:00:00.000Z,1700,3506,1805
2022-04-05T00:00:00.000Z,3766,9741,5975
2022-04-05T02:00:00.000Z,1739,3671,1931
2022-04-05T04:00:00.000Z,1975,3956,1981
2022-04-05T06:00:00.000Z,1909,4055,2146
2022-04-05T08:00:00.000Z,3071,7168,4096
2022-04-05T10:00:00.000Z,3454,6352,2897
2022-04-05T12:00:00.000Z,2645,5796,3150
2022-04-05T14:00:00.000Z,2029,3796,1767
2022-04-05T16:00:00.000Z,1370,2294,924
2022-04-05T18:00:00.000Z,1237,2132,894
2022-04-05T20:00:00.000Z,1271,2332,1061
2022-04-05T22:00:00.000Z,1711,3180,1469
2022-04-06T00:00:00.000Z,2644,5941,3297
2022-04-06T02:00:00.000Z,2502,4739,2236
2022-04-06T04:00:00.000Z,1475,2522,1047
2022-04-06T06:00:00.000Z,1764,3183,1418
2022-04-06T08:00:00.000Z,2965,5957,2992
2022-04-06T10:00:00.000Z,3960,8076,4116
2022-04-06T12:00:00.000Z,2070,3803,1732
2022-04-06T14:00:00.000Z,2830,5478,2647
2022-04-06T16:00:00.000Z,2674,5312,2638
2022-04-06T18:00:00.000Z,1347,2477,1129
2022-04-06T20:00:00.000Z,1535,2532,996
2022-04-06T22:00:00.000Z,2770,5748,2978
2022-04-07T00:00:00.000Z,5441,13356,7914
2022-04-07T02:00:00.000Z,1786,3162,1375
2022-04-07T04:00:00.000Z,1809,3300,1490
2022-04-07T06:00:00.000Z,2321,4968,2646
2022-04-07T08:00:00.000Z,2950,6726,3775
2022-04-07T10:00:00.000Z,2112,4246,2133
2022-04-07T12:00:00.000Z,3387,6430,3042
2022-04-07T14:00:00.000Z,2830,5969,3138
2022-04-07T16:00:00.000Z,1048,1589,541
2022-04-07T18:00:00.000Z,865,1373,507
2022-04-07T20:00:00.000Z,1854,3125,1270
2022-04-07T22:00:00.000Z,2269,4786,2516
2022-04-08T00:00:00.000Z,3642,9377,5734
2022-04-08T02:00:00.000Z,1433,2228,794
2022-04-08T04:00:00.000Z,1309,2290,980
2022-04-08T06:00:00.000Z,3136,7001,3865
2022-04-08T08:00:00.000Z,2785,6362,3575
2022-04-08T10:00:00.000Z,2777,6263,3486
2022-04-08T12:00:00.000Z,3223,7592,4369
2022-04-08T14:00:00.000Z,2389,4477,2087
2022-04-08T16:00:00.000Z,1463,2435,972
2022-04-08T18:00:00.000Z,1519,2373,853
2022-04-08T20:00:00.000Z,2196,3803,1606
2022-04-08T22:00:00.000Z,2311,4903,2592
2022-04-09T00:00:00.000Z,6238,15406,9167
2022-04-09T02:00:00.000Z,25870,87841,61970
2022-04-09T04:00:00.000Z,33479,93650,60171
2022-04-09T06:00:00.000Z,29821,106811,76989
2022-04-09T08:00:00.000Z,22306,44088,21781
2022-04-09T10:00:00.000Z,5631,11429,5797
2022-04-09T12:00:00.000Z,1764,3385,1621
2022-04-09T14:00:00.000Z,1218,1969,751
2022-04-09T16:00:00.000Z,1451,2541,1089
2022-04-09T18:00:00.000Z,1275,2270,995
2022-04-09T20:00:00.000Z,2185,3742,1556
2022-04-09T22:00:00.000Z,3232,7264,4032
2022-04-10T00:00:00.000Z,3645,9956,6310
2022-04-10T02:00:00.000Z,1235,1977,742
2022-04-10T04:00:00.000Z,1171,1774,602
2022-04-10T06:00:00.000Z,1755,3274,1519
2022-04-10T08:00:00.000Z,1138,1988,849
2022-04-10T10:00:00.000Z,1518,2864,1345
2022-04-10T12:00:00.000Z,1427,2554,1126
2022-04-10T14:00:00.000Z,1126,1702,574
2022-04-10T16:00:00.000Z,1167,1835,667
2022-04-10T18:00:00.000Z,1533,2458,924
2022-04-10T20:00:00.000Z,1932,3500,1567
2022-04-10T22:00:00.000Z,1441,3049,1608
2022-04-11T00:00:00.000Z,1597,2866,1268
2022-04-11T02:00:00.000Z,1950,3655,1704
2022-04-11T04:00:00.000Z,2164,4385,2220
2022-04-11T06:00:00.000Z,4508,9855,5346
2022-04-11T08:00:00.000Z,2088,4241,2152
2022-04-11T10:00:00.000Z,2607,11525,8917
2022-04-11T12:00:00.000Z,2427,5314,2887
2022-04-11T14:00:00.000Z,2343,4991,2648
2022-04-11T16:00:00.000Z,1429,2491,1062
2022-04-11T18:00:00.000Z,1028,1727,698
2022-04-11T20:00:00.000Z,1471,2403,932
2022-04-11T22:00:00.000Z,1958,3889,1930
2022-04-12T00:00:00.000Z,1313,2530,1215
2022-04-12T02:00:00.000Z,1584,2967,1383
2022-04-12T04:00:00.000Z,1133,1863,728
2022-04-12T06:00:00.000Z,3729,7896,4166
2022-04-12T08:00:00.000Z,4195,9443,5247
2022-04-12T10:00:00.000Z,2133,4579,2446
2022-04-12T12:00:00.000Z,3855,7938,4082
2022-04-12T14:00:00.000Z,1983,3610,1626
2022-04-12T16:00:00.000Z,2057,4000,1942
2022-04-12T18:00:00.000Z,1847,3244,1397
2022-04-12T20:00:00.000Z,1819,3317,1497
2022-04-12T22:00:00.000Z,1395,2626,1231
2022-04-13T00:00:00.000Z,2129,4770,2640
2022-04-13T02:00:00.000Z,1759,3147,1388
2022-04-13T04:00:00.000Z,2712,5575,2861
2022-04-13T06:00:00.000Z,,,
2022-04-13T08:00:00.000Z,,,
