Time,Data receive rate for R04_n2,Data receive rate for R04_n2 v0,Data receive rate for R04_n2 v1,Data receive rate for R04_n2 v2,Data receive rate for R04_n2 v3,Data receive rate for R04_n2 v4,Data receive rate for R04_n2 v5,Data transmit rate for R04_n2,Data transmit rate for R04_n2 v0,Data transmit rate for R04_n2 v1,Data transmit rate for R04_n2 v2,Data transmit rate for R04_n2 v3,Data transmit rate for R04_n2 v4,Data transmit rate for R04_n2 v5,Usage for R04_n2,Usage for vmnic0 R04_n2 v0,Usage for R04_n2 v1,Usage for R04_n2 v2,Usage for R04_n2 v3,Usage for R04_n2 v4,Usage for R04_n2 v5
2022-04-09T18:00:00.000Z,1904,95,1804,1,0,0,2,25570,73,25485,0,0,0,10,27475,169,27289,1,0,0,13
2022-04-09T20:00:00.000Z,1645,71,1477,0,0,4,90,20799,67,20719,0,0,1,10,22445,139,22196,0,0,5,101
2022-04-09T22:00:00.000Z,3867,92,3431,0,0,0,343,3670,77,3583,0,0,0,9,7538,169,7014,0,0,0,352
2022-04-10T00:00:00.000Z,6781,63,6655,0,0,0,60,5363,64,5287,0,0,0,10,12144,128,11943,0,0,0,71
2022-04-10T02:00:00.000Z,954,66,883,0,0,0,2,2038,291,1736,0,0,0,10,2994,358,2619,0,0,0,13
2022-04-10T04:00:00.000Z,1360,67,1288,1,0,0,2,8912,122,8779,0,0,0,9,10274,190,10068,1,0,0,12
2022-04-10T06:00:00.000Z,1475,65,1405,0,0,0,2,1104,54,1039,0,0,0,10,2580,119,2445,0,0,0,13
2022-04-10T08:00:00.000Z,1537,73,1458,1,0,0,2,1212,63,1137,0,0,0,10,2749,137,2596,1,0,0,13
2022-04-10T10:00:00.000Z,1691,73,1613,1,0,0,2,1849,61,1776,0,0,0,10,3541,135,3390,1,0,0,13
2022-04-10T12:00:00.000Z,1808,71,1732,0,0,0,2,2038,65,1962,0,0,0,10,3847,137,3695,0,0,0,13
2022-04-10T14:00:00.000Z,1502,80,1416,0,0,1,2,1030,70,948,0,0,0,10,2533,152,2365,0,0,1,13
2022-04-10T16:00:00.000Z,1538,76,1457,1,0,0,2,1260,72,1177,0,0,0,10,2799,148,2635,1,0,0,13
2022-04-10T18:00:00.000Z,1456,76,1374,1,0,0,2,1145,61,1073,0,0,0,10,2602,138,2448,1,0,0,13
2022-04-10T20:00:00.000Z,2424,69,2093,1,0,8,251,6874,57,6801,0,0,2,13,9299,127,8894,1,0,10,265
2022-04-10T22:00:00.000Z,3680,91,3383,0,0,2,201,55719,141,55564,0,0,1,10,59399,233,58947,0,0,4,212
2022-04-11T00:00:00.000Z,2800,68,2726,0,0,0,2,51936,61,51864,0,0,0,9,54737,130,54591,0,0,2,12
2022-04-11T02:00:00.000Z,1494,72,1417,0,0,0,2,28736,332,28392,0,0,0,10,30232,406,29810,0,0,0,13
2022-04-11T04:00:00.000Z,2428,95,2328,0,0,0,2,37165,71,37082,0,0,0,10,39593,167,39410,0,0,0,13
2022-04-11T06:00:00.000Z,4662,214,4443,0,0,0,2,32143,102,32030,0,0,0,10,36806,316,36474,0,0,0,13
2022-04-11T08:00:00.000Z,6475,237,6232,0,0,0,2,30114,151,29951,0,0,0,10,36589,389,36184,0,0,0,13
2022-04-11T10:00:00.000Z,11387,261,11108,0,0,13,2,35865,110,35743,0,0,0,10,47253,371,46852,0,0,14,13
2022-04-11T12:00:00.000Z,6167,227,5918,0,0,18,2,32129,117,31999,0,0,0,11,38297,345,37917,0,0,18,14
2022-04-11T14:00:00.000Z,3335,159,3170,1,0,1,2,30169,198,29959,0,0,0,10,33504,357,33130,1,0,1,13
2022-04-11T16:00:00.000Z,2562,104,2453,1,0,0,2,28990,90,28888,0,0,0,10,31552,194,31341,1,0,0,13
2022-04-11T18:00:00.000Z,1531,102,1424,1,0,0,2,19740,174,19554,0,0,0,9,21272,277,20979,1,0,0,12
2022-04-11T20:00:00.000Z,1750,82,1556,0,0,5,103,1598,86,1502,0,0,1,8,3349,169,3059,0,0,6,112
2022-04-11T22:00:00.000Z,2253,95,1968,0,0,0,187,2258,86,2159,0,0,0,11,4512,181,4129,0,0,0,199
2022-04-12T00:00:00.000Z,2343,72,2130,0,0,0,138,7356,65,7279,0,0,0,11,9699,137,9410,0,0,0,149
2022-04-12T02:00:00.000Z,1558,84,1433,0,0,0,40,3503,340,3152,0,0,0,10,5062,424,4584,0,0,0,51
2022-04-12T04:00:00.000Z,2107,125,1961,0,0,0,19,9526,76,9438,0,0,0,10,11633,202,11400,0,0,0,30
2022-04-12T06:00:00.000Z,5345,212,5128,0,0,0,2,5307,130,5166,0,0,0,10,10653,343,10295,0,0,0,13
2022-04-12T08:00:00.000Z,4891,240,4646,1,0,0,2,6211,159,6041,0,0,0,10,11103,400,10688,1,0,0,13
2022-04-12T10:00:00.000Z,5186,199,4982,1,0,0,2,4584,308,4265,0,0,0,10,9771,508,9247,1,0,0,13
2022-04-12T12:00:00.000Z,4196,193,3997,1,0,0,2,6146,121,6014,0,0,0,10,10343,315,10012,1,0,0,13
2022-04-12T14:00:00.000Z,1840,133,1702,1,0,0,2,1963,80,1871,0,0,0,10,3804,214,3574,1,0,0,13
2022-04-12T16:00:00.000Z,1390,83,1302,0,0,0,2,1432,95,1326,0,0,0,10,2823,179,2629,0,0,0,13
2022-04-12T18:00:00.000Z,1286,82,1198,1,0,0,2,1383,162,1210,0,0,0,11,2670,244,2409,1,0,0,14
2022-04-12T20:00:00.000Z,1774,71,1555,0,0,7,138,4356,50,4290,0,0,1,13,6131,122,5846,0,0,9,151
2022-04-12T22:00:00.000Z,2966,89,2567,0,0,4,303,50468,79,50374,0,0,2,11,53434,169,52941,0,0,7,314
2022-04-13T00:00:00.000Z,2911,61,2728,2,0,1,118,60674,50,60611,0,0,0,10,63586,112,63339,2,0,2,129
2022-04-13T02:00:00.000Z,1283,73,1205,0,0,0,2,26180,326,25845,0,0,0,8,27464,400,27050,0,0,1,11
2022-04-13T04:00:00.000Z,1887,116,1765,1,0,0,2,31161,67,31082,0,0,0,10,33049,184,32849,1,0,0,13
2022-04-13T06:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
2022-04-13T08:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
