Time,Data receive rate for R04_n3,Data receive rate for R04_n3 v0,Data receive rate for R04_n3 v1,Data receive rate for R04_n3 v2,Data receive rate for R04_n3 v3,Data receive rate for R04_n3 v4,Data receive rate for R04_n3 v5,Data transmit rate for R04_n3,Data transmit rate for R04_n3 v0,Data transmit rate for R04_n3 v1,Data transmit rate for R04_n3 v2,Data transmit rate for R04_n3 v3,Data transmit rate for R04_n3 v4,Data transmit rate for R04_n3 v5,Usage for R04_n3,Usage for R04_n3 v0,Usage for R04_n3 v1,Usage for R04_n3 v2,Usage for R04_n3 v3,Usage for R04_n3 v4,Usage for R04_n3 v5
2022-04-04T16:00:00.000Z,2446,605,1550,286,0,2,0,756,633,111,0,0,10,0,3203,1239,1661,286,0,13,0
2022-04-04T18:00:00.000Z,1952,539,1140,268,0,2,0,709,567,130,0,0,11,0,2661,1106,1271,268,0,14,0
2022-04-04T20:00:00.000Z,1965,438,1057,201,0,2,265,575,431,133,0,0,10,0,2541,871,1190,201,0,13,265
2022-04-04T22:00:00.000Z,1385,304,755,106,0,2,216,640,287,342,0,0,10,0,2026,591,1097,106,0,13,216
2022-04-05T00:00:00.000Z,3162,273,2796,88,0,2,0,667,247,408,0,0,11,0,3830,521,3205,88,0,13,0
2022-04-05T02:00:00.000Z,1648,678,873,93,0,2,0,632,523,98,0,0,10,0,2281,1201,972,93,0,13,0
2022-04-05T04:00:00.000Z,2483,1003,858,618,0,2,0,761,626,124,0,0,10,0,3245,1630,982,618,0,13,0
2022-04-05T06:00:00.000Z,5456,2876,891,1685,0,2,0,2450,2177,262,0,0,10,0,7907,5054,1153,1685,0,13,0
2022-04-05T08:00:00.000Z,7583,3999,1702,1877,0,2,0,3053,2667,374,0,0,9,0,10636,6667,2077,1877,0,12,0
2022-04-05T10:00:00.000Z,7192,4085,1093,2009,0,2,0,3020,2640,369,0,0,10,0,10213,6726,1462,2009,0,13,0
2022-04-05T12:00:00.000Z,6251,3097,1321,1828,0,2,0,2238,1948,278,0,0,10,0,8490,5046,1600,1828,0,13,0
2022-04-05T14:00:00.000Z,1879,842,598,434,0,2,0,1170,822,336,0,0,10,0,3050,1665,934,434,0,13,0
2022-04-05T16:00:00.000Z,1106,549,281,272,0,2,0,715,592,110,0,0,11,0,1822,1142,392,272,0,13,0
2022-04-05T18:00:00.000Z,1531,768,257,501,0,2,0,692,571,110,0,0,10,0,2223,1340,366,501,0,13,0
2022-04-05T20:00:00.000Z,1216,413,415,182,0,2,202,550,436,102,0,0,10,0,1766,850,517,182,0,13,202
2022-04-05T22:00:00.000Z,1103,284,544,92,0,2,179,465,288,165,0,0,11,0,1569,573,709,92,0,14,179
2022-04-06T00:00:00.000Z,2182,315,1691,66,0,2,105,707,351,344,0,0,10,0,2889,667,2036,66,0,13,105
2022-04-06T02:00:00.000Z,1446,632,736,73,0,2,0,692,587,94,0,0,10,0,2138,1220,830,73,0,13,0
2022-04-06T04:00:00.000Z,2066,1202,274,585,0,2,0,948,816,120,0,0,10,0,3015,2019,395,585,0,13,0
2022-04-06T06:00:00.000Z,4382,2568,402,1407,0,2,0,2357,2092,253,0,0,10,0,6739,4661,655,1407,0,14,0
2022-04-06T08:00:00.000Z,6573,3496,1096,1977,0,2,0,2814,2522,281,0,0,10,0,9387,6018,1378,1977,0,13,0
2022-04-06T10:00:00.000Z,6530,3394,1202,1928,0,2,0,2733,2484,237,0,0,10,0,9263,5880,1439,1928,0,13,0
2022-04-06T12:00:00.000Z,4308,2347,613,1342,0,2,0,2141,1884,245,0,0,11,0,6450,4233,859,1342,0,13,0
2022-04-06T14:00:00.000Z,2252,732,1122,393,0,2,0,1010,743,256,0,0,10,0,3263,1476,1378,393,0,13,0
2022-04-06T16:00:00.000Z,1945,510,1185,245,0,2,0,687,564,111,0,0,11,0,2633,1075,1296,245,0,14,0
2022-04-06T18:00:00.000Z,1705,740,473,488,0,2,0,661,541,109,0,0,10,0,2367,1282,582,488,0,13,0
2022-04-06T20:00:00.000Z,1157,459,319,190,0,2,184,598,477,109,0,0,11,0,1756,937,428,190,0,13,184
2022-04-06T22:00:00.000Z,2062,355,1297,90,0,2,315,765,377,376,0,0,10,0,2827,732,1674,90,0,12,315
2022-04-07T00:00:00.000Z,4076,339,3669,64,0,2,0,633,363,258,0,0,11,0,4710,703,3927,64,0,13,0
2022-04-07T02:00:00.000Z,1083,545,469,64,0,2,0,613,508,94,0,0,10,0,1697,1054,563,64,0,13,0
2022-04-07T04:00:00.000Z,2551,1490,504,553,0,2,0,1023,901,111,0,0,10,0,3575,2391,616,553,0,13,0
2022-04-07T06:00:00.000Z,4943,2444,1083,1412,0,2,0,2180,1930,238,0,0,11,0,7124,4374,1321,1412,0,14,0
2022-04-07T08:00:00.000Z,7254,3526,1611,2112,0,2,0,2620,2308,299,0,0,10,0,9875,5835,1911,2112,0,13,0
2022-04-07T10:00:00.000Z,4993,2716,746,1527,0,2,0,2584,2254,320,0,0,10,0,7578,4970,1066,1527,0,12,0
2022-04-07T12:00:00.000Z,4213,1975,1105,1128,0,2,0,1948,1648,289,0,0,10,0,6161,3623,1394,1128,0,13,0
2022-04-07T14:00:00.000Z,2468,693,1388,382,0,2,0,969,690,267,0,0,10,0,3437,1383,1656,382,0,13,0
2022-04-07T16:00:00.000Z,724,454,48,217,0,2,0,627,509,106,0,0,11,0,1352,964,155,217,0,14,0
2022-04-07T18:00:00.000Z,963,605,135,219,0,2,0,712,599,101,0,0,10,0,1676,1205,237,219,0,13,0
2022-04-07T20:00:00.000Z,1573,584,381,384,0,2,218,514,386,114,0,0,12,0,2087,971,496,384,0,15,218
2022-04-07T22:00:00.000Z,1572,259,1005,91,0,2,212,464,240,212,0,0,11,0,2036,500,1217,91,0,14,212
2022-04-08T00:00:00.000Z,3253,195,2993,59,0,2,0,631,195,425,0,0,10,0,3885,391,3418,59,0,13,0
2022-04-08T02:00:00.000Z,808,544,195,65,0,2,0,530,427,92,0,0,10,0,1339,971,287,65,0,13,0
2022-04-08T04:00:00.000Z,1213,625,272,312,0,2,0,694,536,145,0,0,11,0,1908,1162,418,312,0,13,0
2022-04-08T06:00:00.000Z,6075,2786,1405,1879,0,2,0,2287,1793,482,0,0,11,0,8362,4580,1887,1879,0,14,0
2022-04-08T08:00:00.000Z,7030,3369,1586,2071,0,2,0,2369,2087,271,0,0,10,0,9399,5457,1857,2071,0,13,0
2022-04-08T10:00:00.000Z,5278,2358,1514,1401,0,2,0,2161,1908,242,0,0,10,0,7439,4267,1756,1401,0,13,0
2022-04-08T12:00:00.000Z,6099,2493,2004,1597,0,2,0,1619,1397,210,0,0,11,0,7719,3891,2215,1597,0,14,0
2022-04-08T14:00:00.000Z,1964,751,703,506,0,2,0,992,522,459,0,0,10,0,2957,1274,1161,506,0,13,0
2022-04-08T16:00:00.000Z,904,357,372,170,0,2,0,515,376,128,0,0,11,0,1420,734,500,170,0,14,0
2022-04-08T18:00:00.000Z,732,324,256,149,0,2,0,466,339,114,0,0,10,0,1198,664,370,149,0,13,0
2022-04-08T20:00:00.000Z,1096,254,620,106,0,2,110,344,243,90,0,0,11,0,1440,497,710,106,0,14,110
2022-04-08T22:00:00.000Z,1832,472,1005,58,0,2,293,636,370,255,0,0,11,0,2469,843,1260,58,0,13,293
2022-04-09T00:00:00.000Z,5105,292,4599,33,0,2,177,992,295,685,0,0,10,0,6097,587,5284,33,0,13,177
2022-04-09T02:00:00.000Z,39135,701,38395,34,0,2,0,952,599,342,0,0,10,0,40088,1300,38738,34,0,13,0
2022-04-09T04:00:00.000Z,28825,339,28434,47,0,2,0,638,346,279,0,0,11,0,29463,686,28714,47,0,14,0
2022-04-09T06:00:00.000Z,49404,330,48976,93,0,2,0,774,347,415,0,0,10,0,50179,678,49392,93,0,13,0
2022-04-09T08:00:00.000Z,737,379,215,139,0,2,0,521,406,104,0,0,10,0,1259,786,319,139,0,13,0
2022-04-09T10:00:00.000Z,1497,1166,186,140,0,2,0,469,362,96,0,0,10,0,1967,1529,282,140,0,13,0
2022-04-09T12:00:00.000Z,1178,322,716,135,0,2,0,412,307,93,0,0,10,0,1590,630,809,135,0,13,0
2022-04-09T14:00:00.000Z,903,538,225,135,0,2,0,498,283,204,0,0,10,0,1402,821,430,135,0,13,0
2022-04-09T16:00:00.000Z,844,318,380,142,0,2,0,392,296,86,0,0,10,0,1236,614,465,142,0,13,0
2022-04-09T18:00:00.000Z,811,295,371,140,0,2,0,380,272,97,0,0,10,0,1191,568,469,140,0,12,0
2022-04-09T20:00:00.000Z,1028,311,500,123,0,2,88,383,284,88,0,0,10,0,1411,596,588,123,0,13,88
2022-04-09T22:00:00.000Z,2347,343,1606,52,0,2,340,525,354,159,0,0,10,0,2872,697,1766,52,0,13,340
2022-04-10T00:00:00.000Z,3746,344,3302,38,0,2,58,651,351,289,0,0,9,0,4398,695,3591,38,0,13,58
2022-04-10T02:00:00.000Z,980,683,259,34,0,2,0,676,579,85,0,0,10,0,1657,1262,344,34,0,13,0
2022-04-10T04:00:00.000Z,673,469,157,43,0,2,0,538,457,69,0,0,10,0,1212,927,226,43,0,13,0
2022-04-10T06:00:00.000Z,1140,440,626,69,0,2,0,574,468,95,0,0,10,0,1715,909,721,69,0,13,0
2022-04-10T08:00:00.000Z,900,495,290,110,0,2,0,653,532,108,0,0,11,0,1553,1028,399,110,0,14,0
2022-04-10T10:00:00.000Z,1220,561,516,138,0,2,0,720,598,111,0,0,10,0,1940,1159,628,138,0,13,0
2022-04-10T12:00:00.000Z,1085,582,350,150,0,2,0,700,592,97,0,0,10,0,1787,1175,447,150,0,13,0
2022-04-10T14:00:00.000Z,1292,809,110,368,0,2,0,827,612,204,0,0,10,0,2119,1422,314,368,0,13,0
2022-04-10T16:00:00.000Z,887,557,170,155,0,2,0,676,573,92,0,0,10,0,1564,1131,262,155,0,13,0
2022-04-10T18:00:00.000Z,893,427,290,171,0,2,0,544,428,105,0,0,10,0,1438,856,395,171,0,13,0
2022-04-10T20:00:00.000Z,1334,288,668,124,0,2,249,414,290,111,0,0,12,0,1748,579,779,124,0,15,249
2022-04-10T22:00:00.000Z,1523,438,820,63,0,2,199,467,297,158,0,0,11,0,1991,736,978,63,0,14,199
2022-04-11T00:00:00.000Z,791,223,510,53,0,2,0,468,215,242,0,0,11,0,1260,439,752,53,0,13,0
2022-04-11T02:00:00.000Z,1394,591,735,62,0,2,0,530,412,107,0,0,11,0,1925,1004,842,62,0,14,0
2022-04-11T04:00:00.000Z,2337,814,980,539,0,2,0,594,454,128,0,0,11,0,2933,1269,1108,539,0,13,0
2022-04-11T06:00:00.000Z,6644,2717,2399,1524,0,2,0,2058,1850,197,0,0,10,0,8703,4568,2596,1524,0,13,0
2022-04-11T08:00:00.000Z,5945,3140,829,1971,0,2,0,2533,2222,300,0,0,10,0,8478,5362,1129,1971,0,13,0
2022-04-11T10:00:00.000Z,12056,3052,7322,1678,0,2,0,2569,2194,364,0,0,10,0,14626,5246,7686,1678,0,13,0
2022-04-11T12:00:00.000Z,5132,2401,1214,1512,0,2,0,1984,1717,256,0,0,10,0,7117,4119,1470,1512,0,13,0
2022-04-11T14:00:00.000Z,2338,714,1226,394,0,2,0,965,686,268,0,0,10,0,3304,1401,1494,394,0,12,0
2022-04-11T16:00:00.000Z,1055,454,382,213,0,2,0,596,478,107,0,0,10,0,1651,933,490,213,0,13,0
2022-04-11T18:00:00.000Z,1278,826,250,198,0,2,0,659,560,88,0,0,10,0,1937,1386,338,198,0,13,0
2022-04-11T20:00:00.000Z,922,434,232,150,0,2,101,619,368,238,0,0,11,0,1542,804,470,150,0,14,101
2022-04-11T22:00:00.000Z,1246,206,782,68,0,2,185,348,189,148,0,0,10,0,1594,396,930,68,0,13,185
2022-04-12T00:00:00.000Z,912,157,579,35,0,2,135,422,143,269,0,0,9,0,1334,301,848,35,0,12,135
2022-04-12T02:00:00.000Z,1124,493,555,35,0,2,37,445,368,66,0,0,10,0,1569,861,621,35,0,13,37
2022-04-12T04:00:00.000Z,1070,561,207,281,0,2,16,578,469,98,0,0,10,0,1648,1031,304,281,0,12,16
2022-04-12T06:00:00.000Z,7433,3260,1862,2305,0,2,0,2078,1842,224,0,0,11,0,9511,5103,2086,2305,0,13,0
2022-04-12T08:00:00.000Z,6786,2853,2187,1742,0,2,0,2446,2143,292,0,0,10,0,9233,4998,2478,1742,0,13,0
2022-04-12T10:00:00.000Z,4865,2507,897,1456,0,2,0,2628,2077,540,0,0,10,0,7494,4585,1437,1456,0,13,0
2022-04-12T12:00:00.000Z,5182,2193,1604,1381,0,2,0,1771,1571,189,0,0,10,0,6954,3765,1793,1381,0,13,0
2022-04-12T14:00:00.000Z,1893,849,456,583,0,2,0,819,586,222,0,0,10,0,2712,1436,678,583,0,12,0
2022-04-12T16:00:00.000Z,2469,942,854,669,0,2,0,532,420,100,0,0,10,0,3002,1363,955,669,0,13,0
2022-04-12T18:00:00.000Z,1561,857,495,205,0,2,0,628,524,94,0,0,10,0,2190,1382,588,205,0,13,0
2022-04-12T20:00:00.000Z,1603,533,561,369,0,2,135,414,311,91,0,0,11,0,2017,844,653,369,0,14,135
2022-04-12T22:00:00.000Z,952,191,388,68,0,2,300,355,168,175,0,0,11,0,1309,360,564,68,0,14,300
2022-04-13T00:00:00.000Z,1610,154,1289,46,0,2,116,423,129,282,0,0,10,0,2034,284,1572,46,0,13,116
2022-04-13T02:00:00.000Z,1084,479,557,42,0,2,0,429,349,68,0,0,11,0,1514,829,626,42,0,14,0
2022-04-13T04:00:00.000Z,2130,566,1282,277,0,2,0,597,476,110,0,0,10,0,2727,1043,1392,277,0,13,0
2022-04-13T06:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
2022-04-13T08:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
