Time,Data receive rate for S_n4,Data transmit rate for S_n4,Usage for S_n4
2022-03-18T14:00:00.000Z,4301,7990,12291
2022-03-18T16:00:00.000Z,1566,1436,3002
2022-03-18T18:00:00.000Z,570,2358,2928
2022-03-18T20:00:00.000Z,425,2122,2548
2022-03-18T22:00:00.000Z,792,1990,2783
2022-03-19T00:00:00.000Z,153,807,961
2022-03-19T02:00:00.000Z,96,439,535
2022-03-19T04:00:00.000Z,213,1493,1706
2022-03-19T06:00:00.000Z,523,547,1070
2022-03-19T08:00:00.000Z,637,942,1581
2022-03-19T10:00:00.000Z,823,1208,2031
2022-03-19T12:00:00.000Z,731,1142,1874
2022-03-19T14:00:00.000Z,725,653,1379
2022-03-19T16:00:00.000Z,598,1138,1736
2022-03-19T18:00:00.000Z,370,2268,2639
2022-03-19T20:00:00.000Z,510,2552,3063
2022-03-19T22:00:00.000Z,498,2219,2717
2022-03-20T00:00:00.000Z,118,1464,1583
2022-03-20T02:00:00.000Z,92,601,694
2022-03-20T04:00:00.000Z,99,316,415
2022-03-20T06:00:00.000Z,406,412,818
2022-03-20T08:00:00.000Z,476,640,1117
2022-03-20T10:00:00.000Z,717,698,1416
2022-03-20T12:00:00.000Z,571,716,1288
2022-03-20T14:00:00.000Z,641,1195,1837
2022-03-20T16:00:00.000Z,796,761,1558
2022-03-20T18:00:00.000Z,775,2300,3075
2022-03-20T20:00:00.000Z,753,1382,2136
2022-03-20T22:00:00.000Z,772,2893,3666
2022-03-21T00:00:00.000Z,341,1143,1485
2022-03-21T02:00:00.000Z,147,1119,1267
2022-03-21T04:00:00.000Z,410,763,1174
2022-03-21T06:00:00.000Z,4081,6095,10178
2022-03-21T08:00:00.000Z,10623,13745,24368
2022-03-21T10:00:00.000Z,10160,10372,20533
2022-03-21T12:00:00.000Z,9868,13980,23849
2022-03-21T14:00:00.000Z,5086,8162,13248
2022-03-21T16:00:00.000Z,1832,1787,3619
2022-03-21T18:00:00.000Z,829,3596,4426
2022-03-21T20:00:00.000Z,526,1771,2298
2022-03-21T22:00:00.000Z,344,1580,1924
2022-03-22T00:00:00.000Z,409,409,819
2022-03-22T02:00:00.000Z,309,1459,1769
2022-03-22T04:00:00.000Z,163,359,523
2022-03-22T06:00:00.000Z,2116,2639,4756
2022-03-22T08:00:00.000Z,4761,8645,13407
2022-03-22T10:00:00.000Z,27887,5304,33192
2022-03-22T12:00:00.000Z,27916,4898,32814
2022-03-22T14:00:00.000Z,14140,3203,17344
2022-03-22T16:00:00.000Z,734,1052,1787
2022-03-22T18:00:00.000Z,435,2155,2592
2022-03-22T20:00:00.000Z,8112,1651,9763
2022-03-22T22:00:00.000Z,15854,1655,17510
2022-03-23T00:00:00.000Z,160,574,734
2022-03-23T02:00:00.000Z,127,1094,1222
2022-03-23T04:00:00.000Z,216,767,984
2022-03-23T06:00:00.000Z,2199,2998,5198
2022-03-23T08:00:00.000Z,4896,5904,10800
2022-03-23T10:00:00.000Z,5594,5001,10597
2022-03-23T12:00:00.000Z,6136,6888,13026
2022-03-23T14:00:00.000Z,79214,3728,82944
2022-03-23T16:00:00.000Z,1028,1127,2156
2022-03-23T18:00:00.000Z,624,2091,2716
2022-03-23T20:00:00.000Z,521,2568,3090
2022-03-23T22:00:00.000Z,983,14260,15244
2022-03-24T00:00:00.000Z,52787,1431,54219
2022-03-24T02:00:00.000Z,54911,1009,55920
2022-03-24T04:00:00.000Z,11492,19553,31046
2022-03-24T06:00:00.000Z,3670,7839,11509
2022-03-24T08:00:00.000Z,31600,10021,41622
2022-03-24T10:00:00.000Z,56690,10245,66936
2022-03-24T12:00:00.000Z,6884,6262,13146
2022-03-24T14:00:00.000Z,3414,2381,5795
2022-03-24T16:00:00.000Z,1036,1402,2439
2022-03-24T18:00:00.000Z,689,2205,2895
2022-03-24T20:00:00.000Z,558,2011,2570
2022-03-24T22:00:00.000Z,822,1721,2544
2022-03-25T00:00:00.000Z,65372,705,66077
2022-03-25T02:00:00.000Z,53154,24312,77468
2022-03-25T04:00:00.000Z,1093,58163,59257
2022-03-25T06:00:00.000Z,3773,65209,68983
2022-03-25T08:00:00.000Z,5544,9747,15292
2022-03-25T10:00:00.000Z,5652,6796,12449
2022-03-25T12:00:00.000Z,5226,7088,12315
2022-03-25T14:00:00.000Z,2353,3124,5478
2022-03-25T16:00:00.000Z,784,1096,1881
2022-03-25T18:00:00.000Z,576,2792,3369
2022-03-25T20:00:00.000Z,497,1733,2230
2022-03-25T22:00:00.000Z,622,1527,2150
2022-03-26T00:00:00.000Z,390,24988,25379
2022-03-26T02:00:00.000Z,541,30175,30717
2022-03-26T04:00:00.000Z,1650,69052,70702
2022-03-26T06:00:00.000Z,1862,83857,85720
2022-03-26T08:00:00.000Z,690,13661,14351
2022-03-26T10:00:00.000Z,360,512,873
2022-03-26T12:00:00.000Z,1083,483,1567
2022-03-26T14:00:00.000Z,256,406,664
2022-03-26T16:00:00.000Z,171,432,604
2022-03-26T18:00:00.000Z,320,1687,2008
2022-03-26T20:00:00.000Z,411,2187,2599
2022-03-26T22:00:00.000Z,518,1657,2176
2022-03-27T00:00:00.000Z,407,4235,4643
2022-03-27T02:00:00.000Z,122,301,423
2022-03-27T04:00:00.000Z,399,358,758
2022-03-27T06:00:00.000Z,213,449,662
2022-03-27T08:00:00.000Z,660,420,1081
2022-03-27T10:00:00.000Z,520,465,985
2022-03-27T12:00:00.000Z,345,453,799
2022-03-27T14:00:00.000Z,1131,485,1617
2022-03-27T16:00:00.000Z,339,534,874
2022-03-27T18:00:00.000Z,374,1700,2075
2022-03-27T20:00:00.000Z,763,2905,3669
2022-03-27T22:00:00.000Z,14999,5317,20316
2022-03-28T00:00:00.000Z,80797,1282,82080
2022-03-28T02:00:00.000Z,24801,696,25497
2022-03-28T04:00:00.000Z,716,1227,1945
2022-03-28T06:00:00.000Z,4036,5429,9466
2022-03-28T08:00:00.000Z,6679,4552,11233
2022-03-28T10:00:00.000Z,5485,4102,9587
2022-03-28T12:00:00.000Z,2872,4327,7200
2022-03-28T14:00:00.000Z,798,1343,2142
2022-03-28T16:00:00.000Z,413,1098,1512
2022-03-28T18:00:00.000Z,819,2517,3337
2022-03-28T20:00:00.000Z,696,3070,3767
2022-03-28T22:00:00.000Z,13447,1516,14965
2022-03-29T00:00:00.000Z,86383,8811,95196
2022-03-29T02:00:00.000Z,21678,688,22367
2022-03-29T04:00:00.000Z,617,938,1555
2022-03-29T06:00:00.000Z,2855,4001,6857
2022-03-29T08:00:00.000Z,4255,6683,10939
2022-03-29T10:00:00.000Z,3659,7941,11600
2022-03-29T12:00:00.000Z,3007,4684,7692
2022-03-29T14:00:00.000Z,5201,1826,7028
2022-03-29T16:00:00.000Z,1364,1770,3135
2022-03-29T18:00:00.000Z,337,1345,1683
2022-03-29T20:00:00.000Z,573,3085,3658
2022-03-29T22:00:00.000Z,384,5932,6317
2022-03-30T00:00:00.000Z,89,1094,1184
2022-03-30T02:00:00.000Z,183,672,855
2022-03-30T04:00:00.000Z,487,791,1279
2022-03-30T06:00:00.000Z,3162,4341,7504
2022-03-30T08:00:00.000Z,3522,4690,8213
2022-03-30T10:00:00.000Z,3109,4437,7546
2022-03-30T12:00:00.000Z,80683,6319,87003
2022-03-30T14:00:00.000Z,1149,4810,5960
2022-03-30T16:00:00.000Z,503,1463,1967
2022-03-30T18:00:00.000Z,458,1360,1818
2022-03-30T20:00:00.000Z,716,10741,11458
2022-03-30T22:00:00.000Z,12360,9268,21629
2022-03-31T00:00:00.000Z,71814,1021,72835
2022-03-31T02:00:00.000Z,32654,821,33476
2022-03-31T04:00:00.000Z,539,1671,2211
2022-03-31T06:00:00.000Z,3503,6437,9941
2022-03-31T08:00:00.000Z,4513,5287,9800
2022-03-31T10:00:00.000Z,3803,4618,8422
2022-03-31T12:00:00.000Z,3130,5967,9097
2022-03-31T14:00:00.000Z,947,1357,2305
2022-03-31T16:00:00.000Z,612,1243,1856
2022-03-31T18:00:00.000Z,689,1564,2254
2022-03-31T20:00:00.000Z,594,2496,3090
2022-03-31T22:00:00.000Z,12741,5268,18010
2022-04-01T00:00:00.000Z,86299,1332,87632
2022-04-01T02:00:00.000Z,19896,676,20573
2022-04-01T04:00:00.000Z,722,1122,1844
2022-04-01T06:00:00.000Z,3507,3897,7404
2022-04-01T08:00:00.000Z,5301,4655,9957
2022-04-01T10:00:00.000Z,4808,8593,13402
2022-04-01T12:00:00.000Z,3126,5475,8601
2022-04-01T14:00:00.000Z,963,1782,2745
2022-04-01T16:00:00.000Z,457,947,1405
2022-04-01T18:00:00.000Z,506,1465,1972
2022-04-01T20:00:00.000Z,459,1851,2310
2022-04-01T22:00:00.000Z,409,1502,1911
2022-04-02T00:00:00.000Z,420,4116,4536
2022-04-02T02:00:00.000Z,228,1071,1300
2022-04-02T04:00:00.000Z,1271,614,1886
2022-04-02T06:00:00.000Z,285,449,735
2022-04-02T08:00:00.000Z,337,509,847
2022-04-02T10:00:00.000Z,934,533,1467
2022-04-02T12:00:00.000Z,332,509,842
2022-04-02T14:00:00.000Z,239,414,655
2022-04-02T16:00:00.000Z,310,455,766
2022-04-02T18:00:00.000Z,194,890,1084
2022-04-02T20:00:00.000Z,562,2261,2823
2022-04-02T22:00:00.000Z,214,1469,1684
2022-04-03T00:00:00.000Z,461,627,1089
2022-04-03T02:00:00.000Z,158,1038,1197
2022-04-03T04:00:00.000Z,370,282,653
2022-04-03T06:00:00.000Z,156,440,597
2022-04-03T08:00:00.000Z,440,554,994
2022-04-03T10:00:00.000Z,1102,615,1717
2022-04-03T12:00:00.000Z,419,577,997
2022-04-03T14:00:00.000Z,478,586,1064
2022-04-03T16:00:00.000Z,524,638,1163
2022-04-03T18:00:00.000Z,503,1088,1592
2022-04-03T20:00:00.000Z,707,1197,1905
2022-04-03T22:00:00.000Z,11909,3036,14946
2022-04-04T00:00:00.000Z,61454,506,61960
2022-04-04T02:00:00.000Z,43398,1460,44859
2022-04-04T04:00:00.000Z,773,1057,1831
2022-04-04T06:00:00.000Z,5161,5922,11083
2022-04-04T08:00:00.000Z,6977,9344,16321
2022-04-04T10:00:00.000Z,6524,8559,15084
2022-04-04T12:00:00.000Z,5920,6356,12276
2022-04-04T14:00:00.000Z,1531,1512,3043
2022-04-04T16:00:00.000Z,634,1338,1973
2022-04-04T18:00:00.000Z,617,2223,2841
2022-04-04T20:00:00.000Z,958,2702,3661
2022-04-04T22:00:00.000Z,526,1210,1737
2022-04-05T00:00:00.000Z,98,405,504
2022-04-05T02:00:00.000Z,136,1190,1327
2022-04-05T04:00:00.000Z,827,1483,2310
2022-04-05T06:00:00.000Z,5384,6804,12188
2022-04-05T08:00:00.000Z,6833,8071,14905
2022-04-05T10:00:00.000Z,6617,8762,15380
2022-04-05T12:00:00.000Z,4967,5915,10883
2022-04-05T14:00:00.000Z,1442,1658,3100
2022-04-05T16:00:00.000Z,859,1870,2730
2022-04-05T18:00:00.000Z,903,1966,2870
2022-04-05T20:00:00.000Z,609,2456,3066
2022-04-05T22:00:00.000Z,455,2390,2846
2022-04-06T00:00:00.000Z,285,2446,2731
2022-04-06T02:00:00.000Z,151,402,553
2022-04-06T04:00:00.000Z,613,2007,2619
2022-04-06T06:00:00.000Z,8234,7584,15819
2022-04-06T08:00:00.000Z,97632,11279,108911
2022-04-06T10:00:00.000Z,34915,7646,42562
2022-04-06T12:00:00.000Z,5775,8802,14577
2022-04-06T14:00:00.000Z,2191,4280,6472
2022-04-06T16:00:00.000Z,641,2122,2764
2022-04-06T18:00:00.000Z,474,1632,2107
2022-04-06T20:00:00.000Z,651,2678,3330
2022-04-06T22:00:00.000Z,25592,1499,27092
2022-04-07T00:00:00.000Z,79579,499,80079
2022-04-07T02:00:00.000Z,14386,1145,15532
2022-04-07T04:00:00.000Z,797,1721,2519
2022-04-07T06:00:00.000Z,5693,10664,16358
2022-04-07T08:00:00.000Z,7004,9989,16993
2022-04-07T10:00:00.000Z,7227,9559,16787
2022-04-07T12:00:00.000Z,5767,7398,13166
2022-04-07T14:00:00.000Z,1688,2071,3759
2022-04-07T16:00:00.000Z,601,1049,1651
2022-04-07T18:00:00.000Z,663,1425,2088
2022-04-07T20:00:00.000Z,695,2111,2807
2022-04-07T22:00:00.000Z,25064,1985,27050
2022-04-08T00:00:00.000Z,78224,800,79025
2022-04-08T02:00:00.000Z,16698,1158,17856
2022-04-08T04:00:00.000Z,1131,1526,2659
2022-04-08T06:00:00.000Z,5445,9332,14777
2022-04-08T08:00:00.000Z,7472,10691,18164
2022-04-08T10:00:00.000Z,7588,10483,18071
2022-04-08T12:00:00.000Z,5697,5783,11481
2022-04-08T14:00:00.000Z,1472,1519,2992
2022-04-08T16:00:00.000Z,1109,1106,2216
2022-04-08T18:00:00.000Z,645,1528,2174
2022-04-08T20:00:00.000Z,417,2331,2749
2022-04-08T22:00:00.000Z,461,1724,2185
2022-04-09T00:00:00.000Z,1188,470,1659
2022-04-09T02:00:00.000Z,894,19429,20323
2022-04-09T04:00:00.000Z,2012,1895,3907
2022-04-09T06:00:00.000Z,343,1143,1487
2022-04-09T08:00:00.000Z,490,713,1203
2022-04-09T10:00:00.000Z,601,619,1221
2022-04-09T12:00:00.000Z,1027,773,1800
2022-04-09T14:00:00.000Z,310,562,873
2022-04-09T16:00:00.000Z,304,475,780
2022-04-09T18:00:00.000Z,330,1161,1491
2022-04-09T20:00:00.000Z,370,2870,3241
2022-04-09T22:00:00.000Z,641,12761,13403
2022-04-10T00:00:00.000Z,1336,307,1644
2022-04-10T02:00:00.000Z,79,1045,1125
2022-04-10T04:00:00.000Z,539,629,1168
2022-04-10T06:00:00.000Z,335,400,736
2022-04-10T08:00:00.000Z,392,554,946
2022-04-10T10:00:00.000Z,1016,598,1614
2022-04-10T12:00:00.000Z,345,568,913
2022-04-10T14:00:00.000Z,397,543,941
2022-04-10T16:00:00.000Z,506,751,1258
2022-04-10T18:00:00.000Z,477,1254,1731
2022-04-10T20:00:00.000Z,777,1405,2183
2022-04-10T22:00:00.000Z,20633,3336,23971
2022-04-11T00:00:00.000Z,80499,449,80948
2022-04-11T02:00:00.000Z,19824,1169,20994
2022-04-11T04:00:00.000Z,782,1837,2620
2022-04-11T06:00:00.000Z,6245,10202,16447
2022-04-11T08:00:00.000Z,9317,14540,23859
2022-04-11T10:00:00.000Z,9155,11035,20191
2022-04-11T12:00:00.000Z,7121,12434,19555
2022-04-11T14:00:00.000Z,2437,2686,5124
2022-04-11T16:00:00.000Z,1242,2209,3452
2022-04-11T18:00:00.000Z,1232,10636,11869
2022-04-11T20:00:00.000Z,751,2426,3178
2022-04-11T22:00:00.000Z,410,2896,3307
2022-04-12T00:00:00.000Z,2303,383,2686
2022-04-12T02:00:00.000Z,1377,1206,2584
2022-04-12T04:00:00.000Z,2038,1518,3557
2022-04-12T06:00:00.000Z,7410,8829,16240
2022-04-12T08:00:00.000Z,9415,12708,22124
2022-04-12T10:00:00.000Z,9899,11923,21822
2022-04-12T12:00:00.000Z,6906,8030,14936
2022-04-12T14:00:00.000Z,1907,3826,5734
2022-04-12T16:00:00.000Z,1053,1957,3011
2022-04-12T18:00:00.000Z,1036,2319,3356
2022-04-12T20:00:00.000Z,633,2350,2983
2022-04-12T22:00:00.000Z,22772,6107,28880
2022-04-13T00:00:00.000Z,82893,468,83362
2022-04-13T02:00:00.000Z,17822,400,18223
2022-04-13T04:00:00.000Z,951,2061,3013
2022-04-13T06:00:00.000Z,6470,7668,14139
2022-04-13T08:00:00.000Z,,,
2022-04-13T10:00:00.000Z,,,
