Time,Data receive rate for S_n2,Data transmit rate for S_n2,Usage for S_n2
2022-03-19T02:00:00.000Z,271,11735,12007
2022-03-19T04:00:00.000Z,291,323,615
2022-03-19T06:00:00.000Z,1351,700,2052
2022-03-19T08:00:00.000Z,1629,1221,2850
2022-03-19T10:00:00.000Z,2291,1367,3659
2022-03-19T12:00:00.000Z,1716,1342,3059
2022-03-19T14:00:00.000Z,1760,1090,2851
2022-03-19T16:00:00.000Z,1556,984,2540
2022-03-19T18:00:00.000Z,783,5554,6337
2022-03-19T20:00:00.000Z,889,973,1863
2022-03-19T22:00:00.000Z,757,261,1018
2022-03-20T00:00:00.000Z,227,7835,8062
2022-03-20T02:00:00.000Z,94,2683,2777
2022-03-20T04:00:00.000Z,177,92,270
2022-03-20T06:00:00.000Z,1000,536,1537
2022-03-20T08:00:00.000Z,1305,1219,2525
2022-03-20T10:00:00.000Z,1802,1433,3235
2022-03-20T12:00:00.000Z,1516,1225,2741
2022-03-20T14:00:00.000Z,1742,1501,3244
2022-03-20T16:00:00.000Z,2005,1677,3683
2022-03-20T18:00:00.000Z,1889,5705,7594
2022-03-20T20:00:00.000Z,1788,1511,3300
2022-03-20T22:00:00.000Z,1476,771,2247
2022-03-21T00:00:00.000Z,555,3409,3965
2022-03-21T02:00:00.000Z,128,165,293
2022-03-21T04:00:00.000Z,1043,629,1673
2022-03-21T06:00:00.000Z,10339,10852,21192
2022-03-21T08:00:00.000Z,25292,36883,62176
2022-03-21T10:00:00.000Z,24259,34940,59199
2022-03-21T12:00:00.000Z,24101,31647,55749
2022-03-21T14:00:00.000Z,10331,13353,23685
2022-03-21T16:00:00.000Z,3455,3861,7316
2022-03-21T18:00:00.000Z,1875,13007,14882
2022-03-21T20:00:00.000Z,1446,2259,3706
2022-03-21T22:00:00.000Z,546,304,851
2022-03-22T00:00:00.000Z,443,9079,9523
2022-03-22T02:00:00.000Z,312,367,679
2022-03-22T04:00:00.000Z,314,302,616
2022-03-22T06:00:00.000Z,5085,9008,14093
2022-03-22T08:00:00.000Z,12309,19732,32042
2022-03-22T10:00:00.000Z,11619,43522,55141
2022-03-22T12:00:00.000Z,11340,46036,57376
2022-03-22T14:00:00.000Z,6691,27920,34612
2022-03-22T16:00:00.000Z,1762,5273,7035
2022-03-22T18:00:00.000Z,1100,8612,9712
2022-03-22T20:00:00.000Z,766,12311,13078
2022-03-22T22:00:00.000Z,982,19573,20555
2022-03-23T00:00:00.000Z,257,13036,13294
2022-03-23T02:00:00.000Z,111,3459,3570
2022-03-23T04:00:00.000Z,459,350,810
2022-03-23T06:00:00.000Z,5233,7584,12817
2022-03-23T08:00:00.000Z,12079,18759,30839
2022-03-23T10:00:00.000Z,11257,18697,29954
2022-03-23T12:00:00.000Z,9834,17139,26974
2022-03-23T14:00:00.000Z,10795,22140,32936
2022-03-23T16:00:00.000Z,1559,8435,9995
2022-03-23T18:00:00.000Z,1405,5041,6447
2022-03-23T20:00:00.000Z,1177,1010,2188
2022-03-23T22:00:00.000Z,1261,2907,4169
2022-03-24T00:00:00.000Z,702,13435,14138
2022-03-24T02:00:00.000Z,311,22820,23132
2022-03-24T04:00:00.000Z,873,21788,22661
2022-03-24T06:00:00.000Z,8891,36999,45890
2022-03-24T08:00:00.000Z,15688,26836,42525
2022-03-24T10:00:00.000Z,16800,37871,54671
2022-03-24T12:00:00.000Z,13007,25823,38830
2022-03-24T14:00:00.000Z,7724,8866,16591
2022-03-24T16:00:00.000Z,2552,2312,4864
2022-03-24T18:00:00.000Z,1590,4768,6359
2022-03-24T20:00:00.000Z,1233,13175,14408
2022-03-24T22:00:00.000Z,1516,29899,31416
2022-03-25T00:00:00.000Z,288,10664,10953
2022-03-25T02:00:00.000Z,222,8573,8796
2022-03-25T04:00:00.000Z,628,578,1206
2022-03-25T06:00:00.000Z,7805,9562,17369
2022-03-25T08:00:00.000Z,13161,20047,33208
2022-03-25T10:00:00.000Z,13320,30942,44262
2022-03-25T12:00:00.000Z,12247,71599,83847
2022-03-25T14:00:00.000Z,5744,60851,66596
2022-03-25T16:00:00.000Z,1927,6131,8059
2022-03-25T18:00:00.000Z,1383,5031,6414
2022-03-25T20:00:00.000Z,766,1062,1828
2022-03-25T22:00:00.000Z,789,304,1093
2022-03-26T00:00:00.000Z,281,18343,18624
2022-03-26T02:00:00.000Z,167,9071,9238
2022-03-26T04:00:00.000Z,326,142,469
2022-03-26T06:00:00.000Z,680,373,1054
2022-03-26T08:00:00.000Z,1133,572,1706
2022-03-26T10:00:00.000Z,849,640,1490
2022-03-26T12:00:00.000Z,1081,398,1480
2022-03-26T14:00:00.000Z,606,422,1030
2022-03-26T16:00:00.000Z,380,462,842
2022-03-26T18:00:00.000Z,651,4489,5140
2022-03-26T20:00:00.000Z,556,694,1250
2022-03-26T22:00:00.000Z,689,269,959
2022-03-27T00:00:00.000Z,105,2726,2832
2022-03-27T02:00:00.000Z,67,103,171
2022-03-27T04:00:00.000Z,124,149,274
2022-03-27T06:00:00.000Z,472,302,775
2022-03-27T08:00:00.000Z,812,793,1606
2022-03-27T10:00:00.000Z,936,750,1687
2022-03-27T12:00:00.000Z,867,682,1550
2022-03-27T14:00:00.000Z,742,1264,2007
2022-03-27T16:00:00.000Z,642,722,1364
2022-03-27T18:00:00.000Z,1020,4805,5825
2022-03-27T20:00:00.000Z,1057,858,1916
2022-03-27T22:00:00.000Z,4526,381,4908
2022-03-28T00:00:00.000Z,163,7378,7542
2022-03-28T02:00:00.000Z,70,136,207
2022-03-28T04:00:00.000Z,1618,1706,3325
2022-03-28T06:00:00.000Z,9872,13183,23056
2022-03-28T08:00:00.000Z,9174,9997,19172
2022-03-28T10:00:00.000Z,9569,7640,17210
2022-03-28T12:00:00.000Z,7256,12207,19464
2022-03-28T14:00:00.000Z,1940,2171,4113
2022-03-28T16:00:00.000Z,859,902,1761
2022-03-28T18:00:00.000Z,1053,10911,11964
2022-03-28T20:00:00.000Z,934,807,1742
2022-03-28T22:00:00.000Z,364,443,808
2022-03-29T00:00:00.000Z,139,10886,11026
2022-03-29T02:00:00.000Z,46,77,124
2022-03-29T04:00:00.000Z,1302,1436,2739
2022-03-29T06:00:00.000Z,6943,9083,16026
2022-03-29T08:00:00.000Z,9994,20281,30275
2022-03-29T10:00:00.000Z,8265,15747,24013
2022-03-29T12:00:00.000Z,6655,10258,16914
2022-03-29T14:00:00.000Z,1885,9168,11054
2022-03-29T16:00:00.000Z,1150,4098,5248
2022-03-29T18:00:00.000Z,928,3876,4805
2022-03-29T20:00:00.000Z,878,943,1822
2022-03-29T22:00:00.000Z,406,364,771
2022-03-30T00:00:00.000Z,79,8341,8421
2022-03-30T02:00:00.000Z,140,1941,2082
2022-03-30T04:00:00.000Z,1085,1519,2605
2022-03-30T06:00:00.000Z,7072,11941,19014
2022-03-30T08:00:00.000Z,8349,15304,23654
2022-03-30T10:00:00.000Z,7185,12981,20167
2022-03-30T12:00:00.000Z,6891,20554,27445
2022-03-30T14:00:00.000Z,2221,6755,8978
2022-03-30T16:00:00.000Z,1027,1649,2677
2022-03-30T18:00:00.000Z,1039,2945,3984
2022-03-30T20:00:00.000Z,872,795,1668
2022-03-30T22:00:00.000Z,533,464,998
2022-03-31T00:00:00.000Z,86,6683,6770
2022-03-31T02:00:00.000Z,100,97,197
2022-03-31T04:00:00.000Z,1294,1464,2759
2022-03-31T06:00:00.000Z,8876,11309,20185
2022-03-31T08:00:00.000Z,11622,13481,25104
2022-03-31T10:00:00.000Z,8477,11587,20064
2022-03-31T12:00:00.000Z,8711,8653,17364
2022-03-31T14:00:00.000Z,2229,2285,4514
2022-03-31T16:00:00.000Z,1411,1184,2595
2022-03-31T18:00:00.000Z,1707,3383,5091
2022-03-31T20:00:00.000Z,873,4206,5080
2022-03-31T22:00:00.000Z,1181,2255,3437
2022-04-01T00:00:00.000Z,117,8856,8973
2022-04-01T02:00:00.000Z,101,1951,2052
2022-04-01T04:00:00.000Z,1599,1510,3110
2022-04-01T06:00:00.000Z,8600,12292,20894
2022-04-01T08:00:00.000Z,13609,14904,28514
2022-04-01T10:00:00.000Z,22044,23612,45657
2022-04-01T12:00:00.000Z,8102,13217,21320
2022-04-01T14:00:00.000Z,2066,2788,4854
2022-04-01T16:00:00.000Z,1008,1327,2336
2022-04-01T18:00:00.000Z,740,3319,4060
2022-04-01T20:00:00.000Z,595,709,1305
2022-04-01T22:00:00.000Z,468,228,696
2022-04-02T00:00:00.000Z,236,17385,17621
2022-04-02T02:00:00.000Z,122,84,207
2022-04-02T04:00:00.000Z,246,168,415
2022-04-02T06:00:00.000Z,503,426,930
2022-04-02T08:00:00.000Z,717,721,1438
2022-04-02T10:00:00.000Z,848,736,1584
2022-04-02T12:00:00.000Z,598,647,1245
2022-04-02T14:00:00.000Z,565,633,1199
2022-04-02T16:00:00.000Z,550,468,1019
2022-04-02T18:00:00.000Z,477,1976,2454
2022-04-02T20:00:00.000Z,836,693,1530
2022-04-02T22:00:00.000Z,296,203,500
2022-04-03T00:00:00.000Z,349,27096,27445
2022-04-03T02:00:00.000Z,123,2907,3031
2022-04-03T04:00:00.000Z,134,160,294
2022-04-03T06:00:00.000Z,320,434,754
2022-04-03T08:00:00.000Z,977,813,1791
2022-04-03T10:00:00.000Z,981,819,1800
2022-04-03T12:00:00.000Z,855,792,1648
2022-04-03T14:00:00.000Z,734,890,1625
2022-04-03T16:00:00.000Z,903,953,1857
2022-04-03T18:00:00.000Z,1125,2576,3702
2022-04-03T20:00:00.000Z,1077,1269,2347
2022-04-03T22:00:00.000Z,295,260,556
2022-04-04T00:00:00.000Z,150,8234,8384
2022-04-04T02:00:00.000Z,122,108,231
2022-04-04T04:00:00.000Z,1593,1857,3450
2022-04-04T06:00:00.000Z,12195,17025,29220
2022-04-04T08:00:00.000Z,16660,22803,39464
2022-04-04T10:00:00.000Z,14979,18974,33954
2022-04-04T12:00:00.000Z,13633,17754,31388
2022-04-04T14:00:00.000Z,3647,3788,7436
2022-04-04T16:00:00.000Z,1590,3129,4720
2022-04-04T18:00:00.000Z,1407,12762,14170
2022-04-04T20:00:00.000Z,2052,1305,3358
2022-04-04T22:00:00.000Z,851,480,1331
2022-04-05T00:00:00.000Z,112,7835,7946
2022-04-05T02:00:00.000Z,197,1957,2154
2022-04-05T04:00:00.000Z,1993,2674,4668
2022-04-05T06:00:00.000Z,13404,18055,31459
2022-04-05T08:00:00.000Z,17369,30155,47524
2022-04-05T10:00:00.000Z,15932,41394,57327
2022-04-05T12:00:00.000Z,13141,18105,31246
2022-04-05T14:00:00.000Z,3887,8168,12056
2022-04-05T16:00:00.000Z,2422,3523,5947
2022-04-05T18:00:00.000Z,2367,5367,7735
2022-04-05T20:00:00.000Z,1231,1241,2473
2022-04-05T22:00:00.000Z,597,343,940
2022-04-06T00:00:00.000Z,230,320,551
2022-04-06T02:00:00.000Z,105,4808,4913
2022-04-06T04:00:00.000Z,1689,5885,7575
2022-04-06T06:00:00.000Z,13835,21005,34841
2022-04-06T08:00:00.000Z,20250,29080,49331
2022-04-06T10:00:00.000Z,20083,47717,67800
2022-04-06T12:00:00.000Z,16186,31836,48022
2022-04-06T14:00:00.000Z,3863,9548,13411
2022-04-06T16:00:00.000Z,1731,5896,7628
2022-04-06T18:00:00.000Z,1353,8622,9976
2022-04-06T20:00:00.000Z,1200,5296,6497
2022-04-06T22:00:00.000Z,676,4511,5189
2022-04-07T00:00:00.000Z,157,4820,4977
2022-04-07T02:00:00.000Z,180,12121,12301
2022-04-07T04:00:00.000Z,2025,6700,8726
2022-04-07T06:00:00.000Z,15041,24487,39529
2022-04-07T08:00:00.000Z,18148,24493,42641
2022-04-07T10:00:00.000Z,17010,23639,40651
2022-04-07T12:00:00.000Z,14655,19415,34071
2022-04-07T14:00:00.000Z,4080,8263,12344
2022-04-07T16:00:00.000Z,1529,1786,3316
2022-04-07T18:00:00.000Z,1821,3717,5539
2022-04-07T20:00:00.000Z,1227,1332,2559
2022-04-07T22:00:00.000Z,500,923,1424
2022-04-08T00:00:00.000Z,77,2914,2991
2022-04-08T02:00:00.000Z,185,173,359
2022-04-08T04:00:00.000Z,1917,2899,4817
2022-04-08T06:00:00.000Z,14070,16906,30977
2022-04-08T08:00:00.000Z,18682,24179,42862
2022-04-08T10:00:00.000Z,17642,37393,55035
2022-04-08T12:00:00.000Z,13966,22316,36283
2022-04-08T14:00:00.000Z,3129,4306,7436
2022-04-08T16:00:00.000Z,2658,1575,4234
2022-04-08T18:00:00.000Z,1386,3537,4923
2022-04-08T20:00:00.000Z,600,879,1480
2022-04-08T22:00:00.000Z,416,202,618
2022-04-09T00:00:00.000Z,642,26661,27302
2022-04-09T02:00:00.000Z,133,1913,2047
2022-04-09T04:00:00.000Z,279,302,582
2022-04-09T06:00:00.000Z,799,782,1582
2022-04-09T08:00:00.000Z,1101,1232,2334
2022-04-09T10:00:00.000Z,1505,1609,3115
2022-04-09T12:00:00.000Z,847,1262,2110
2022-04-09T14:00:00.000Z,692,817,1510
2022-04-09T16:00:00.000Z,687,702,1390
2022-04-09T18:00:00.000Z,708,2338,3047
2022-04-09T20:00:00.000Z,589,757,1346
2022-04-09T22:00:00.000Z,547,273,820
2022-04-10T00:00:00.000Z,231,10393,10626
2022-04-10T02:00:00.000Z,92,97,190
2022-04-10T04:00:00.000Z,253,219,473
2022-04-10T06:00:00.000Z,604,536,1141
2022-04-10T08:00:00.000Z,914,952,1866
2022-04-10T10:00:00.000Z,911,998,1909
2022-04-10T12:00:00.000Z,836,920,1757
2022-04-10T14:00:00.000Z,1050,958,2008
2022-04-10T16:00:00.000Z,1074,1059,2133
2022-04-10T18:00:00.000Z,1132,2830,3963
2022-04-10T20:00:00.000Z,1503,1092,2597
2022-04-10T22:00:00.000Z,465,387,852
2022-04-11T00:00:00.000Z,188,7513,7701
2022-04-11T02:00:00.000Z,182,87,270
2022-04-11T04:00:00.000Z,1990,2508,4498
2022-04-11T06:00:00.000Z,15717,25627,41345
2022-04-11T08:00:00.000Z,21904,36224,58128
2022-04-11T10:00:00.000Z,20330,35523,55854
2022-04-11T12:00:00.000Z,17608,31851,49460
2022-04-11T14:00:00.000Z,4386,11192,15579
2022-04-11T16:00:00.000Z,3248,4540,7789
2022-04-11T18:00:00.000Z,3047,9975,13023
2022-04-11T20:00:00.000Z,1570,1388,2958
2022-04-11T22:00:00.000Z,502,352,854
2022-04-12T00:00:00.000Z,285,8993,9278
2022-04-12T02:00:00.000Z,161,1222,1384
2022-04-12T04:00:00.000Z,2293,2641,4934
2022-04-12T06:00:00.000Z,16041,21402,37443
2022-04-12T08:00:00.000Z,20410,28461,48872
2022-04-12T10:00:00.000Z,19846,38294,58141
2022-04-12T12:00:00.000Z,15724,24199,39924
2022-04-12T14:00:00.000Z,4340,5545,9886
2022-04-12T16:00:00.000Z,2659,2508,5168
2022-04-12T18:00:00.000Z,2305,5152,7458
2022-04-12T20:00:00.000Z,1609,1814,3424
2022-04-12T22:00:00.000Z,654,466,1120
2022-04-13T00:00:00.000Z,316,8754,9071
2022-04-13T02:00:00.000Z,131,1983,2115
2022-04-13T04:00:00.000Z,2197,2901,5099
2022-04-13T06:00:00.000Z,15812,20885,36697
2022-04-13T08:00:00.000Z,,,
2022-04-13T10:00:00.000Z,,,
