Time,Data receive rate for S_n3,Data transmit rate for S_n3,Usage for S_n3
2022-03-18T12:00:00.000Z,26556,41587,68144
2022-03-18T14:00:00.000Z,13848,14812,28661
2022-03-18T16:00:00.000Z,4684,15873,20557
2022-03-18T18:00:00.000Z,3387,2209,5597
2022-03-18T20:00:00.000Z,2641,1782,4424
2022-03-18T22:00:00.000Z,2534,3391,5926
2022-03-19T00:00:00.000Z,2144,732,2877
2022-03-19T02:00:00.000Z,2075,666,2742
2022-03-19T04:00:00.000Z,2397,30216,32615
2022-03-19T06:00:00.000Z,2623,4172,6796
2022-03-19T08:00:00.000Z,3243,2492,5736
2022-03-19T10:00:00.000Z,2858,4919,7778
2022-03-19T12:00:00.000Z,2966,2729,5695
2022-03-19T14:00:00.000Z,2682,4927,7609
2022-03-19T16:00:00.000Z,2332,3613,5946
2022-03-19T18:00:00.000Z,2185,1713,3898
2022-03-19T20:00:00.000Z,2078,5523,7603
2022-03-19T22:00:00.000Z,2072,1705,3777
2022-03-20T00:00:00.000Z,1997,1364,3362
2022-03-20T02:00:00.000Z,1900,381,2281
2022-03-20T04:00:00.000Z,1747,667,2415
2022-03-20T06:00:00.000Z,1952,3376,5329
2022-03-20T08:00:00.000Z,2259,2465,4724
2022-03-20T10:00:00.000Z,2464,3133,5598
2022-03-20T12:00:00.000Z,2463,2549,5013
2022-03-20T14:00:00.000Z,2805,3253,6059
2022-03-20T16:00:00.000Z,2560,4681,7241
2022-03-20T18:00:00.000Z,2444,3544,5988
2022-03-20T20:00:00.000Z,2436,3806,6243
2022-03-20T22:00:00.000Z,2495,1115,3611
2022-03-21T00:00:00.000Z,1969,1194,3163
2022-03-21T02:00:00.000Z,1691,1640,3332
2022-03-21T04:00:00.000Z,2018,2973,4992
2022-03-21T06:00:00.000Z,9027,9522,18549
2022-03-21T08:00:00.000Z,21521,19902,41424
2022-03-21T10:00:00.000Z,20429,21236,41666
2022-03-21T12:00:00.000Z,20027,23551,43580
2022-03-21T14:00:00.000Z,13265,10206,23472
2022-03-21T16:00:00.000Z,4206,5955,10162
2022-03-21T18:00:00.000Z,3224,3573,6797
2022-03-21T20:00:00.000Z,1302,3283,4586
2022-03-21T22:00:00.000Z,1604,1120,2724
2022-03-22T00:00:00.000Z,1739,10423,12163
2022-03-22T02:00:00.000Z,1865,19877,21742
2022-03-22T04:00:00.000Z,1654,1012,2666
2022-03-22T06:00:00.000Z,6978,5230,12209
2022-03-22T08:00:00.000Z,13797,11819,25617
2022-03-22T10:00:00.000Z,14405,12020,26425
2022-03-22T12:00:00.000Z,16593,12940,29533
2022-03-22T14:00:00.000Z,9728,8758,18487
2022-03-22T16:00:00.000Z,4019,1755,5774
2022-03-22T18:00:00.000Z,3129,3306,6436
2022-03-22T20:00:00.000Z,2034,4752,6786
2022-03-22T22:00:00.000Z,3462,1623,5085
2022-03-23T00:00:00.000Z,3183,474,3657
2022-03-23T02:00:00.000Z,2948,7328,10277
2022-03-23T04:00:00.000Z,3215,23886,27102
2022-03-23T06:00:00.000Z,6405,5402,11807
2022-03-23T08:00:00.000Z,13564,11779,25345
2022-03-23T10:00:00.000Z,14104,10078,24183
2022-03-23T12:00:00.000Z,11691,11270,22963
2022-03-23T14:00:00.000Z,7050,8006,15057
2022-03-23T16:00:00.000Z,2700,2383,5085
2022-03-23T18:00:00.000Z,2485,2354,4840
2022-03-23T20:00:00.000Z,2090,1286,3376
2022-03-23T22:00:00.000Z,3012,1180,4192
2022-03-24T00:00:00.000Z,2006,32251,34258
2022-03-24T02:00:00.000Z,1611,12601,14212
2022-03-24T04:00:00.000Z,1919,21089,23009
2022-03-24T06:00:00.000Z,7978,9222,17201
2022-03-24T08:00:00.000Z,14731,13539,28271
2022-03-24T10:00:00.000Z,17086,18812,35899
2022-03-24T12:00:00.000Z,14733,12818,27552
2022-03-24T14:00:00.000Z,8487,10729,19217
2022-03-24T16:00:00.000Z,3403,3659,7063
2022-03-24T18:00:00.000Z,2311,4015,6326
2022-03-24T20:00:00.000Z,2146,7608,9754
2022-03-24T22:00:00.000Z,2249,4070,6319
2022-03-25T00:00:00.000Z,1569,5034,6604
2022-03-25T02:00:00.000Z,1616,12420,14037
2022-03-25T04:00:00.000Z,1776,18618,20394
2022-03-25T06:00:00.000Z,7094,9345,16440
2022-03-25T08:00:00.000Z,16164,11132,27297
2022-03-25T10:00:00.000Z,13881,15246,29127
2022-03-25T12:00:00.000Z,12495,13176,25671
2022-03-25T14:00:00.000Z,7548,7901,15450
2022-03-25T16:00:00.000Z,3010,4700,7710
2022-03-25T18:00:00.000Z,2742,12437,15181
2022-03-25T20:00:00.000Z,1702,8246,9948
2022-03-25T22:00:00.000Z,1815,665,2481
2022-03-26T00:00:00.000Z,1327,2078,3405
2022-03-26T02:00:00.000Z,1229,7287,8517
2022-03-26T04:00:00.000Z,1702,21126,22829
2022-03-26T06:00:00.000Z,2016,4816,6833
2022-03-26T08:00:00.000Z,2362,2199,4562
2022-03-26T10:00:00.000Z,2173,2201,4375
2022-03-26T12:00:00.000Z,1800,3622,5423
2022-03-26T14:00:00.000Z,1533,1701,3234
2022-03-26T16:00:00.000Z,1562,676,2239
2022-03-26T18:00:00.000Z,1423,2475,3899
2022-03-26T20:00:00.000Z,1471,7180,8651
2022-03-26T22:00:00.000Z,2046,1159,3205
2022-03-27T00:00:00.000Z,1667,1399,3067
2022-03-27T02:00:00.000Z,1318,350,1669
2022-03-27T04:00:00.000Z,1338,374,1713
2022-03-27T06:00:00.000Z,1773,1517,3291
2022-03-27T08:00:00.000Z,1780,3190,4970
2022-03-27T10:00:00.000Z,1800,2485,4286
2022-03-27T12:00:00.000Z,1644,2540,4185
2022-03-27T14:00:00.000Z,1549,1732,3282
2022-03-27T16:00:00.000Z,1839,884,2724
2022-03-27T18:00:00.000Z,1712,2132,3845
2022-03-27T20:00:00.000Z,1842,1706,3549
2022-03-27T22:00:00.000Z,3450,1108,4559
2022-03-28T00:00:00.000Z,1321,599,1921
2022-03-28T02:00:00.000Z,1409,2077,3487
2022-03-28T04:00:00.000Z,3043,1829,4872
2022-03-28T06:00:00.000Z,10815,9051,19866
2022-03-28T08:00:00.000Z,10934,10621,21556
2022-03-28T10:00:00.000Z,10470,8345,18816
2022-03-28T12:00:00.000Z,10149,6886,17036
2022-03-28T14:00:00.000Z,3491,2348,5839
2022-03-28T16:00:00.000Z,2352,1289,3641
2022-03-28T18:00:00.000Z,2057,2308,4365
2022-03-28T20:00:00.000Z,2354,1741,4096
2022-03-28T22:00:00.000Z,1786,483,2270
2022-03-29T00:00:00.000Z,1811,17707,19519
2022-03-29T02:00:00.000Z,1629,12351,13981
2022-03-29T04:00:00.000Z,2188,1808,3996
2022-03-29T06:00:00.000Z,9748,5881,15630
2022-03-29T08:00:00.000Z,11827,11067,22895
2022-03-29T10:00:00.000Z,11277,7220,18498
2022-03-29T12:00:00.000Z,8745,6546,15292
2022-03-29T14:00:00.000Z,3831,3209,7041
2022-03-29T16:00:00.000Z,2473,2626,5100
2022-03-29T18:00:00.000Z,1938,6861,8800
2022-03-29T20:00:00.000Z,1732,1232,2965
2022-03-29T22:00:00.000Z,1639,556,2196
2022-03-30T00:00:00.000Z,1503,18009,19513
2022-03-30T02:00:00.000Z,1367,12235,13603
2022-03-30T04:00:00.000Z,2285,1336,3622
2022-03-30T06:00:00.000Z,9113,6989,16102
2022-03-30T08:00:00.000Z,10370,8657,19028
2022-03-30T10:00:00.000Z,10130,6742,16873
2022-03-30T12:00:00.000Z,10808,4357,15166
2022-03-30T14:00:00.000Z,6756,3708,10465
2022-03-30T16:00:00.000Z,2649,2027,4676
2022-03-30T18:00:00.000Z,2070,2456,4527
2022-03-30T20:00:00.000Z,1717,894,2612
2022-03-30T22:00:00.000Z,1552,1047,2600
2022-03-31T00:00:00.000Z,1405,11004,12410
2022-03-31T02:00:00.000Z,1362,19387,20749
2022-03-31T04:00:00.000Z,2323,1744,4068
2022-03-31T06:00:00.000Z,9787,10003,19790
2022-03-31T08:00:00.000Z,11915,17185,29101
2022-03-31T10:00:00.000Z,10837,10087,20925
2022-03-31T12:00:00.000Z,10150,11658,21809
2022-03-31T14:00:00.000Z,3927,3652,7580
2022-03-31T16:00:00.000Z,2462,3714,6176
2022-03-31T18:00:00.000Z,2741,8947,11688
2022-03-31T20:00:00.000Z,749,381,1130
2022-03-31T22:00:00.000Z,1391,2682,4074
2022-04-01T00:00:00.000Z,1391,8667,10059
2022-04-01T02:00:00.000Z,1621,21416,23038
2022-04-01T04:00:00.000Z,2222,1953,4176
2022-04-01T06:00:00.000Z,9228,9291,18520
2022-04-01T08:00:00.000Z,12180,15447,27628
2022-04-01T10:00:00.000Z,11056,11955,23012
2022-04-01T12:00:00.000Z,9214,7923,17137
2022-04-01T14:00:00.000Z,3354,2846,6200
2022-04-01T16:00:00.000Z,1876,1554,3431
2022-04-01T18:00:00.000Z,1808,1636,3444
2022-04-01T20:00:00.000Z,1747,1120,2867
2022-04-01T22:00:00.000Z,1556,962,2519
2022-04-02T00:00:00.000Z,1291,448,1740
2022-04-02T02:00:00.000Z,1304,345,1649
2022-04-02T04:00:00.000Z,1308,703,2011
2022-04-02T06:00:00.000Z,1982,1447,3431
2022-04-02T08:00:00.000Z,2062,1335,3398
2022-04-02T10:00:00.000Z,1965,1900,3865
2022-04-02T12:00:00.000Z,1867,1340,3207
2022-04-02T14:00:00.000Z,2123,820,2944
2022-04-02T16:00:00.000Z,1595,1640,3236
2022-04-02T18:00:00.000Z,1714,6501,8216
2022-04-02T20:00:00.000Z,2028,1268,3297
2022-04-02T22:00:00.000Z,1700,1146,2847
2022-04-03T00:00:00.000Z,1687,1745,3433
2022-04-03T02:00:00.000Z,1778,3572,5351
2022-04-03T04:00:00.000Z,1764,384,2148
2022-04-03T06:00:00.000Z,1873,631,2504
2022-04-03T08:00:00.000Z,2076,2594,4670
2022-04-03T10:00:00.000Z,2051,2190,4242
2022-04-03T12:00:00.000Z,1838,2076,3915
2022-04-03T14:00:00.000Z,1949,1253,3203
2022-04-03T16:00:00.000Z,1838,1933,3772
2022-04-03T18:00:00.000Z,1970,2967,4938
2022-04-03T20:00:00.000Z,2325,2473,4798
2022-04-03T22:00:00.000Z,1448,538,1986
2022-04-04T00:00:00.000Z,1433,494,1928
2022-04-04T02:00:00.000Z,1692,19129,20822
2022-04-04T04:00:00.000Z,2908,14020,16928
2022-04-04T06:00:00.000Z,13598,12000,25598
2022-04-04T08:00:00.000Z,17616,18318,35935
2022-04-04T10:00:00.000Z,15852,13740,29593
2022-04-04T12:00:00.000Z,14683,15932,30617
2022-04-04T14:00:00.000Z,4942,6075,11018
2022-04-04T16:00:00.000Z,2993,2826,5819
2022-04-04T18:00:00.000Z,2538,2869,5408
2022-04-04T20:00:00.000Z,2443,4551,6994
2022-04-04T22:00:00.000Z,1913,1472,3385
2022-04-05T00:00:00.000Z,1596,11354,12951
2022-04-05T02:00:00.000Z,1679,16025,17704
2022-04-05T04:00:00.000Z,3145,5647,8793
2022-04-05T06:00:00.000Z,14288,12881,27170
2022-04-05T08:00:00.000Z,17654,15998,33653
2022-04-05T10:00:00.000Z,15797,16543,32340
2022-04-05T12:00:00.000Z,13481,14585,28066
2022-04-05T14:00:00.000Z,4555,5064,9619
2022-04-05T16:00:00.000Z,3227,3793,7020
2022-04-05T18:00:00.000Z,3001,10141,13142
2022-04-05T20:00:00.000Z,2680,2065,4746
2022-04-05T22:00:00.000Z,2043,1659,3702
2022-04-06T00:00:00.000Z,2095,805,2901
2022-04-06T02:00:00.000Z,2115,10597,12714
2022-04-06T04:00:00.000Z,3096,20936,24033
2022-04-06T06:00:00.000Z,14146,13628,27775
2022-04-06T08:00:00.000Z,20101,19998,40101
2022-04-06T10:00:00.000Z,17897,24724,42621
2022-04-06T12:00:00.000Z,15771,16098,31870
2022-04-06T14:00:00.000Z,6546,6053,12600
2022-04-06T16:00:00.000Z,4142,3590,7733
2022-04-06T18:00:00.000Z,3459,2729,6189
2022-04-06T20:00:00.000Z,3552,2226,5779
2022-04-06T22:00:00.000Z,3214,14472,17686
2022-04-07T00:00:00.000Z,2612,17519,20132
2022-04-07T02:00:00.000Z,2910,14679,17589
2022-04-07T04:00:00.000Z,4383,3943,8327
2022-04-07T06:00:00.000Z,15798,16927,32725
2022-04-07T08:00:00.000Z,18801,21041,39843
2022-04-07T10:00:00.000Z,19123,17415,36539
2022-04-07T12:00:00.000Z,16676,17003,33680
2022-04-07T14:00:00.000Z,6683,7452,14136
2022-04-07T16:00:00.000Z,3877,4014,7893
2022-04-07T18:00:00.000Z,3612,9741,13354
2022-04-07T20:00:00.000Z,3141,3516,6657
2022-04-07T22:00:00.000Z,2851,2540,5391
2022-04-08T00:00:00.000Z,2663,1144,3807
2022-04-08T02:00:00.000Z,2901,18566,21468
2022-04-08T04:00:00.000Z,4609,15681,20290
2022-04-08T06:00:00.000Z,15769,14130,29900
2022-04-08T08:00:00.000Z,19405,21101,40506
2022-04-08T10:00:00.000Z,20586,15650,36236
2022-04-08T12:00:00.000Z,15577,15266,30845
2022-04-08T14:00:00.000Z,6497,5109,11607
2022-04-08T16:00:00.000Z,4346,5842,10189
2022-04-08T18:00:00.000Z,3245,4233,7479
2022-04-08T20:00:00.000Z,3023,1945,4968
2022-04-08T22:00:00.000Z,2685,1806,4492
2022-04-09T00:00:00.000Z,2538,10787,13325
2022-04-09T02:00:00.000Z,2633,20881,23515
2022-04-09T04:00:00.000Z,2584,1548,4132
2022-04-09T06:00:00.000Z,2839,2440,5280
2022-04-09T08:00:00.000Z,3269,2873,6143
2022-04-09T10:00:00.000Z,3209,3554,6763
2022-04-09T12:00:00.000Z,2655,1296,3952
2022-04-09T14:00:00.000Z,2613,1366,3979
2022-04-09T16:00:00.000Z,2476,1801,4277
2022-04-09T18:00:00.000Z,2218,7803,10022
2022-04-09T20:00:00.000Z,2312,1827,4140
2022-04-09T22:00:00.000Z,2698,1469,4167
2022-04-10T00:00:00.000Z,2275,1792,4068
2022-04-10T02:00:00.000Z,2339,624,2964
2022-04-10T04:00:00.000Z,2337,1245,3584
2022-04-10T06:00:00.000Z,2291,2026,4317
2022-04-10T08:00:00.000Z,2813,2404,5218
2022-04-10T10:00:00.000Z,3022,1870,4894
2022-04-10T12:00:00.000Z,2516,1489,4006
2022-04-10T14:00:00.000Z,2641,2140,4781
2022-04-10T16:00:00.000Z,2761,1900,4662
2022-04-10T18:00:00.000Z,2643,2179,4823
2022-04-10T20:00:00.000Z,3314,3456,6770
2022-04-10T22:00:00.000Z,2364,1270,3635
2022-04-11T00:00:00.000Z,1815,2390,4206
2022-04-11T02:00:00.000Z,1933,1197,3130
2022-04-11T04:00:00.000Z,3560,2102,5662
2022-04-11T06:00:00.000Z,17355,14798,32154
2022-04-11T08:00:00.000Z,22970,19705,42676
2022-04-11T10:00:00.000Z,20755,18352,39107
2022-04-11T12:00:00.000Z,21437,16256,37693
2022-04-11T14:00:00.000Z,6943,4453,11396
2022-04-11T16:00:00.000Z,4405,5222,9628
2022-04-11T18:00:00.000Z,3811,6435,10247
2022-04-11T20:00:00.000Z,2942,3872,6814
2022-04-11T22:00:00.000Z,2448,1415,3864
2022-04-12T00:00:00.000Z,2038,705,2745
2022-04-12T02:00:00.000Z,2065,764,2831
2022-04-12T04:00:00.000Z,3881,3310,7191
2022-04-12T06:00:00.000Z,16954,15230,32185
2022-04-12T08:00:00.000Z,21469,19870,41340
2022-04-12T10:00:00.000Z,20699,18728,39427
2022-04-12T12:00:00.000Z,17258,16548,33807
2022-04-12T14:00:00.000Z,5897,5153,11051
2022-04-12T16:00:00.000Z,2956,4130,7086
2022-04-12T18:00:00.000Z,2596,8559,11155
2022-04-12T20:00:00.000Z,2212,1897,4110
2022-04-12T22:00:00.000Z,2039,1194,3234
2022-04-13T00:00:00.000Z,1809,482,2292
2022-04-13T02:00:00.000Z,2010,12595,14606
2022-04-13T04:00:00.000Z,3792,36647,40440
2022-04-13T06:00:00.000Z,15535,17258,32793
2022-04-13T08:00:00.000Z,,,
2022-04-13T10:00:00.000Z,,,
