Time,Usage for R03_n2
2022-03-13T14:00:00.000Z,2451
2022-03-13T16:00:00.000Z,2288
2022-03-13T18:00:00.000Z,2304
2022-03-13T20:00:00.000Z,2992
2022-03-13T22:00:00.000Z,6583
2022-03-14T00:00:00.000Z,5841
2022-03-14T02:00:00.000Z,4462
2022-03-14T04:00:00.000Z,2289
2022-03-14T06:00:00.000Z,3211
2022-03-14T08:00:00.000Z,4477
2022-03-14T10:00:00.000Z,3356
2022-03-14T12:00:00.000Z,3090
2022-03-14T14:00:00.000Z,2695
2022-03-14T16:00:00.000Z,2390
2022-03-14T18:00:00.000Z,2474
2022-03-14T20:00:00.000Z,4225
2022-03-14T22:00:00.000Z,7328
2022-03-15T00:00:00.000Z,68239
2022-03-15T02:00:00.000Z,12486
2022-03-15T04:00:00.000Z,2311
2022-03-15T06:00:00.000Z,2718
2022-03-15T08:00:00.000Z,3560
2022-03-15T10:00:00.000Z,3634
2022-03-15T12:00:00.000Z,4058
2022-03-15T14:00:00.000Z,3445
2022-03-15T16:00:00.000Z,2616
2022-03-15T18:00:00.000Z,3116
2022-03-15T20:00:00.000Z,3993
2022-03-15T22:00:00.000Z,4858
2022-03-16T00:00:00.000Z,4939
2022-03-16T02:00:00.000Z,37689
2022-03-16T04:00:00.000Z,42410
2022-03-16T06:00:00.000Z,2905
2022-03-16T08:00:00.000Z,3493
2022-03-16T10:00:00.000Z,4416
2022-03-16T12:00:00.000Z,3705
2022-03-16T14:00:00.000Z,2909
2022-03-16T16:00:00.000Z,2591
2022-03-16T18:00:00.000Z,2720
2022-03-16T20:00:00.000Z,3535
2022-03-16T22:00:00.000Z,6131
2022-03-17T00:00:00.000Z,4345
2022-03-17T02:00:00.000Z,78740
2022-03-17T04:00:00.000Z,2431
2022-03-17T06:00:00.000Z,3709
2022-03-17T08:00:00.000Z,3291
2022-03-17T10:00:00.000Z,3229
2022-03-17T12:00:00.000Z,2866
2022-03-17T14:00:00.000Z,2722
2022-03-17T16:00:00.000Z,2427
2022-03-17T18:00:00.000Z,2431
2022-03-17T20:00:00.000Z,3004
2022-03-17T22:00:00.000Z,5060
2022-03-18T00:00:00.000Z,5762
2022-03-18T02:00:00.000Z,54292
2022-03-18T04:00:00.000Z,25415
2022-03-18T06:00:00.000Z,2581
2022-03-18T08:00:00.000Z,2788
2022-03-18T10:00:00.000Z,6975
2022-03-18T12:00:00.000Z,4990
2022-03-18T14:00:00.000Z,6699
2022-03-18T16:00:00.000Z,2423
2022-03-18T18:00:00.000Z,2449
2022-03-18T20:00:00.000Z,3161
2022-03-18T22:00:00.000Z,5986
2022-03-19T00:00:00.000Z,4206
2022-03-19T02:00:00.000Z,53199
2022-03-19T04:00:00.000Z,26447
2022-03-19T06:00:00.000Z,2323
2022-03-19T08:00:00.000Z,2681
2022-03-19T10:00:00.000Z,2321
