Time,Usage for R03_n3
2022-03-13T14:00:00.000Z,1801
2022-03-13T16:00:00.000Z,1856
2022-03-13T18:00:00.000Z,2217
2022-03-13T20:00:00.000Z,52612
2022-03-13T22:00:00.000Z,55459
2022-03-14T00:00:00.000Z,44414
2022-03-14T02:00:00.000Z,2854
2022-03-14T04:00:00.000Z,1762
2022-03-14T06:00:00.000Z,2420
2022-03-14T08:00:00.000Z,21679
2022-03-14T10:00:00.000Z,14554
2022-03-14T12:00:00.000Z,2825
2022-03-14T14:00:00.000Z,1934
2022-03-14T16:00:00.000Z,1761
2022-03-14T18:00:00.000Z,2034
2022-03-14T20:00:00.000Z,51893
2022-03-14T22:00:00.000Z,55020
2022-03-15T00:00:00.000Z,47557
2022-03-15T02:00:00.000Z,31942
2022-03-15T04:00:00.000Z,1785
2022-03-15T06:00:00.000Z,2098
2022-03-15T08:00:00.000Z,2068
2022-03-15T10:00:00.000Z,2962
2022-03-15T12:00:00.000Z,1982
2022-03-15T14:00:00.000Z,1992
2022-03-15T16:00:00.000Z,1705
2022-03-15T18:00:00.000Z,1912
2022-03-15T20:00:00.000Z,52588
2022-03-15T22:00:00.000Z,55226
2022-03-16T00:00:00.000Z,47207
2022-03-16T02:00:00.000Z,2073
2022-03-16T04:00:00.000Z,1807
2022-03-16T06:00:00.000Z,2102
2022-03-16T08:00:00.000Z,2237
2022-03-16T10:00:00.000Z,1989
2022-03-16T12:00:00.000Z,2639
2022-03-16T14:00:00.000Z,3857
2022-03-16T16:00:00.000Z,1756
2022-03-16T18:00:00.000Z,1733
2022-03-16T20:00:00.000Z,51480
2022-03-16T22:00:00.000Z,53542
2022-03-17T00:00:00.000Z,46872
2022-03-17T02:00:00.000Z,4514
2022-03-17T04:00:00.000Z,3055
2022-03-17T06:00:00.000Z,2299
2022-03-17T08:00:00.000Z,2076
2022-03-17T10:00:00.000Z,2171
2022-03-17T12:00:00.000Z,2307
2022-03-17T14:00:00.000Z,3347
2022-03-17T16:00:00.000Z,1703
2022-03-17T18:00:00.000Z,1736
2022-03-17T20:00:00.000Z,51408
2022-03-17T22:00:00.000Z,54299
2022-03-18T00:00:00.000Z,46796
2022-03-18T02:00:00.000Z,1922
2022-03-18T04:00:00.000Z,1855
2022-03-18T06:00:00.000Z,1993
2022-03-18T08:00:00.000Z,2237
