Time,Usage for R03_n2
2021-04-13T00:00:00.000Z,99510
2021-04-14T00:00:00.000Z,125686
2021-04-15T00:00:00.000Z,125155
2021-04-16T00:00:00.000Z,126619
2021-04-17T00:00:00.000Z,66092
2021-04-18T00:00:00.000Z,30555
2021-04-19T00:00:00.000Z,96856
2021-04-20T00:00:00.000Z,116494
2021-04-21T00:00:00.000Z,56065
2021-04-22T00:00:00.000Z,11024
2021-04-23T00:00:00.000Z,81082
2021-04-24T00:00:00.000Z,99006
2021-04-25T00:00:00.000Z,59371
2021-04-26T00:00:00.000Z,51642
2021-04-27T00:00:00.000Z,143213
2021-04-28T00:00:00.000Z,121431
2021-04-29T00:00:00.000Z,128956
2021-04-30T00:00:00.000Z,139671
2021-05-01T00:00:00.000Z,104343
2021-05-02T00:00:00.000Z,121776
2021-05-03T00:00:00.000Z,153504
2021-05-04T00:00:00.000Z,137936
2021-05-05T00:00:00.000Z,118924
2021-05-06T00:00:00.000Z,55345
2021-05-07T00:00:00.000Z,137664
2021-05-08T00:00:00.000Z,63404
2021-05-09T00:00:00.000Z,11684
2021-05-10T00:00:00.000Z,11249
2021-05-11T00:00:00.000Z,17013
2021-05-12T00:00:00.000Z,83323
2021-05-13T00:00:00.000Z,55608
2021-05-14T00:00:00.000Z,65190
2021-05-15T00:00:00.000Z,64454
2021-05-16T00:00:00.000Z,65037
2021-05-17T00:00:00.000Z,64780
2021-05-18T00:00:00.000Z,20490
2021-05-19T00:00:00.000Z,109889
2021-05-20T00:00:00.000Z,65042
2021-05-21T00:00:00.000Z,56481
2021-05-22T00:00:00.000Z,98744
2021-05-23T00:00:00.000Z,63649
2021-05-24T00:00:00.000Z,106616
2021-05-25T00:00:00.000Z,65549
2021-05-26T00:00:00.000Z,68459
2021-05-27T00:00:00.000Z,67547
2021-05-28T00:00:00.000Z,67898
2021-05-29T00:00:00.000Z,38666
2021-05-30T00:00:00.000Z,17272
2021-05-31T00:00:00.000Z,30446
2021-06-01T00:00:00.000Z,116617
2021-06-02T00:00:00.000Z,54753
2021-06-03T00:00:00.000Z,57507
2021-06-04T00:00:00.000Z,55766
2021-06-05T00:00:00.000Z,56194
2021-06-06T00:00:00.000Z,56241
2021-06-07T00:00:00.000Z,56313
2021-06-08T00:00:00.000Z,59352
2021-06-09T00:00:00.000Z,56685
2021-06-10T00:00:00.000Z,55469
2021-06-11T00:00:00.000Z,59292
2021-06-12T00:00:00.000Z,68100
2021-06-13T00:00:00.000Z,64807
2021-06-14T00:00:00.000Z,57111
2021-06-15T00:00:00.000Z,57493
2021-06-16T00:00:00.000Z,45430
2021-06-17T00:00:00.000Z,57813
2021-06-18T00:00:00.000Z,58936
2021-06-19T00:00:00.000Z,55145
2021-06-20T00:00:00.000Z,56758
2021-06-21T00:00:00.000Z,56939
2021-06-22T00:00:00.000Z,56613
2021-06-23T00:00:00.000Z,56559
2021-06-24T00:00:00.000Z,56651
2021-06-25T00:00:00.000Z,12015
2021-06-26T00:00:00.000Z,100324
2021-06-27T00:00:00.000Z,58581
2021-06-28T00:00:00.000Z,57601
2021-06-29T00:00:00.000Z,58877
2021-06-30T00:00:00.000Z,60673
2021-07-01T00:00:00.000Z,104212
2021-07-02T00:00:00.000Z,60255
2021-07-03T00:00:00.000Z,58422
2021-07-04T00:00:00.000Z,56736
2021-07-05T00:00:00.000Z,57587
2021-07-06T00:00:00.000Z,57293
2021-07-07T00:00:00.000Z,59170
2021-07-08T00:00:00.000Z,57986
2021-07-09T00:00:00.000Z,59623
2021-07-10T00:00:00.000Z,56820
2021-07-11T00:00:00.000Z,57458
2021-07-12T00:00:00.000Z,57226
2021-07-13T00:00:00.000Z,58545
2021-07-14T00:00:00.000Z,59193
2021-07-15T00:00:00.000Z,57778
2021-07-16T00:00:00.000Z,39177
2021-07-17T00:00:00.000Z,92430
2021-07-18T00:00:00.000Z,45318
2021-07-19T00:00:00.000Z,58854
2021-07-20T00:00:00.000Z,49468
2021-07-21T00:00:00.000Z,35074
2021-07-22T00:00:00.000Z,58072
2021-07-23T00:00:00.000Z,92958
2021-07-24T00:00:00.000Z,58059
2021-07-25T00:00:00.000Z,63321
2021-07-26T00:00:00.000Z,55592
2021-07-27T00:00:00.000Z,31954
2021-07-28T00:00:00.000Z,96659
2021-07-29T00:00:00.000Z,86804
2021-07-30T00:00:00.000Z,58333
2021-07-31T00:00:00.000Z,60798
2021-08-01T00:00:00.000Z,46827
2021-08-02T00:00:00.000Z,60992
2021-08-03T00:00:00.000Z,26062
2021-08-04T00:00:00.000Z,57196
2021-08-05T00:00:00.000Z,61005
2021-08-06T00:00:00.000Z,63341
2021-08-07T00:00:00.000Z,58111
2021-08-08T00:00:00.000Z,90624
2021-08-09T00:00:00.000Z,55069
2021-08-10T00:00:00.000Z,73571
2021-08-11T00:00:00.000Z,59707
2021-08-12T00:00:00.000Z,74582
2021-08-13T00:00:00.000Z,50330
2021-08-14T00:00:00.000Z,80857
2021-08-15T00:00:00.000Z,47073
2021-08-16T00:00:00.000Z,62212
2021-08-17T00:00:00.000Z,85249
2021-08-18T00:00:00.000Z,32011
2021-08-19T00:00:00.000Z,53877
2021-08-20T00:00:00.000Z,84911
2021-08-21T00:00:00.000Z,82995
2021-08-22T00:00:00.000Z,65955
2021-08-23T00:00:00.000Z,78016
2021-08-24T00:00:00.000Z,97495
2021-08-25T00:00:00.000Z,93001
2021-08-26T00:00:00.000Z,61978
2021-08-27T00:00:00.000Z,99422
2021-08-28T00:00:00.000Z,64943
2021-08-29T00:00:00.000Z,101650
2021-08-30T00:00:00.000Z,49102
2021-08-31T00:00:00.000Z,128654
2021-09-01T00:00:00.000Z,65939
2021-09-02T00:00:00.000Z,104274
2021-09-03T00:00:00.000Z,67513
2021-09-04T00:00:00.000Z,53528
2021-09-05T00:00:00.000Z,57558
2021-09-06T00:00:00.000Z,57831
2021-09-07T00:00:00.000Z,85161
2021-09-08T00:00:00.000Z,85141
2021-09-09T00:00:00.000Z,79052
2021-09-10T00:00:00.000Z,80618
2021-09-11T00:00:00.000Z,75603
2021-09-12T00:00:00.000Z,43284
2021-09-13T00:00:00.000Z,77636
2021-09-14T00:00:00.000Z,78996
2021-09-15T00:00:00.000Z,73404
2021-09-16T00:00:00.000Z,61396
2021-09-17T00:00:00.000Z,68116
2021-09-18T00:00:00.000Z,80942
2021-09-19T00:00:00.000Z,71460
2021-09-20T00:00:00.000Z,86417
2021-09-21T00:00:00.000Z,75608
2021-09-22T00:00:00.000Z,66803
2021-09-23T00:00:00.000Z,73180
2021-09-24T00:00:00.000Z,82309
2021-09-25T00:00:00.000Z,74772
2021-09-26T00:00:00.000Z,79613
2021-09-27T00:00:00.000Z,77086
2021-09-28T00:00:00.000Z,56523
2021-09-29T00:00:00.000Z,74135
2021-09-30T00:00:00.000Z,58955
2021-10-01T00:00:00.000Z,121407
2021-10-02T00:00:00.000Z,135310
2021-10-03T00:00:00.000Z,23452
2021-10-04T00:00:00.000Z,87027
2021-10-05T00:00:00.000Z,73562
2021-10-06T00:00:00.000Z,83030
2021-10-07T00:00:00.000Z,72481
2021-10-08T00:00:00.000Z,78731
2021-10-09T00:00:00.000Z,72995
2021-10-10T00:00:00.000Z,73209
2021-10-11T00:00:00.000Z,88675
2021-10-12T00:00:00.000Z,46379
2021-10-13T00:00:00.000Z,88954
2021-10-14T00:00:00.000Z,47124
2021-10-15T00:00:00.000Z,72921
2021-10-16T00:00:00.000Z,43969
2021-10-17T00:00:00.000Z,84326
2021-10-18T00:00:00.000Z,44824
2021-10-19T00:00:00.000Z,82034
2021-10-20T00:00:00.000Z,41261
2021-10-21T00:00:00.000Z,29874
2021-10-22T00:00:00.000Z,29103
2021-10-23T00:00:00.000Z,33384
2021-10-24T00:00:00.000Z,15176
2021-10-25T00:00:00.000Z,14181
2021-10-26T00:00:00.000Z,15795
2021-10-27T00:00:00.000Z,12977
2021-10-28T00:00:00.000Z,13623
2021-10-29T00:00:00.000Z,11198
2021-10-30T00:00:00.000Z,14068
2021-10-31T00:00:00.000Z,11143
