Time,Usage for R03_n2
2021-04-13T00:00:00.000Z,3031
2021-04-14T00:00:00.000Z,11831
2021-04-15T00:00:00.000Z,12120
2021-04-16T00:00:00.000Z,12629
2021-04-17T00:00:00.000Z,11790
2021-04-18T00:00:00.000Z,10623
2021-04-19T00:00:00.000Z,12340
2021-04-20T00:00:00.000Z,10772
2021-04-21T00:00:00.000Z,12202
2021-04-22T00:00:00.000Z,3064
2021-04-23T00:00:00.000Z,13464
2021-04-24T00:00:00.000Z,7065
2021-04-25T00:00:00.000Z,11822
2021-04-26T00:00:00.000Z,12830
2021-04-27T00:00:00.000Z,12995
2021-04-28T00:00:00.000Z,3578
2021-04-29T00:00:00.000Z,2545
2021-04-30T00:00:00.000Z,12480
2021-05-01T00:00:00.000Z,12064
2021-05-02T00:00:00.000Z,13171
2021-05-03T00:00:00.000Z,11939
2021-05-04T00:00:00.000Z,2340
2021-05-05T00:00:00.000Z,14135
2021-05-06T00:00:00.000Z,14992
2021-05-07T00:00:00.000Z,13902
2021-05-08T00:00:00.000Z,12468
2021-05-09T00:00:00.000Z,11652
2021-05-10T00:00:00.000Z,11882
2021-05-11T00:00:00.000Z,11840
2021-05-12T00:00:00.000Z,11855
2021-05-13T00:00:00.000Z,8479
2021-05-14T00:00:00.000Z,12068
2021-05-15T00:00:00.000Z,11843
2021-05-16T00:00:00.000Z,11167
2021-05-17T00:00:00.000Z,11787
2021-05-18T00:00:00.000Z,13882
2021-05-19T00:00:00.000Z,12520
2021-05-20T00:00:00.000Z,12781
2021-05-21T00:00:00.000Z,13040
2021-05-22T00:00:00.000Z,11780
2021-05-23T00:00:00.000Z,11895
2021-05-24T00:00:00.000Z,9219
2021-05-25T00:00:00.000Z,11874
2021-05-26T00:00:00.000Z,13210
2021-05-27T00:00:00.000Z,12421
2021-05-28T00:00:00.000Z,11953
2021-05-29T00:00:00.000Z,2280
2021-05-30T00:00:00.000Z,12194
2021-05-31T00:00:00.000Z,12315
2021-06-01T00:00:00.000Z,11473
2021-06-02T00:00:00.000Z,2410
2021-06-03T00:00:00.000Z,2120
2021-06-04T00:00:00.000Z,1846
2021-06-05T00:00:00.000Z,1787
2021-06-06T00:00:00.000Z,1777
2021-06-07T00:00:00.000Z,5717
2021-06-08T00:00:00.000Z,7401
2021-06-09T00:00:00.000Z,4200
2021-06-10T00:00:00.000Z,3077
2021-06-11T00:00:00.000Z,4486
2021-06-12T00:00:00.000Z,13191
2021-06-13T00:00:00.000Z,4676
2021-06-14T00:00:00.000Z,2452
2021-06-15T00:00:00.000Z,4501
2021-06-16T00:00:00.000Z,4523
2021-06-17T00:00:00.000Z,16377
2021-06-18T00:00:00.000Z,6937
2021-06-19T00:00:00.000Z,3026
2021-06-20T00:00:00.000Z,1638
2021-06-21T00:00:00.000Z,1749
2021-06-22T00:00:00.000Z,1640
2021-06-23T00:00:00.000Z,2324
2021-06-24T00:00:00.000Z,1918
2021-06-25T00:00:00.000Z,2033
2021-06-26T00:00:00.000Z,2017
2021-06-27T00:00:00.000Z,1903
2021-06-28T00:00:00.000Z,2280
2021-06-29T00:00:00.000Z,1948
2021-06-30T00:00:00.000Z,2546
2021-07-01T00:00:00.000Z,2206
2021-07-02T00:00:00.000Z,2173
2021-07-03T00:00:00.000Z,1814
2021-07-04T00:00:00.000Z,1872
2021-07-05T00:00:00.000Z,21421
2021-07-06T00:00:00.000Z,9633
2021-07-07T00:00:00.000Z,53756
2021-07-08T00:00:00.000Z,9416
2021-07-09T00:00:00.000Z,6162
2021-07-10T00:00:00.000Z,16602
2021-07-11T00:00:00.000Z,8197
2021-07-12T00:00:00.000Z,48425
2021-07-13T00:00:00.000Z,9143
2021-07-14T00:00:00.000Z,2255
2021-07-15T00:00:00.000Z,2358
2021-07-16T00:00:00.000Z,1723
2021-07-17T00:00:00.000Z,1944
2021-07-18T00:00:00.000Z,1980
2021-07-19T00:00:00.000Z,2933
2021-07-20T00:00:00.000Z,2248
2021-07-21T00:00:00.000Z,2776
2021-07-22T00:00:00.000Z,2293
2021-07-23T00:00:00.000Z,7897
2021-07-24T00:00:00.000Z,4112
2021-07-25T00:00:00.000Z,34484
2021-07-26T00:00:00.000Z,7256
2021-07-27T00:00:00.000Z,18873
2021-07-28T00:00:00.000Z,9099
2021-07-29T00:00:00.000Z,92341
2021-07-30T00:00:00.000Z,8209
2021-07-31T00:00:00.000Z,9679
2021-08-01T00:00:00.000Z,8325
2021-08-02T00:00:00.000Z,5557
2021-08-03T00:00:00.000Z,2465
2021-08-04T00:00:00.000Z,3390
2021-08-05T00:00:00.000Z,11219
2021-08-06T00:00:00.000Z,17357
