Time,Usage for R03_n1
2021-04-13T00:00:00.000Z,49452
2021-04-14T00:00:00.000Z,53013
2021-04-15T00:00:00.000Z,75015
2021-04-16T00:00:00.000Z,68906
2021-04-17T00:00:00.000Z,39011
2021-04-18T00:00:00.000Z,27069
2021-04-19T00:00:00.000Z,41444
2021-04-20T00:00:00.000Z,34546
2021-04-21T00:00:00.000Z,53360
2021-04-22T00:00:00.000Z,51235
2021-04-23T00:00:00.000Z,45556
2021-04-24T00:00:00.000Z,35173
2021-04-25T00:00:00.000Z,59919
2021-04-26T00:00:00.000Z,29474
2021-04-27T00:00:00.000Z,27358
2021-04-28T00:00:00.000Z,46645
2021-04-29T00:00:00.000Z,28782
2021-04-30T00:00:00.000Z,20093
2021-05-01T00:00:00.000Z,32542
2021-05-02T00:00:00.000Z,48806
2021-05-03T00:00:00.000Z,49087
2021-05-04T00:00:00.000Z,17953
2021-05-05T00:00:00.000Z,43173
2021-05-06T00:00:00.000Z,30274
2021-05-07T00:00:00.000Z,68618
2021-05-08T00:00:00.000Z,54111
2021-05-09T00:00:00.000Z,66567
2021-05-10T00:00:00.000Z,17381
2021-05-11T00:00:00.000Z,13026
2021-05-12T00:00:00.000Z,11934
2021-05-13T00:00:00.000Z,4478
2021-05-14T00:00:00.000Z,4523
2021-05-15T00:00:00.000Z,4152
2021-05-16T00:00:00.000Z,5980
2021-05-17T00:00:00.000Z,8762
2021-05-18T00:00:00.000Z,7057
2021-05-19T00:00:00.000Z,7163
2021-05-20T00:00:00.000Z,11442
2021-05-21T00:00:00.000Z,13754
2021-05-22T00:00:00.000Z,2676
2021-05-23T00:00:00.000Z,2513
2021-05-24T00:00:00.000Z,3700
2021-05-25T00:00:00.000Z,13331
2021-05-26T00:00:00.000Z,4327
2021-05-27T00:00:00.000Z,4135
2021-05-28T00:00:00.000Z,4513
2021-05-29T00:00:00.000Z,2339
2021-05-30T00:00:00.000Z,3387
2021-05-31T00:00:00.000Z,11857
2021-06-01T00:00:00.000Z,6748
2021-06-02T00:00:00.000Z,4072
2021-06-03T00:00:00.000Z,2584
2021-06-04T00:00:00.000Z,3584
2021-06-05T00:00:00.000Z,2563
2021-06-06T00:00:00.000Z,5112
2021-06-07T00:00:00.000Z,13775
2021-06-08T00:00:00.000Z,7330
2021-06-09T00:00:00.000Z,7471
2021-06-10T00:00:00.000Z,12041
2021-06-11T00:00:00.000Z,24201
2021-06-12T00:00:00.000Z,7310
2021-06-13T00:00:00.000Z,7279
2021-06-14T00:00:00.000Z,54640
2021-06-15T00:00:00.000Z,62628
2021-06-16T00:00:00.000Z,81720
2021-06-17T00:00:00.000Z,83606
2021-06-18T00:00:00.000Z,97301
2021-06-19T00:00:00.000Z,60116
2021-06-20T00:00:00.000Z,85568
2021-06-21T00:00:00.000Z,123086
2021-06-22T00:00:00.000Z,95912
2021-06-23T00:00:00.000Z,95654
2021-06-24T00:00:00.000Z,98963
2021-06-25T00:00:00.000Z,101425
2021-06-26T00:00:00.000Z,71456
2021-06-27T00:00:00.000Z,108332
2021-06-28T00:00:00.000Z,101641
2021-06-29T00:00:00.000Z,95302
2021-06-30T00:00:00.000Z,98968
2021-07-01T00:00:00.000Z,77793
2021-07-02T00:00:00.000Z,111839
2021-07-03T00:00:00.000Z,87154
2021-07-04T00:00:00.000Z,77932
2021-07-05T00:00:00.000Z,85392
2021-07-06T00:00:00.000Z,105508
2021-07-07T00:00:00.000Z,95269
2021-07-08T00:00:00.000Z,92787
2021-07-09T00:00:00.000Z,99691
2021-07-10T00:00:00.000Z,84502
2021-07-11T00:00:00.000Z,85324
2021-07-12T00:00:00.000Z,100687
2021-07-13T00:00:00.000Z,91434
2021-07-14T00:00:00.000Z,82010
2021-07-15T00:00:00.000Z,96118
2021-07-16T00:00:00.000Z,91641
2021-07-17T00:00:00.000Z,67327
2021-07-18T00:00:00.000Z,74545
2021-07-19T00:00:00.000Z,79041
2021-07-20T00:00:00.000Z,68065
2021-07-21T00:00:00.000Z,82439
2021-07-22T00:00:00.000Z,79826
2021-07-23T00:00:00.000Z,69840
2021-07-24T00:00:00.000Z,13111
2021-07-25T00:00:00.000Z,80683
2021-07-26T00:00:00.000Z,98055
2021-07-27T00:00:00.000Z,91013
2021-07-28T00:00:00.000Z,43997
2021-07-29T00:00:00.000Z,38702
2021-07-30T00:00:00.000Z,66278
2021-07-31T00:00:00.000Z,90714
2021-08-01T00:00:00.000Z,71873
2021-08-02T00:00:00.000Z,112904
2021-08-03T00:00:00.000Z,85925
2021-08-04T00:00:00.000Z,54262
2021-08-05T00:00:00.000Z,67836
2021-08-06T00:00:00.000Z,77573
2021-08-07T00:00:00.000Z,47040
2021-08-08T00:00:00.000Z,82741
2021-08-09T00:00:00.000Z,68673
2021-08-10T00:00:00.000Z,33530
2021-08-11T00:00:00.000Z,43406
2021-08-12T00:00:00.000Z,44630
2021-08-13T00:00:00.000Z,27603
2021-08-14T00:00:00.000Z,78821
2021-08-15T00:00:00.000Z,75745
2021-08-16T00:00:00.000Z,77815
2021-08-17T00:00:00.000Z,92300
