Time,Data receive rate for V03_n2,Data receive rate for V03_n2 v0,Data receive rate for V03_n2 v1,Data receive rate for V03_n2 v2,Data receive rate for V03_n2 v3,Data receive rate for V03_n2 v4,Data receive rate for V03_n2 v5,Data transmit rate for V03_n2,Data transmit rate for V03_n2 v0,Data transmit rate for V03_n2 v1,Data transmit rate for V03_n2 v2,Data transmit rate for V03_n2 v3,Data transmit rate for V03_n2 v4,Data transmit rate for V03_n2 v5,Usage for V03_n2,Usage for V03_n2 v0,Usage for V03_n2 v1,Usage for V03_n2 v2,Usage for V03_n2 v3,Usage for V03_n2 v4,Usage for V03_n2 v5
2021-04-14T00:00:00.000Z,1903,766,442,658,0,34,0,1052,664,271,0,0,116,0,2956,1431,713,658,0,151,0
2021-04-15T00:00:00.000Z,2129,743,710,639,0,34,0,1164,649,397,0,0,116,0,3292,1392,1107,639,0,151,0
2021-04-16T00:00:00.000Z,1743,737,338,632,0,34,0,1103,633,353,0,0,117,0,2847,1370,691,632,0,151,0
2021-04-17T00:00:00.000Z,423,122,158,107,0,35,0,536,100,317,0,0,118,0,961,223,475,107,0,153,0
2021-04-18T00:00:00.000Z,405,92,196,80,0,34,0,497,73,305,0,0,117,0,902,166,501,80,0,152,0
2021-04-19T00:00:00.000Z,1838,772,369,661,0,34,0,1161,683,359,0,0,117,0,2999,1456,728,661,0,152,0
2021-04-20T00:00:00.000Z,2772,943,963,830,0,34,0,1109,691,299,0,0,117,0,3881,1635,1263,830,0,152,0
2021-04-21T00:00:00.000Z,1939,761,492,650,0,34,0,1092,678,297,0,0,117,0,3032,1438,789,650,0,152,0
2021-04-22T00:00:00.000Z,2219,738,817,626,0,34,0,1201,678,404,0,0,117,0,3420,1417,1222,626,0,152,0
2021-04-23T00:00:00.000Z,8271,3645,1072,3517,0,34,0,1217,693,407,0,0,116,0,9489,4338,1479,3517,0,151,0
2021-04-24T00:00:00.000Z,653,130,372,115,0,34,0,583,106,359,0,0,117,0,1236,236,731,115,0,152,0
2021-04-25T00:00:00.000Z,554,108,314,95,0,34,0,561,83,360,0,0,117,0,1116,192,675,95,0,152,0
2021-04-26T00:00:00.000Z,2086,760,637,653,0,34,0,1228,702,408,0,0,117,0,3315,1462,1045,653,0,152,0
2021-04-27T00:00:00.000Z,2077,877,407,754,0,35,0,1200,785,296,0,0,118,0,3278,1663,703,754,0,154,0
2021-04-28T00:00:00.000Z,2977,905,1253,782,0,34,0,1256,758,380,0,0,117,0,4233,1663,1633,782,0,152,0
2021-04-29T00:00:00.000Z,2331,871,676,748,0,34,0,1405,765,520,0,0,118,0,3736,1637,1196,748,0,154,0
2021-04-30T00:00:00.000Z,2497,957,685,819,0,34,0,1381,784,478,0,0,117,0,3879,1741,1164,819,0,152,0
2021-05-01T00:00:00.000Z,14906,160,14592,117,0,34,0,981,106,756,0,0,118,0,15888,267,15349,117,0,153,0
2021-05-02T00:00:00.000Z,1466,204,1130,95,0,35,0,1256,127,1010,0,0,118,0,2723,332,2141,95,0,152,0
2021-05-03T00:00:00.000Z,773,223,406,107,0,33,0,1251,100,1031,0,0,118,0,2025,324,1438,107,0,151,0
2021-05-04T00:00:00.000Z,2380,958,563,824,0,34,0,1275,830,326,0,0,118,0,3656,1789,889,824,0,152,0
2021-05-05T00:00:00.000Z,2270,1051,298,884,0,34,0,1430,872,439,0,0,117,0,3700,1923,738,884,0,152,0
2021-05-06T00:00:00.000Z,3088,972,1252,827,0,35,0,1351,853,379,0,0,118,0,4439,1826,1632,827,0,153,0
2021-05-07T00:00:00.000Z,2616,913,885,780,0,34,0,1462,779,564,0,0,118,0,4078,1692,1450,780,0,153,0
2021-05-08T00:00:00.000Z,866,130,587,112,0,34,0,706,111,476,0,0,118,0,1573,242,1064,112,0,153,0
2021-05-09T00:00:00.000Z,424,94,217,77,0,34,0,673,80,474,0,0,118,0,1098,174,691,77,0,153,0
2021-05-10T00:00:00.000Z,2377,845,773,722,0,34,0,1322,737,529,0,0,54,0,3699,1583,1303,722,0,89,0
2021-05-11T00:00:00.000Z,2787,865,1144,740,0,35,0,1209,745,344,0,0,118,0,3996,1611,1489,740,0,153,0
2021-05-12T00:00:00.000Z,2083,804,551,690,0,36,0,1135,702,311,0,0,120,0,3218,1507,862,690,0,157,0
2021-05-13T00:00:00.000Z,2496,811,957,691,0,34,0,1329,708,501,0,0,118,0,3825,1520,1459,691,0,153,0
2021-05-14T00:00:00.000Z,2264,937,465,825,0,34,0,1300,662,518,0,0,118,0,3564,1601,983,825,0,153,0
2021-05-15T00:00:00.000Z,590,116,344,92,0,35,0,681,94,467,0,0,119,0,1272,210,812,92,0,155,0
2021-05-16T00:00:00.000Z,416,95,211,74,0,35,0,693,77,497,0,0,119,0,1110,172,707,74,0,155,0
2021-05-17T00:00:00.000Z,1689,785,210,657,0,35,0,1395,701,573,0,0,120,0,3085,1486,784,657,0,156,0
2021-05-18T00:00:00.000Z,2191,855,570,728,0,34,0,1019,699,200,0,0,118,0,3210,1554,770,728,0,154,0
2021-05-19T00:00:00.000Z,2629,799,1120,672,0,35,0,1075,690,219,0,0,120,45,3704,1489,1339,672,0,155,46
2021-05-20T00:00:00.000Z,2284,794,788,664,0,35,0,1110,674,316,0,0,119,0,3395,1469,1104,664,0,155,0
2021-05-21T00:00:00.000Z,1745,738,357,613,0,35,0,1047,635,292,0,0,119,0,2793,1374,650,613,0,155,0
2021-05-22T00:00:00.000Z,392,114,160,81,0,34,0,826,84,621,0,0,119,0,1219,199,782,81,0,154,0
2021-05-23T00:00:00.000Z,386,97,185,68,0,34,0,756,68,567,0,0,119,0,1142,166,752,68,0,154,0
2021-05-24T00:00:00.000Z,1899,825,333,703,0,35,0,1393,700,572,0,0,120,0,3293,1526,906,703,0,155,0
2021-05-25T00:00:00.000Z,2265,876,605,747,0,35,0,1309,707,481,0,0,119,0,3574,1583,1087,747,0,154,0
2021-05-26T00:00:00.000Z,2302,818,757,691,0,35,0,1296,693,483,0,0,119,0,3599,1511,1240,691,0,154,0
2021-05-27T00:00:00.000Z,3574,854,1958,725,0,34,0,1478,700,657,0,0,119,0,5052,1554,2615,725,0,154,0
2021-05-28T00:00:00.000Z,1771,843,193,698,0,35,0,1450,708,621,0,0,120,0,3222,1551,814,698,0,155,0
2021-05-29T00:00:00.000Z,776,123,527,90,0,33,0,802,89,593,0,0,118,0,1579,212,1121,90,0,153,0
2021-05-30T00:00:00.000Z,718,109,495,77,0,35,0,820,74,626,0,0,119,0,1540,184,1122,77,0,154,0
2021-05-31T00:00:00.000Z,2295,1016,378,864,0,34,0,1611,831,660,0,0,119,0,3907,1848,1039,864,0,154,0
2021-06-01T00:00:00.000Z,2541,1090,492,922,0,35,0,1618,943,555,0,0,119,0,4160,2033,1047,922,0,154,0
2021-06-02T00:00:00.000Z,4626,910,2907,771,0,35,0,1428,773,536,0,0,119,0,6055,1683,3444,771,0,154,0
2021-06-03T00:00:00.000Z,842,114,607,83,0,35,0,849,89,640,0,0,119,0,1691,204,1247,83,0,155,0
2021-06-04T00:00:00.000Z,1759,725,360,637,0,34,0,1203,395,688,0,0,119,0,2963,1120,1049,637,0,153,0
2021-06-05T00:00:00.000Z,375,115,141,82,0,35,0,843,83,640,0,0,119,0,1218,198,781,82,0,155,0
2021-06-06T00:00:00.000Z,437,110,211,78,0,35,0,735,68,547,0,0,119,0,1173,178,759,78,0,154,0
2021-06-07T00:00:00.000Z,2277,884,613,743,0,35,0,1509,744,644,0,0,119,0,3787,1629,1258,743,0,155,0
2021-06-08T00:00:00.000Z,2199,876,571,716,0,34,0,1513,798,595,0,0,119,0,3714,1674,1167,716,0,154,0
2021-06-09T00:00:00.000Z,2784,778,1312,659,0,32,0,1348,663,565,0,0,119,0,4132,1442,1877,659,0,151,0
2021-06-10T00:00:00.000Z,1792,771,342,641,0,35,0,1495,671,705,0,0,119,0,3289,1443,1047,641,0,154,0
2021-06-11T00:00:00.000Z,2423,716,1062,608,0,34,0,1448,593,734,0,0,119,0,3871,1309,1797,608,0,154,0
2021-06-12T00:00:00.000Z,1202,130,935,100,0,34,0,818,89,610,0,0,118,0,2020,219,1545,100,0,154,0
2021-06-13T00:00:00.000Z,583,106,362,77,0,35,0,794,68,603,0,0,121,0,1377,175,966,77,0,157,0
2021-06-14T00:00:00.000Z,1795,701,459,598,0,35,0,1368,615,633,0,0,119,0,3163,1316,1092,598,0,155,0
2021-06-15T00:00:00.000Z,3359,764,1911,646,0,35,0,1217,634,463,0,0,119,0,4577,1399,2374,646,0,154,0
2021-06-16T00:00:00.000Z,1800,765,346,652,0,35,0,1085,567,397,0,0,119,0,2886,1332,744,652,0,155,0
