Time,Active for V03,Ballooned memory for V03,Consumed for V03,Granted for V03,Shared for V03,Compressed for V03
2022-03-27T06:00:00.000Z,76550328,0,1230999550,1204950270,1190158,0
2022-03-27T08:00:00.000Z,80158520,0,1230997890,1204950140,1191013,0
2022-03-27T10:00:00.000Z,72687792,0,1231006460,1204950140,1191442,0
2022-03-27T12:00:00.000Z,71726928,0,1230999170,1204951550,1189823,0
2022-03-27T14:00:00.000Z,70724920,0,1230996350,1204954370,1190796,0
2022-03-27T16:00:00.000Z,73411424,0,1231005440,1204958590,1190064,0
2022-03-27T18:00:00.000Z,77806536,0,1231030020,1204962300,1188840,0
2022-03-27T20:00:00.000Z,70898400,0,1231138940,1204968190,1188436,0
2022-03-27T22:00:00.000Z,81557320,0,1231127170,1204971010,1186943,0
2022-03-28T00:00:00.000Z,81386096,0,1231084290,1204973060,1187959,0
2022-03-28T02:00:00.000Z,86357056,0,1231086720,1204975360,1187455,0
2022-03-28T04:00:00.000Z,110823040,0,1231142020,1204977660,1187226,0
2022-03-28T06:00:00.000Z,147413776,0,1231074430,1204978430,1187189,0
2022-03-28T08:00:00.000Z,167515552,0,1231073150,1204979070,1188681,0
2022-03-28T10:00:00.000Z,152093696,0,1231106940,1204999420,1188159,0
2022-03-28T12:00:00.000Z,153434880,0,1231083520,1204987520,1186843,0
2022-03-28T14:00:00.000Z,113234624,0,1231097730,1204989700,1188879,0
2022-03-28T16:00:00.000Z,102356224,0,1231107330,1204997500,1188474,0
2022-03-28T18:00:00.000Z,78935616,0,1231094020,1204997760,1186166,0
2022-03-28T20:00:00.000Z,71111272,0,1231119870,1205010430,1180019,0
2022-03-28T22:00:00.000Z,76081840,0,1231122560,1205027070,1180452,0
2022-03-29T00:00:00.000Z,70365392,0,1231215620,1205027460,1183293,0
2022-03-29T02:00:00.000Z,72523608,0,1231182210,1205027070,1182680,0
2022-03-29T04:00:00.000Z,95056088,0,1231186820,1205027460,1182684,0
2022-03-29T06:00:00.000Z,129585128,0,1231145730,1205027330,1183247,0
2022-03-29T08:00:00.000Z,135662128,0,1231140740,1205027200,1180957,0
2022-03-29T10:00:00.000Z,135374816,0,1231136640,1205027330,1182829,0
2022-03-29T12:00:00.000Z,137104320,0,1231140990,1205027460,1182215,0
2022-03-29T14:00:00.000Z,103245632,0,1231144700,1205028610,1182567,0
2022-03-29T16:00:00.000Z,94464496,0,1231156860,1205029890,1182832,0
2022-03-29T18:00:00.000Z,77634560,0,1231142270,1205031420,1182790,0
2022-03-29T20:00:00.000Z,77654456,0,1231171330,1205036930,1182537,0
2022-03-29T22:00:00.000Z,85505632,0,1231177600,1205044220,1181403,0
2022-03-30T00:00:00.000Z,81264760,0,1231217920,1205044220,1181055,0
2022-03-30T02:00:00.000Z,75778976,0,1231147780,1205043970,1179586,0
