Time,Read rate for V03_n2,Usage for V03_n2,Write rate for V03_n2
2022-03-25T18:00:00.000Z,2104,5691,3586
2022-03-25T20:00:00.000Z,2174,5938,3764
2022-03-25T22:00:00.000Z,3116,6104,2987
2022-03-26T00:00:00.000Z,2705,5593,2887
2022-03-26T02:00:00.000Z,3756,8468,4711
2022-03-26T04:00:00.000Z,1984,4822,2838
2022-03-26T06:00:00.000Z,1767,4183,2415
2022-03-26T08:00:00.000Z,1634,4011,2377
2022-03-26T10:00:00.000Z,1604,4560,2955
2022-03-26T12:00:00.000Z,1965,4524,2558
2022-03-26T14:00:00.000Z,1988,4605,2617
2022-03-26T16:00:00.000Z,2069,5003,2933
2022-03-26T18:00:00.000Z,2189,5477,3288
2022-03-26T20:00:00.000Z,2290,5181,2890
2022-03-26T22:00:00.000Z,4063,6728,2665
2022-03-27T00:00:00.000Z,10065,17309,7242
2022-03-27T02:00:00.000Z,1894,4426,2532
2022-03-27T04:00:00.000Z,8623,24616,15992
2022-03-27T06:00:00.000Z,1349,3216,1867
2022-03-27T08:00:00.000Z,1427,3401,1973
2022-03-27T10:00:00.000Z,1449,3441,1991
2022-03-27T12:00:00.000Z,892,1908,1016
2022-03-27T14:00:00.000Z,907,1903,995
2022-03-27T16:00:00.000Z,1588,3019,1430
2022-03-27T18:00:00.000Z,2016,4676,2659
2022-03-27T20:00:00.000Z,13103,21684,8580
2022-03-27T22:00:00.000Z,6889,11857,4968
2022-03-28T00:00:00.000Z,5881,14138,8257
2022-03-28T02:00:00.000Z,9126,23704,14577
2022-03-28T04:00:00.000Z,9177,22580,13402
2022-03-28T06:00:00.000Z,4665,12364,7698
2022-03-28T08:00:00.000Z,5470,13046,7575
2022-03-28T10:00:00.000Z,4779,12964,8184
2022-03-28T12:00:00.000Z,3085,7958,4873
2022-03-28T14:00:00.000Z,4501,11811,7309
2022-03-28T16:00:00.000Z,4752,13091,8338
2022-03-28T18:00:00.000Z,4360,9580,5219
2022-03-28T20:00:00.000Z,3617,8885,5267
2022-03-28T22:00:00.000Z,3404,8830,5426
2022-03-29T00:00:00.000Z,7099,19294,12194
2022-03-29T02:00:00.000Z,7090,17883,10793
2022-03-29T04:00:00.000Z,11541,32001,20459
2022-03-29T06:00:00.000Z,5593,13571,7977
2022-03-29T08:00:00.000Z,7312,9996,2683
2022-03-29T10:00:00.000Z,5990,13490,7499
2022-03-29T12:00:00.000Z,7905,20249,12344
2022-03-29T14:00:00.000Z,3685,10452,6766
2022-03-29T16:00:00.000Z,5193,13008,7814
2022-03-29T18:00:00.000Z,3533,8940,5406
2022-03-29T20:00:00.000Z,10262,27014,16752
2022-03-29T22:00:00.000Z,5017,13407,8389
2022-03-30T00:00:00.000Z,7259,15796,8537
2022-03-30T02:00:00.000Z,2980,7452,4471
2022-03-30T04:00:00.000Z,1319,3848,2528
2022-03-30T06:00:00.000Z,1803,4088,2285
2022-03-30T08:00:00.000Z,3104,7419,4314
2022-03-30T10:00:00.000Z,3353,10838,7485
2022-03-30T12:00:00.000Z,2530,5951,3420
2022-03-30T14:00:00.000Z,2397,99754,97357
2022-03-30T16:00:00.000Z,1783,3417,1633
2022-03-30T18:00:00.000Z,2188,4435,2246
2022-03-30T20:00:00.000Z,1798,3384,1585
2022-03-30T22:00:00.000Z,2688,6256,3568
2022-03-31T00:00:00.000Z,4888,11348,6460
2022-03-31T02:00:00.000Z,2341,7413,5071
2022-03-31T04:00:00.000Z,2339,6131,3791
2022-03-31T06:00:00.000Z,2762,7400,4637
2022-03-31T08:00:00.000Z,3826,9957,6130
2022-03-31T10:00:00.000Z,2573,5837,3263
2022-03-31T12:00:00.000Z,2494,5208,2712
2022-03-31T14:00:00.000Z,3156,6344,3187
2022-03-31T16:00:00.000Z,2142,4538,2396
2022-03-31T18:00:00.000Z,1311,2607,1295
2022-03-31T20:00:00.000Z,1792,3446,1654
2022-03-31T22:00:00.000Z,1673,4222,2548
2022-04-01T00:00:00.000Z,2216,5115,2898
2022-04-01T02:00:00.000Z,2043,4720,2676
2022-04-01T04:00:00.000Z,2379,5298,2917
2022-04-01T06:00:00.000Z,2295,5550,3254
2022-04-01T08:00:00.000Z,3370,7854,4484
2022-04-01T10:00:00.000Z,2151,4912,2760
2022-04-01T12:00:00.000Z,4326,8941,4615
2022-04-01T14:00:00.000Z,4465,10534,6068
2022-04-01T16:00:00.000Z,4016,9309,5292
2022-04-01T18:00:00.000Z,2273,4435,2161
2022-04-01T20:00:00.000Z,1246,2295,1049
2022-04-01T22:00:00.000Z,1939,4833,2893
2022-04-02T00:00:00.000Z,4323,11425,7102
2022-04-02T02:00:00.000Z,6346,16037,9689
2022-04-02T04:00:00.000Z,4270,16172,11901
2022-04-02T06:00:00.000Z,1660,4337,2677
2022-04-02T08:00:00.000Z,1735,4256,2520
2022-04-02T10:00:00.000Z,1880,4400,2519
2022-04-02T12:00:00.000Z,1851,4191,2340
2022-04-02T14:00:00.000Z,1537,3678,2141
2022-04-02T16:00:00.000Z,1546,3730,2183
2022-04-02T18:00:00.000Z,1183,2201,1018
2022-04-02T20:00:00.000Z,1131,2375,1243
2022-04-02T22:00:00.000Z,1546,3891,2345
2022-04-03T00:00:00.000Z,5581,11759,6177
2022-04-03T02:00:00.000Z,1543,5181,3638
2022-04-03T04:00:00.000Z,1583,4905,3321
2022-04-03T06:00:00.000Z,1981,5538,3555
2022-04-03T08:00:00.000Z,1952,5766,3813
2022-04-03T10:00:00.000Z,1984,5569,3585
2022-04-03T12:00:00.000Z,2012,5240,3227
2022-04-03T14:00:00.000Z,2332,6039,3705
2022-04-03T16:00:00.000Z,2449,6222,3773
2022-04-03T18:00:00.000Z,2185,6030,3844
2022-04-03T20:00:00.000Z,2230,5226,2994
2022-04-03T22:00:00.000Z,1736,4550,2813
2022-04-04T00:00:00.000Z,4325,9884,5559
2022-04-04T02:00:00.000Z,1193,3171,1977
2022-04-04T04:00:00.000Z,1361,3520,2158
2022-04-04T06:00:00.000Z,1802,4601,2798
2022-04-04T08:00:00.000Z,3669,7409,3739
2022-04-04T10:00:00.000Z,2504,6711,4206
2022-04-04T12:00:00.000Z,2324,5690,3365
2022-04-04T14:00:00.000Z,2985,7149,4164
2022-04-04T16:00:00.000Z,3152,7798,4646
2022-04-04T18:00:00.000Z,2298,5404,3105
2022-04-04T20:00:00.000Z,1625,3611,1985
2022-04-04T22:00:00.000Z,1965,4970,3003
2022-04-05T00:00:00.000Z,6883,19309,12425
2022-04-05T02:00:00.000Z,1491,4205,2713
2022-04-05T04:00:00.000Z,9317,26092,16774
2022-04-05T06:00:00.000Z,3617,8372,4755
2022-04-05T08:00:00.000Z,4646,11096,6450
2022-04-05T10:00:00.000Z,5136,12075,6938
2022-04-05T12:00:00.000Z,3260,7429,4169
2022-04-05T14:00:00.000Z,1687,4443,2755
2022-04-05T16:00:00.000Z,2376,5458,3081
2022-04-05T18:00:00.000Z,1794,4249,2455
2022-04-05T20:00:00.000Z,2113,4467,2353
2022-04-05T22:00:00.000Z,1943,4362,2418
2022-04-06T00:00:00.000Z,2613,6067,3453
2022-04-06T02:00:00.000Z,3441,9609,6167
2022-04-06T04:00:00.000Z,1397,4442,3044
2022-04-06T06:00:00.000Z,2387,6728,4341
2022-04-06T08:00:00.000Z,4255,11277,7021
2022-04-06T10:00:00.000Z,3444,9030,5586
2022-04-06T12:00:00.000Z,3950,9986,6035
2022-04-06T14:00:00.000Z,1556,3651,2094
2022-04-06T16:00:00.000Z,905,1679,773
2022-04-06T18:00:00.000Z,1036,2043,1006
2022-04-06T20:00:00.000Z,1413,2909,1495
2022-04-06T22:00:00.000Z,1441,3566,2124
2022-04-07T00:00:00.000Z,6375,13851,7476
2022-04-07T02:00:00.000Z,7175,20906,13731
2022-04-07T04:00:00.000Z,9962,28629,18666
2022-04-07T06:00:00.000Z,7889,21550,13660
2022-04-07T08:00:00.000Z,2928,6547,3618
2022-04-07T10:00:00.000Z,2866,6637,3771
2022-04-07T12:00:00.000Z,2186,5285,3099
2022-04-07T14:00:00.000Z,1546,3538,1991
2022-04-07T16:00:00.000Z,1331,2866,1535
2022-04-07T18:00:00.000Z,1418,2659,1239
2022-04-07T20:00:00.000Z,1784,3276,1492
2022-04-07T22:00:00.000Z,2214,4884,2669
2022-04-08T00:00:00.000Z,4717,12390,7673
2022-04-08T02:00:00.000Z,3246,8922,5675
2022-04-08T04:00:00.000Z,2659,6347,3687
2022-04-08T06:00:00.000Z,3440,8258,4817
2022-04-08T08:00:00.000Z,2697,7420,4722
2022-04-08T10:00:00.000Z,2014,5768,3754
2022-04-08T12:00:00.000Z,3429,8266,4835
2022-04-08T14:00:00.000Z,1724,4389,2665
2022-04-08T16:00:00.000Z,1293,2526,1232
2022-04-08T18:00:00.000Z,1238,2700,1462
2022-04-08T20:00:00.000Z,1336,2552,1215
2022-04-08T22:00:00.000Z,1631,3866,2234
2022-04-09T00:00:00.000Z,5031,12453,7420
2022-04-09T02:00:00.000Z,2863,7763,4900
2022-04-09T04:00:00.000Z,1404,3692,2287
2022-04-09T06:00:00.000Z,1224,2906,1681
2022-04-09T08:00:00.000Z,1382,3270,1887
2022-04-09T10:00:00.000Z,1402,3761,2359
2022-04-09T12:00:00.000Z,1385,3304,1918
2022-04-09T14:00:00.000Z,1548,3734,2185
2022-04-09T16:00:00.000Z,1532,4038,2506
2022-04-09T18:00:00.000Z,1520,3731,2210
2022-04-09T20:00:00.000Z,1625,3976,2350
2022-04-09T22:00:00.000Z,1600,3847,2246
2022-04-10T00:00:00.000Z,3256,7104,3848
2022-04-10T02:00:00.000Z,1130,3021,1891
2022-04-10T04:00:00.000Z,1310,3423,2113
2022-04-10T06:00:00.000Z,1401,3823,2422
2022-04-10T08:00:00.000Z,1398,3208,1810
2022-04-10T10:00:00.000Z,1320,3203,1882
2022-04-10T12:00:00.000Z,1331,3243,1911
2022-04-10T14:00:00.000Z,1476,3675,2198
2022-04-10T16:00:00.000Z,1589,3965,2375
2022-04-10T18:00:00.000Z,1566,3700,2133
2022-04-10T20:00:00.000Z,2315,4774,2458
2022-04-10T22:00:00.000Z,1548,3863,2314
2022-04-11T00:00:00.000Z,4134,10194,6060
2022-04-11T02:00:00.000Z,1331,4381,3049
2022-04-11T04:00:00.000Z,10661,30233,19571
2022-04-11T06:00:00.000Z,2293,6482,4187
2022-04-11T08:00:00.000Z,3792,9304,5512
2022-04-11T10:00:00.000Z,3805,9677,5871
2022-04-11T12:00:00.000Z,2619,6921,4301
2022-04-11T14:00:00.000Z,2982,7565,4583
2022-04-11T16:00:00.000Z,2155,5274,3118
2022-04-11T18:00:00.000Z,1690,3385,1694
2022-04-11T20:00:00.000Z,1737,3362,1624
2022-04-11T22:00:00.000Z,1953,4657,2704
2022-04-12T00:00:00.000Z,5970,15171,9200
2022-04-12T02:00:00.000Z,3899,11239,7339
2022-04-12T04:00:00.000Z,9890,28914,19024
2022-04-12T06:00:00.000Z,2407,6196,3788
2022-04-12T08:00:00.000Z,2344,6375,4030
2022-04-12T10:00:00.000Z,3137,8380,5242
2022-04-12T12:00:00.000Z,2062,5468,3405
2022-04-12T14:00:00.000Z,966,1903,936
2022-04-12T16:00:00.000Z,899,1842,943
2022-04-12T18:00:00.000Z,1028,2216,1187
2022-04-12T20:00:00.000Z,1396,2501,1105
2022-04-12T22:00:00.000Z,1533,3785,2251
2022-04-13T00:00:00.000Z,3445,9172,5727
2022-04-13T02:00:00.000Z,1080,2784,1703
2022-04-13T04:00:00.000Z,1563,4199,2635
2022-04-13T06:00:00.000Z,,,
2022-04-13T08:00:00.000Z,,,
