Time,Read rate for V03_n1,Usage for V03_n1,Write rate for V03_n1
2022-03-17T20:00:00.000Z,3448,6137,2688
2022-03-17T22:00:00.000Z,7220,12307,5086
2022-03-18T00:00:00.000Z,12825,21380,8555
2022-03-18T02:00:00.000Z,11768,20700,8931
2022-03-18T04:00:00.000Z,25306,53531,28224
2022-03-18T06:00:00.000Z,10286,19057,8771
2022-03-18T08:00:00.000Z,36340,54869,18528
2022-03-18T10:00:00.000Z,42697,61205,18508
2022-03-18T12:00:00.000Z,29272,50643,21369
2022-03-18T14:00:00.000Z,74984,119045,44061
2022-03-18T16:00:00.000Z,2662,4960,2297
2022-03-18T18:00:00.000Z,2566,4172,1606
2022-03-18T20:00:00.000Z,3048,5131,2083
2022-03-18T22:00:00.000Z,14999,18001,3002
2022-03-19T00:00:00.000Z,7929,15594,7663
2022-03-19T02:00:00.000Z,110122,174141,64019
2022-03-19T04:00:00.000Z,142768,233885,91116
2022-03-19T06:00:00.000Z,186963,273098,86135
2022-03-19T08:00:00.000Z,36949,38882,1932
2022-03-19T10:00:00.000Z,2526,4118,1591
2022-03-19T12:00:00.000Z,2195,3682,1487
2022-03-19T14:00:00.000Z,2931,5157,2226
2022-03-19T16:00:00.000Z,2199,3630,1430
2022-03-19T18:00:00.000Z,2113,3384,1270
2022-03-19T20:00:00.000Z,2293,3597,1302
2022-03-19T22:00:00.000Z,4408,6623,2215
2022-03-20T00:00:00.000Z,9490,18578,9087
2022-03-20T02:00:00.000Z,81131,138147,57016
2022-03-20T04:00:00.000Z,2318,3690,1371
2022-03-20T06:00:00.000Z,4282,7330,3048
2022-03-20T08:00:00.000Z,2771,4620,1848
2022-03-20T10:00:00.000Z,2700,4571,1870
2022-03-20T12:00:00.000Z,2646,4451,1805
2022-03-20T14:00:00.000Z,3269,7158,3888
2022-03-20T16:00:00.000Z,2140,3584,1442
2022-03-20T18:00:00.000Z,2138,3598,1459
2022-03-20T20:00:00.000Z,2438,4048,1609
2022-03-20T22:00:00.000Z,4089,7220,3130
2022-03-21T00:00:00.000Z,3239,5973,2733
2022-03-21T02:00:00.000Z,2174,3482,1307
2022-03-21T04:00:00.000Z,1760,2994,1233
2022-03-21T06:00:00.000Z,6329,13754,7424
2022-03-21T08:00:00.000Z,9141,15750,6609
2022-03-21T10:00:00.000Z,7718,13825,6106
2022-03-21T12:00:00.000Z,9563,18959,9395
2022-03-21T14:00:00.000Z,6347,13400,7052
2022-03-21T16:00:00.000Z,2692,4855,2162
2022-03-21T18:00:00.000Z,2852,4884,2032
2022-03-21T20:00:00.000Z,3332,6034,2701
2022-03-21T22:00:00.000Z,3725,6863,3137
2022-03-22T00:00:00.000Z,13688,28679,14990
2022-03-22T02:00:00.000Z,4573,9588,5015
2022-03-22T04:00:00.000Z,2752,5358,2605
2022-03-22T06:00:00.000Z,6161,13171,7009
2022-03-22T08:00:00.000Z,7012,14835,7822
2022-03-22T10:00:00.000Z,6571,12353,5781
2022-03-22T12:00:00.000Z,6138,11957,5819
2022-03-22T14:00:00.000Z,6263,13105,6841
2022-03-22T16:00:00.000Z,2442,4205,1762
2022-03-22T18:00:00.000Z,2148,3697,1548
2022-03-22T20:00:00.000Z,2746,4826,2080
2022-03-22T22:00:00.000Z,3556,6363,2805
2022-03-23T00:00:00.000Z,4407,8634,4226
2022-03-23T02:00:00.000Z,5134,12711,7577
2022-03-23T04:00:00.000Z,2447,4601,2154
2022-03-23T06:00:00.000Z,4286,10075,5788
2022-03-23T08:00:00.000Z,6085,11550,5465
2022-03-23T10:00:00.000Z,17501,21875,4373
2022-03-23T12:00:00.000Z,5561,9808,4246
2022-03-23T14:00:00.000Z,4332,7894,3561
2022-03-23T16:00:00.000Z,2521,4229,1708
2022-03-23T18:00:00.000Z,3254,5861,2607
2022-03-23T20:00:00.000Z,2844,5078,2233
2022-03-23T22:00:00.000Z,4028,6549,2521
2022-03-24T00:00:00.000Z,4049,7136,3085
2022-03-24T02:00:00.000Z,4034,8785,4750
2022-03-24T04:00:00.000Z,4030,7661,3630
2022-03-24T06:00:00.000Z,6532,12138,5606
2022-03-24T08:00:00.000Z,6469,13749,7280
2022-03-24T10:00:00.000Z,7167,14099,6931
2022-03-24T12:00:00.000Z,5986,12310,6323
2022-03-24T14:00:00.000Z,12495,28181,15685
2022-03-24T16:00:00.000Z,8994,22649,13654
2022-03-24T18:00:00.000Z,3299,6245,2945
2022-03-24T20:00:00.000Z,7208,18304,11096
2022-03-24T22:00:00.000Z,5529,10868,5339
2022-03-25T00:00:00.000Z,3820,7503,3682
2022-03-25T02:00:00.000Z,3488,6860,3372
2022-03-25T04:00:00.000Z,6165,15319,9153
2022-03-25T06:00:00.000Z,8793,20828,12034
2022-03-25T08:00:00.000Z,7193,19571,12377
2022-03-25T10:00:00.000Z,31697,87009,55311
2022-03-25T12:00:00.000Z,17775,36721,18946
2022-03-25T14:00:00.000Z,3776,6896,3120
2022-03-25T16:00:00.000Z,2504,4113,1608
2022-03-25T18:00:00.000Z,2126,3521,1394
2022-03-25T20:00:00.000Z,2787,4922,2134
2022-03-25T22:00:00.000Z,3239,5264,2024
2022-03-26T00:00:00.000Z,13228,32218,18989
2022-03-26T02:00:00.000Z,95455,171542,76087
2022-03-26T04:00:00.000Z,144954,220690,75735
2022-03-26T06:00:00.000Z,167822,268009,100186
2022-03-26T08:00:00.000Z,91315,102462,11146
2022-03-26T10:00:00.000Z,2902,4771,1868
2022-03-26T12:00:00.000Z,5322,7182,1859
2022-03-26T14:00:00.000Z,3425,5442,2017
2022-03-26T16:00:00.000Z,2133,3345,1212
2022-03-26T18:00:00.000Z,2781,5202,2420
2022-03-26T20:00:00.000Z,9043,19199,10155
2022-03-26T22:00:00.000Z,13335,26529,13193
2022-03-27T00:00:00.000Z,23787,49297,25509
2022-03-27T02:00:00.000Z,11626,26241,14614
2022-03-27T04:00:00.000Z,11048,25543,14494
2022-03-27T06:00:00.000Z,11734,25706,13971
2022-03-27T08:00:00.000Z,10459,24678,14218
2022-03-27T10:00:00.000Z,11442,26035,14592
2022-03-27T12:00:00.000Z,12741,30367,17625
2022-03-27T14:00:00.000Z,12899,27776,14876
2022-03-27T16:00:00.000Z,9399,21290,11890
2022-03-27T18:00:00.000Z,11699,24335,12635
2022-03-27T20:00:00.000Z,10306,24520,14213
2022-03-27T22:00:00.000Z,13599,30010,16410
2022-03-28T00:00:00.000Z,12658,29303,16644
2022-03-28T02:00:00.000Z,10132,23099,12966
2022-03-28T04:00:00.000Z,10584,23044,12460
2022-03-28T06:00:00.000Z,15657,33792,18134
2022-03-28T08:00:00.000Z,19601,38312,18710
2022-03-28T10:00:00.000Z,13942,29697,15755
2022-03-28T12:00:00.000Z,17273,37069,19797
2022-03-28T14:00:00.000Z,14040,30495,16454
2022-03-28T16:00:00.000Z,13089,32365,19275
2022-03-28T18:00:00.000Z,12184,27714,15529
2022-03-28T20:00:00.000Z,10670,25379,14708
2022-03-28T22:00:00.000Z,14119,31761,17641
2022-03-29T00:00:00.000Z,12400,31810,19409
2022-03-29T02:00:00.000Z,56824,111280,54456
2022-03-29T04:00:00.000Z,9136,21883,12745
2022-03-29T06:00:00.000Z,16514,34417,17903
2022-03-29T08:00:00.000Z,16745,38124,21377
2022-03-29T10:00:00.000Z,12516,25617,13101
2022-03-29T12:00:00.000Z,11719,26526,14806
2022-03-29T14:00:00.000Z,9331,21987,12656
2022-03-29T16:00:00.000Z,10991,24552,13561
2022-03-29T18:00:00.000Z,9484,21718,12234
2022-03-29T20:00:00.000Z,10121,21997,11875
2022-03-29T22:00:00.000Z,9176,21620,12444
2022-03-30T00:00:00.000Z,12557,30859,18302
2022-03-30T02:00:00.000Z,9340,21820,12480
2022-03-30T04:00:00.000Z,16865,41678,24812
2022-03-30T06:00:00.000Z,13163,28230,15066
2022-03-30T08:00:00.000Z,13589,27703,14113
2022-03-30T10:00:00.000Z,13668,28279,14611
2022-03-30T12:00:00.000Z,13554,27601,14047
2022-03-30T14:00:00.000Z,12181,42762,30580
2022-03-30T16:00:00.000Z,10488,22597,12109
2022-03-30T18:00:00.000Z,9019,20978,11959
2022-03-30T20:00:00.000Z,9768,21456,11688
2022-03-30T22:00:00.000Z,9573,22285,12712
2022-03-31T00:00:00.000Z,11481,26113,14631
2022-03-31T02:00:00.000Z,8651,20250,11598
2022-03-31T04:00:00.000Z,9273,20806,11532
2022-03-31T06:00:00.000Z,13984,29502,15518
2022-03-31T08:00:00.000Z,18564,35590,17025
2022-03-31T10:00:00.000Z,16399,33662,17262
2022-03-31T12:00:00.000Z,16149,30030,13880
2022-03-31T14:00:00.000Z,5795,10461,4666
2022-03-31T16:00:00.000Z,102618,105323,2704
2022-03-31T18:00:00.000Z,149267,153285,4017
2022-03-31T20:00:00.000Z,138421,141889,3467
2022-03-31T22:00:00.000Z,110813,120582,9768
2022-04-01T00:00:00.000Z,103538,123759,20220
2022-04-01T02:00:00.000Z,105858,119827,13968
2022-04-01T04:00:00.000Z,100137,112326,12187
2022-04-01T06:00:00.000Z,95510,113900,18390
2022-04-01T08:00:00.000Z,141878,157410,15532
2022-04-01T10:00:00.000Z,32703,45653,12949
2022-04-01T12:00:00.000Z,32424,41706,9281
2022-04-01T14:00:00.000Z,27195,31395,4199
2022-04-01T16:00:00.000Z,24725,27112,2386
2022-04-01T18:00:00.000Z,43674,46313,2638
2022-04-01T20:00:00.000Z,9763,12429,2665
2022-04-01T22:00:00.000Z,10187,14090,3902
2022-04-02T00:00:00.000Z,27195,73807,46612
2022-04-02T02:00:00.000Z,125870,223892,98021
2022-04-02T04:00:00.000Z,95944,150332,54387
2022-04-02T06:00:00.000Z,163223,255238,92014
2022-04-02T08:00:00.000Z,135293,176535,41241
2022-04-02T10:00:00.000Z,6078,8636,2557
2022-04-02T12:00:00.000Z,2920,5020,2100
2022-04-02T14:00:00.000Z,3239,5739,2499
2022-04-02T16:00:00.000Z,2634,4824,2189
2022-04-02T18:00:00.000Z,2387,4312,1924
2022-04-02T20:00:00.000Z,2928,4694,1766
2022-04-02T22:00:00.000Z,10624,13846,3221
2022-04-03T00:00:00.000Z,19275,33131,13855
2022-04-03T02:00:00.000Z,3132,5646,2513
2022-04-03T04:00:00.000Z,8428,19823,11394
2022-04-03T06:00:00.000Z,2899,5495,2595
2022-04-03T08:00:00.000Z,4455,7746,3290
2022-04-03T10:00:00.000Z,3620,6200,2580
2022-04-03T12:00:00.000Z,4333,7257,2925
2022-04-03T14:00:00.000Z,3583,6457,2874
2022-04-03T16:00:00.000Z,3121,5405,2284
2022-04-03T18:00:00.000Z,3782,6119,2336
2022-04-03T20:00:00.000Z,3706,6098,2392
2022-04-03T22:00:00.000Z,7545,11761,4215
2022-04-04T00:00:00.000Z,11181,25832,14651
2022-04-04T02:00:00.000Z,5973,11579,5605
2022-04-04T04:00:00.000Z,8195,19214,11018
2022-04-04T06:00:00.000Z,11852,20854,9001
2022-04-04T08:00:00.000Z,21591,34510,12918
2022-04-04T10:00:00.000Z,10392,20658,10264
2022-04-04T12:00:00.000Z,12638,23000,10361
2022-04-04T14:00:00.000Z,6773,11663,4889
2022-04-04T16:00:00.000Z,3925,7021,3096
2022-04-04T18:00:00.000Z,3098,5778,2680
2022-04-04T20:00:00.000Z,3450,5742,2291
2022-04-04T22:00:00.000Z,4085,6681,2596
2022-04-05T00:00:00.000Z,10211,23943,13731
2022-04-05T02:00:00.000Z,6503,13446,6942
2022-04-05T04:00:00.000Z,4593,7740,3147
2022-04-05T06:00:00.000Z,8197,16147,7949
2022-04-05T08:00:00.000Z,9042,16914,7872
2022-04-05T10:00:00.000Z,9149,16818,7667
2022-04-05T12:00:00.000Z,8408,15261,6852
2022-04-05T14:00:00.000Z,5170,11633,6462
2022-04-05T16:00:00.000Z,3908,7036,3127
2022-04-05T18:00:00.000Z,2928,5474,2546
2022-04-05T20:00:00.000Z,3001,5464,2461
2022-04-05T22:00:00.000Z,4090,6993,2902
2022-04-06T00:00:00.000Z,12670,28698,16027
2022-04-06T02:00:00.000Z,4606,10617,6012
2022-04-06T04:00:00.000Z,3454,6055,2600
2022-04-06T06:00:00.000Z,8575,15285,6710
2022-04-06T08:00:00.000Z,5727,13917,8189
2022-04-06T10:00:00.000Z,10420,16974,6553
2022-04-06T12:00:00.000Z,3763,10083,6320
2022-04-06T14:00:00.000Z,6688,10150,3461
2022-04-06T16:00:00.000Z,3590,105221,101630
2022-04-06T18:00:00.000Z,3360,6116,2754
2022-04-06T20:00:00.000Z,2553,4398,1844
2022-04-06T22:00:00.000Z,3378,5791,2412
2022-04-07T00:00:00.000Z,10232,23411,13178
2022-04-07T02:00:00.000Z,2444,4010,1565
2022-04-07T04:00:00.000Z,2875,5184,2308
2022-04-07T06:00:00.000Z,5266,10394,5127
2022-04-07T08:00:00.000Z,9472,16170,6697
2022-04-07T10:00:00.000Z,8184,14895,6710
2022-04-07T12:00:00.000Z,6332,11787,5454
2022-04-07T14:00:00.000Z,4812,7969,3156
2022-04-07T16:00:00.000Z,2654,4621,1966
2022-04-07T18:00:00.000Z,2896,5164,2268
2022-04-07T20:00:00.000Z,2316,3954,1638
2022-04-07T22:00:00.000Z,3330,5871,2540
2022-04-08T00:00:00.000Z,10347,25649,15302
2022-04-08T02:00:00.000Z,2908,5345,2436
2022-04-08T04:00:00.000Z,3214,7463,4249
2022-04-08T06:00:00.000Z,5708,11127,5419
2022-04-08T08:00:00.000Z,8169,15116,6946
2022-04-08T10:00:00.000Z,13853,22285,8431
2022-04-08T12:00:00.000Z,7668,13190,5522
2022-04-08T14:00:00.000Z,3593,7162,3568
2022-04-08T16:00:00.000Z,2324,3939,1614
2022-04-08T18:00:00.000Z,2102,3649,1546
2022-04-08T20:00:00.000Z,2550,4381,1830
2022-04-08T22:00:00.000Z,3853,6710,2856
2022-04-09T00:00:00.000Z,30568,71853,41284
2022-04-09T02:00:00.000Z,114597,193949,79351
2022-04-09T04:00:00.000Z,91912,174036,82123
2022-04-09T06:00:00.000Z,138620,175671,37050
2022-04-09T08:00:00.000Z,2397,4878,2480
2022-04-09T10:00:00.000Z,3417,5608,2190
2022-04-09T12:00:00.000Z,2915,5175,2259
2022-04-09T14:00:00.000Z,2459,4045,1585
2022-04-09T16:00:00.000Z,2252,3735,1483
2022-04-09T18:00:00.000Z,2366,3919,1552
2022-04-09T20:00:00.000Z,2391,3650,1259
2022-04-09T22:00:00.000Z,9123,12316,3192
2022-04-10T00:00:00.000Z,10210,18560,8350
2022-04-10T02:00:00.000Z,3635,7772,4136
2022-04-10T04:00:00.000Z,11414,29505,18090
2022-04-10T06:00:00.000Z,2301,4031,1729
2022-04-10T08:00:00.000Z,2178,3924,1745
2022-04-10T10:00:00.000Z,2472,4057,1584
2022-04-10T12:00:00.000Z,2658,4548,1889
2022-04-10T14:00:00.000Z,2083,3707,1623
2022-04-10T16:00:00.000Z,2274,3833,1559
2022-04-10T18:00:00.000Z,2529,4487,1957
2022-04-10T20:00:00.000Z,2306,4220,1914
2022-04-10T22:00:00.000Z,3970,6809,2839
2022-04-11T00:00:00.000Z,2621,4967,2346
2022-04-11T02:00:00.000Z,2454,5208,2753
2022-04-11T04:00:00.000Z,6476,10102,3626
2022-04-11T06:00:00.000Z,7014,12877,5862
2022-04-11T08:00:00.000Z,11857,18759,6901
2022-04-11T10:00:00.000Z,7570,14660,7090
2022-04-11T12:00:00.000Z,7688,14409,6720
2022-04-11T14:00:00.000Z,4361,8237,3875
2022-04-11T16:00:00.000Z,2851,4929,2077
2022-04-11T18:00:00.000Z,2506,4350,1844
2022-04-11T20:00:00.000Z,2320,3773,1452
2022-04-11T22:00:00.000Z,3733,5395,1661
2022-04-12T00:00:00.000Z,3174,7808,4633
2022-04-12T02:00:00.000Z,2344,4522,2177
2022-04-12T04:00:00.000Z,3048,6310,3262
2022-04-12T06:00:00.000Z,6160,11721,5560
2022-04-12T08:00:00.000Z,7637,14222,6584
2022-04-12T10:00:00.000Z,6911,11809,4897
2022-04-12T12:00:00.000Z,8855,14320,5464
2022-04-12T14:00:00.000Z,3158,5712,2552
2022-04-12T16:00:00.000Z,2399,3892,1492
2022-04-12T18:00:00.000Z,2775,4644,1868
2022-04-12T20:00:00.000Z,2549,4412,1862
2022-04-12T22:00:00.000Z,2787,4497,1709
2022-04-13T00:00:00.000Z,2512,4760,2247
2022-04-13T02:00:00.000Z,2281,3967,1686
2022-04-13T04:00:00.000Z,5327,17077,11749
2022-04-13T06:00:00.000Z,,,
2022-04-13T08:00:00.000Z,,,
